message_number;message_time_s;ellipse_factor;prev_real_position_0_0;prev_real_position_0_1;prev_real_position_0_2;prev_real_position_0_3;prev_real_position_1_0;prev_real_position_1_1;prev_real_position_1_2;prev_real_position_1_3;prev_real_position_2_0;prev_real_position_2_1;prev_real_position_2_2;prev_real_position_2_3;np_0_0;np_0_1;np_0_2;np_0_3;np_1_0;np_1_1;np_1_2;np_1_3;np_2_0;np_2_1;np_2_2;np_2_3;velocity_0;velocity_1;velocity_2;acceleration_0;acceleration_1;acceleration_2;angular_velocity_0;angular_velocity_1;angular_velocity_2;angular_acceleration_0;angular_acceleration_1;angular_acceleration_2;
15;0.895097;0.983706;0.030496;0.999134;0.028303;0.783338;0.996047;-0.032741;0.082577;2.066028;0.083432;0.025673;-0.996183;0.186944;0.029956;0.999093;0.030275;0.783299;0.994909;-0.032719;0.095323;2.065064;0.096227;0.027265;-0.994986;0.186820;-0.013824;0.000000;-0.000000;0.001154;-0.000000;0.000000;-0.024649;0.190409;0.000000;-0.025681;0.198344;0.000000;
16;0.95387;0.983300;0.030042;0.999096;0.030092;0.783313;0.995054;-0.032746;0.093785;2.065197;0.094686;0.027126;-0.995138;0.186847;0.029576;0.999044;0.032206;0.783274;0.993679;-0.032878;0.107341;2.064243;0.108297;0.028827;-0.993701;0.186741;-0.013755;0.000000;-0.000000;0.001147;0.000000;0.000000;-0.026186;0.202311;0.000000;-0.025606;0.198354;0.000000;
17;1.02011;0.981592;0.029695;0.999048;0.031949;0.783279;0.993868;-0.032917;0.105559;2.064280;0.106510;0.028619;-0.993900;0.186785;0.029149;0.998988;0.034246;0.783250;0.992217;-0.033067;0.120048;2.063427;0.121059;0.030480;-0.992177;0.186652;-0.013687;0.000000;-0.000000;0.001140;0.000000;0.000000;-0.027739;0.214209;0.000000;-0.025897;0.198316;0.000000;
18;1.07385;0.981162;0.029194;0.998995;0.034010;0.783261;0.992432;-0.033029;0.118271;2.063526;0.119275;0.030300;-0.992399;0.186676;0.028670;0.998926;0.036398;0.783226;0.990498;-0.033290;0.133439;2.062616;0.134507;0.032226;-0.990388;0.186553;-0.013619;0.000000;-0.000000;0.001133;0.000000;0.000000;-0.029357;0.226100;0.000000;-0.026957;0.198175;0.000000;
19;1.13696;0.974639;0.028687;0.998932;0.036214;0.783242;0.990736;-0.033225;0.131673;2.062752;0.132735;0.032101;-0.990632;0.186616;0.028134;0.998856;0.038661;0.783203;0.988492;-0.033552;0.147506;2.061811;0.148634;0.034066;-0.988305;0.186443;-0.013551;0.000000;-0.000000;0.001126;0.000000;0.000000;-0.031005;0.237986;0.000000;-0.027477;0.198104;0.000000;
20;1.19393;0.968215;0.028157;0.998863;0.038467;0.783243;0.988767;-0.033482;0.145666;2.061965;0.146788;0.033934;-0.988586;0.186517;0.027537;0.998778;0.041039;0.783180;0.986170;-0.033856;0.162242;2.061011;0.163433;0.036004;-0.985897;0.186323;-0.013484;0.000000;-0.000000;0.001119;0.000000;0.000000;-0.032710;0.249865;0.000000;-0.028406;0.197972;0.000000;
21;1.25388;0.968215;0.027615;0.998782;0.040896;0.783241;0.986463;-0.033844;0.160454;2.061135;0.161642;0.035912;-0.986196;0.186410;0.026873;0.998691;0.043529;0.783158;0.983501;-0.034207;0.177638;2.060217;0.178895;0.038037;-0.983133;0.186192;-0.013418;0.000000;-0.000000;0.001111;0.000000;0.000000;-0.034414;0.261743;0.000000;-0.028406;0.197972;0.000000;
22;1.31388;0.962861;0.026940;0.998695;0.043384;0.783224;0.983844;-0.034173;0.175737;2.060374;0.176990;0.037948;-0.983481;0.186257;0.026137;0.998592;0.046154;0.783136;0.980454;-0.034614;0.193680;2.059429;0.195005;0.040190;-0.979978;0.186048;-0.013351;0.000000;-0.000000;0.001103;0.000000;0.000000;-0.036558;0.273550;0.000000;-0.035725;0.196783;0.000000;
23;1.37389;0.953165;0.026227;0.998592;0.046117;0.783198;0.980822;-0.034618;0.191809;2.059606;0.193135;0.040202;-0.980348;0.186138;0.025323;0.998479;0.048977;0.783115;0.976998;-0.035096;0.210340;2.058648;0.211739;0.042524;-0.976401;0.185893;-0.013286;0.000000;-0.000000;0.001094;0.000000;0.000000;-0.039772;0.285111;0.000000;-0.053575;0.192691;0.000000;
24;1.43676;0.966564;0.025338;0.998471;0.049137;0.783237;0.977348;-0.035073;0.208712;2.058937;0.210116;0.042735;-0.976742;0.186052;0.024457;0.998352;0.051917;0.783095;0.973244;-0.035646;0.226990;2.057873;0.228467;0.044976;-0.972512;0.185725;-0.013221;0.000000;-0.000000;0.001086;0.000000;0.000000;-0.041938;0.286094;0.000000;-0.036097;0.016386;0.000000;
25;1.49405;0.949593;0.024473;0.998331;0.052319;0.783294;0.973556;-0.035691;0.225642;2.058133;0.227132;0.045413;-0.972804;0.185938;0.023577;0.998221;0.054768;0.783076;0.969369;-0.036224;0.242922;2.057104;0.244473;0.047363;-0.968499;0.185545;-0.013156;0.000000;-0.000000;0.001076;0.000000;0.000000;-0.040992;0.274872;0.000000;0.015767;-0.187035;-0.000000;
26;1.55823;0.969679;0.023606;0.998212;0.054918;0.783219;0.969716;-0.036221;0.241533;2.057345;0.243090;0.047553;-0.968837;0.185679;0.022692;0.998088;0.057494;0.783057;0.965417;-0.036817;0.258100;2.056343;0.259723;0.049649;-0.964406;0.185352;-0.013092;0.000000;-0.000000;0.001067;-0.000000;0.000000;-0.039419;0.262976;0.000000;0.026211;-0.198275;-0.000000;
27;1.62241;0.952597;0.022829;0.998084;0.057508;0.783164;0.965813;-0.036876;0.256603;2.056546;0.258232;0.049684;-0.964804;0.185443;0.021806;0.997954;0.060107;0.783040;0.961420;-0.037422;0.272527;2.055588;0.274219;0.051846;-0.960269;0.185149;-0.013029;0.000000;-0.000000;0.001058;0.000000;0.000000;-0.038041;0.251055;0.000000;0.022979;-0.198675;-0.000000;
28;1.67389;0.957213;0.022017;0.997950;0.060090;0.783114;0.961865;-0.037534;0.270935;2.055693;0.272635;0.051833;-0.960720;0.185202;0.020926;0.997819;0.062607;0.783023;0.957411;-0.038036;0.286211;2.054840;0.287968;0.053952;-0.956119;0.184936;-0.012966;0.000000;-0.000000;0.001048;0.000000;0.000000;-0.036632;0.239138;0.000000;0.023475;-0.198618;-0.000000;
29;1.73707;0.957576;0.021056;0.997822;0.062508;0.783077;0.957839;-0.038051;0.284776;2.054993;0.286534;0.053877;-0.956554;0.184970;0.020056;0.997683;0.065007;0.783006;0.953422;-0.038658;0.299154;2.054099;0.300974;0.055979;-0.951988;0.184713;-0.012903;0.000000;-0.000000;0.001039;0.000000;0.000000;-0.035425;0.227199;0.000000;0.020126;-0.198985;-0.000000;
30;1.80344;0.963122;0.020170;0.997694;0.064813;0.783035;0.953907;-0.038618;0.297608;2.054219;0.299425;0.055823;-0.952485;0.184710;0.019201;0.997548;0.067301;0.782991;0.949479;-0.039283;0.311363;2.053364;0.313244;0.057923;-0.947905;0.184481;-0.012842;0.000000;-0.000000;0.001029;0.000000;0.000000;-0.034090;0.215274;0.000000;0.022234;-0.198760;-0.000000;
31;1.85592;0.954174;0.019177;0.997561;0.067115;0.783019;0.949952;-0.039114;0.309937;2.053565;0.311806;0.057813;-0.948385;0.184502;0.018367;0.997413;0.069491;0.782976;0.945610;-0.039906;0.322846;2.052636;0.324785;0.059782;-0.943897;0.184241;-0.012780;0.000000;-0.000000;0.001020;0.000000;0.000000;-0.032764;0.203347;0.000000;0.022107;-0.198774;-0.000000;
32;1.92122;0.943352;0.018435;0.997426;0.069300;0.782971;0.946076;-0.039822;0.321487;2.052742;0.323419;0.059636;-0.944375;0.184251;0.017557;0.997280;0.071585;0.782962;0.941840;-0.040527;0.333609;2.051915;0.335603;0.061564;-0.939990;0.183993;-0.012720;0.000000;-0.000000;0.001011;0.000000;0.000000;-0.031535;0.191410;0.000000;0.020481;-0.198949;-0.000000;
33;1.97807;0.954752;0.017560;0.997293;0.071397;0.782930;0.942364;-0.040371;0.332146;2.051985;0.334129;0.061450;-0.940522;0.184002;0.016775;0.997148;0.073586;0.782949;0.938194;-0.041144;0.343657;2.051199;0.345704;0.063273;-0.936208;0.183738;-0.012660;0.000000;-0.000000;0.001002;0.000000;0.000000;-0.030363;0.179468;0.000000;0.019528;-0.199044;-0.000000;
34;2.03795;0.948638;0.016692;0.997159;0.073449;0.782897;0.938605;-0.040943;0.342556;2.051353;0.344590;0.063221;-0.936622;0.183767;0.016026;0.997018;0.075489;0.782936;0.934692;-0.041751;0.352998;2.050490;0.355097;0.064902;-0.932574;0.183477;-0.012600;0.000000;-0.000000;0.000994;0.000000;0.000000;-0.029051;0.167540;0.000000;0.021866;-0.198801;-0.000000;
35;2.09802;0.944855;0.016002;0.997028;0.075354;0.782841;0.935097;-0.041607;0.351942;2.050618;0.354031;0.064832;-0.932984;0.183526;0.015312;0.996891;0.077291;0.782924;0.931356;-0.042345;0.361640;2.049787;0.363789;0.066448;-0.929108;0.183210;-0.012541;0.000000;-0.000000;0.000985;-0.000000;0.000000;-0.027676;0.155619;0.000000;0.022925;-0.198682;-0.000000;
36;2.158;0.950013;0.015230;0.996905;0.077132;0.782779;0.931753;-0.042138;0.360639;2.049939;0.362773;0.066375;-0.929511;0.183253;0.014639;0.996768;0.078994;0.782913;0.928203;-0.042922;0.369589;2.049089;0.371785;0.067912;-0.925831;0.182937;-0.012482;0.000000;-0.000000;0.000977;0.000000;0.000000;-0.026310;0.143697;0.000000;0.022762;-0.198701;-0.000000;
37;2.2219;0.951709;0.014537;0.996779;0.078866;0.782730;0.928607;-0.042707;0.368600;2.049244;0.370781;0.067877;-0.926237;0.183009;0.014008;0.996649;0.080593;0.782902;0.925252;-0.043478;0.376852;2.048397;0.379094;0.069290;-0.922760;0.182660;-0.012424;0.000000;-0.000000;0.000969;-0.000000;0.000000;-0.024854;0.131785;0.000000;0.024273;-0.198522;-0.000000;
38;2.28189;0.949230;0.013911;0.996658;0.080490;0.782664;0.925563;-0.043294;0.376111;2.048531;0.378339;0.069266;-0.923072;0.182728;0.013423;0.996535;0.082090;0.782891;0.922518;-0.044011;0.383436;2.047711;0.385720;0.070583;-0.919912;0.182379;-0.012366;0.000000;-0.000000;0.000961;0.000000;0.000000;-0.023375;0.119877;0.000000;0.024655;-0.198475;-0.000000;
39;2.35404;0.954074;0.013179;0.996554;0.081892;0.782635;0.923025;-0.043619;0.382260;2.047909;0.384515;0.070550;-0.920419;0.182458;0.012886;0.996427;0.083474;0.782881;0.920014;-0.044515;0.389348;2.047029;0.391672;0.071780;-0.917301;0.182094;-0.012309;0.000000;-0.000000;0.000954;0.000000;0.000000;-0.021730;0.107990;0.000000;0.027406;-0.198113;-0.000000;
40;2.41397;0.957837;0.012788;0.996440;0.083329;0.782628;0.920359;-0.044305;0.388556;2.047183;0.390865;0.071723;-0.917649;0.182151;0.012401;0.996326;0.084744;0.782872;0.917754;-0.044986;0.394593;2.046353;0.396956;0.072880;-0.914940;0.181806;-0.012252;0.000000;-0.000000;0.000946;0.000000;0.000000;-0.020012;0.096114;0.000000;0.028629;-0.197940;-0.000000;
41;2.47787;0.957630;0.012306;0.996338;0.084616;0.782704;0.918090;-0.044787;0.393833;2.046500;0.396180;0.072839;-0.915279;0.181884;0.011970;0.996236;0.085857;0.782863;0.915745;-0.045405;0.399186;2.045681;0.401581;0.073845;-0.912841;0.181516;-0.012196;0.000000;-0.000000;0.000939;0.000000;0.000000;-0.017594;0.084360;0.000000;0.040300;-0.195898;-0.000000;
42;2.53787;0.957630;0.011868;0.996242;0.085795;0.782753;0.915957;-0.045248;0.398717;2.045830;0.401101;0.073852;-0.913052;0.181615;0.011553;0.996149;0.086917;0.782854;0.913809;-0.045809;0.403553;2.045014;0.405980;0.074763;-0.910819;0.181223;-0.012140;0.000000;-0.000000;0.000933;0.000000;0.000000;-0.016781;0.080407;0.000000;0.013551;-0.065873;-0.000000;
43;2.60376;0.963839;0.011413;0.996151;0.086906;0.782796;0.914013;-0.045640;0.403109;2.045199;0.405523;0.074833;-0.911016;0.181333;0.011180;0.996073;0.087830;0.782846;0.912080;-0.046161;0.407405;2.044352;0.409859;0.075553;-0.909015;0.180929;-0.012085;0.000000;-0.000000;0.000926;-0.000000;0.000000;-0.014467;0.071041;0.000000;0.038579;-0.156105;-0.000000;
44;2.662;0.956088;0.011070;0.996072;0.087852;0.782799;0.912211;-0.046046;0.407124;2.044499;0.409570;0.075633;-0.909138;0.181044;0.010807;0.995998;0.088715;0.782838;0.910351;-0.046506;0.411215;2.043694;0.413695;0.076318;-0.907211;0.180633;-0.012029;0.000000;-0.000000;0.000920;0.000000;0.000000;-0.014033;0.070405;0.000000;0.007226;-0.010595;-0.000000;
45;2.72589;0.963556;0.010699;0.996002;0.088684;0.782816;0.910600;-0.046349;0.410681;2.043815;0.413150;0.076361;-0.907456;0.180711;0.010449;0.995929;0.089537;0.782830;0.908689;-0.046829;0.414839;2.043039;0.417343;0.077027;-0.905479;0.180336;-0.011974;0.000000;-0.000000;0.000914;0.000000;0.000000;-0.013043;0.067077;0.000000;0.016506;-0.055478;-0.000000;
46;2.78712;0.967688;0.010419;0.995925;0.089579;0.782834;0.908844;-0.046791;0.414503;2.043138;0.417006;0.077094;-0.905628;0.180425;0.010103;0.995863;0.090308;0.782823;0.907086;-0.047135;0.418297;2.042390;0.420823;0.077691;-0.903810;0.180037;-0.011920;0.000000;-0.000000;0.000908;0.000000;0.000000;-0.012246;0.064124;0.000000;0.013285;-0.049205;-0.000000;
47;2.86579;0.961111;0.009956;0.995865;0.090296;0.782849;0.907357;-0.046948;0.417730;2.042530;0.420242;0.077772;-0.904073;0.180133;0.009774;0.995805;0.090975;0.782815;0.905561;-0.047401;0.421560;2.041744;0.424104;0.078263;-0.902225;0.179738;-0.011866;0.000000;-0.000000;0.000903;0.000000;0.000000;-0.010552;0.060549;0.000000;0.028232;-0.059586;-0.000000;
48;2.91982;0.960789;0.009780;0.995802;0.091009;0.782828;0.905729;-0.047390;0.421199;2.041850;0.423744;0.078310;-0.902391;0.179838;0.009444;0.995749;0.091623;0.782808;0.904035;-0.047662;0.424793;2.041102;0.427354;0.078819;-0.900642;0.179437;-0.011812;0.000000;-0.000000;0.000897;-0.000000;0.000000;-0.010273;0.060086;0.000000;0.004642;-0.007725;-0.000000;
49;2.97971;0.959948;0.009425;0.995745;0.091670;0.782825;0.904119;-0.047648;0.424615;2.041263;0.427176;0.078878;-0.900721;0.179522;0.009116;0.995696;0.092228;0.782802;0.902510;-0.047906;0.427996;2.040464;0.430572;0.079335;-0.899063;0.179135;-0.011759;0.000000;-0.000000;0.000891;-0.000000;0.000000;-0.009569;0.059610;0.000000;0.011741;-0.007931;-0.000000;
50;3.03979;0.959948;0.009090;0.995696;0.092230;0.782816;0.902658;-0.047858;0.427690;2.040587;0.430264;0.079365;-0.899208;0.179200;0.008785;0.995643;0.092832;0.782795;0.900974;-0.048153;0.431193;2.039830;0.433785;0.079851;-0.897471;0.178833;-0.011705;0.000000;-0.000000;0.000886;0.000000;0.000000;-0.009569;0.059610;0.000000;-0.000000;-0.000000;-0.000000;
51;3.09992;0.962409;0.008803;0.995643;0.092836;0.782829;0.901122;-0.048144;0.430883;2.039946;0.433475;0.079863;-0.897620;0.178905;0.008454;0.995591;0.093415;0.782789;0.899435;-0.048393;0.434367;2.039200;0.436973;0.080349;-0.895879;0.178530;-0.011653;0.000000;-0.000000;0.000880;-0.000000;0.000000;-0.009251;0.059258;0.000000;0.005303;-0.005859;-0.000000;
52;3.15981;0.957353;0.008465;0.995591;0.093420;0.782823;0.899585;-0.048378;0.434058;2.039320;0.436663;0.080365;-0.896028;0.178583;0.008131;0.995541;0.093980;0.782783;0.897934;-0.048628;0.437437;2.038574;0.440056;0.080831;-0.894325;0.178226;-0.011600;0.000000;-0.000000;0.000875;0.000000;0.000000;-0.008975;0.057406;0.000000;0.004593;-0.030875;-0.000000;
53;3.22212;0.954024;0.008111;0.995537;0.094022;0.782823;0.898066;-0.048604;0.437167;2.038685;0.439786;0.080892;-0.894452;0.178315;0.007822;0.995501;0.094433;0.782778;0.896493;-0.048816;0.440359;2.037952;0.442988;0.081214;-0.892842;0.177921;-0.011548;0.000000;-0.000000;0.000869;-0.000000;0.000000;-0.007142;0.054684;0.000000;0.030547;-0.045365;-0.000000;
54;3.28712;0.962192;0.007818;0.995496;0.094485;0.782777;0.896678;-0.048802;0.439984;2.038024;0.442614;0.081283;-0.893021;0.177954;0.007524;0.995464;0.094841;0.782772;0.895102;-0.048987;0.443162;2.037334;0.445798;0.081558;-0.891410;0.177615;-0.011496;0.000000;-0.000000;0.000864;-0.000000;0.000000;-0.006435;0.052494;0.000000;0.011790;-0.036496;-0.000000;
55;3.33986;0.958011;0.007520;0.995454;0.094942;0.782782;0.895170;-0.049016;0.443023;2.037466;0.445662;0.081658;-0.891469;0.177678;0.007224;0.995429;0.095232;0.782767;0.893703;-0.049151;0.445959;2.036719;0.448602;0.081887;-0.889973;0.177309;-0.011444;0.000000;-0.000000;0.000859;0.000000;0.000000;-0.006151;0.052465;0.000000;0.004728;-0.000493;-0.000000;
56;3.39988;0.958011;0.007272;0.995421;0.095308;0.782767;0.893874;-0.049196;0.445611;2.036787;0.448260;0.081952;-0.890139;0.177368;0.006924;0.995394;0.095621;0.782762;0.892294;-0.049316;0.448752;2.036108;0.451401;0.082215;-0.888526;0.177002;-0.011393;0.000000;-0.000000;0.000854;0.000000;0.000000;-0.006151;0.052465;0.000000;-0.000000;0.000000;-0.000000;
57;3.45997;0.957636;0.007023;0.995387;0.095685;0.782789;0.892458;-0.049402;0.448418;2.036180;0.451076;0.082245;-0.888688;0.177033;0.006628;0.995362;0.095973;0.782757;0.890901;-0.049465;0.451495;2.035501;0.454149;0.082510;-0.887097;0.176695;-0.011342;0.000000;-0.000000;0.000849;-0.000000;0.000000;-0.005543;0.051582;0.000000;0.010136;-0.014706;-0.000000;
58;3.51988;0.959045;0.006682;0.995347;0.096123;0.782796;0.890994;-0.049565;0.451301;2.035598;0.453965;0.082630;-0.887180;0.176815;0.006330;0.995333;0.096295;0.782753;0.889498;-0.049603;0.454239;2.034898;0.456895;0.082779;-0.885661;0.176388;-0.011292;0.000000;-0.000000;0.000843;0.000000;0.000000;-0.005047;0.051641;0.000000;0.008267;0.000973;-0.000000;
59;3.57993;0.959045;0.006444;0.995327;0.096346;0.782772;0.889602;-0.049708;0.454024;2.034997;0.456691;0.082784;-0.885765;0.176441;0.006031;0.995304;0.096615;0.782749;0.888086;-0.049741;0.456977;2.034298;0.459637;0.083047;-0.884216;0.176079;-0.011241;0.000000;-0.000000;0.000838;0.000000;0.000000;-0.005047;0.051641;0.000000;-0.000000;0.000000;-0.000000;
60;3.63983;0.955617;0.006130;0.995300;0.096644;0.782755;0.888220;-0.049817;0.456709;2.034380;0.459378;0.083041;-0.884351;0.176105;0.005745;0.995282;0.096852;0.782745;0.886730;-0.049841;0.459593;2.033701;0.462252;0.083241;-0.882833;0.175771;-0.011191;0.000000;-0.000000;0.000833;-0.000000;0.000000;-0.003663;0.049329;0.000000;0.023069;-0.038528;-0.000000;
61;3.69994;0.955617;0.005786;0.995275;0.096921;0.782776;0.886887;-0.049882;0.459285;2.033778;0.461950;0.083301;-0.882986;0.175821;0.005458;0.995261;0.097087;0.782741;0.885366;-0.049943;0.462204;2.033108;0.464863;0.083435;-0.881443;0.175462;-0.011142;0.000000;-0.000000;0.000828;0.000000;0.000000;-0.003663;0.049329;0.000000;-0.000000;-0.000000;-0.000000;
62;3.75997;0.953432;0.005514;0.995260;0.097089;0.782762;0.885542;-0.049962;0.461864;2.033195;0.464526;0.083430;-0.881621;0.175489;0.005169;0.995238;0.097334;0.782737;0.883989;-0.050050;0.464821;2.032519;0.467479;0.083639;-0.880038;0.175152;-0.011092;0.000000;-0.000000;0.000823;0.000000;0.000000;-0.003870;0.049512;0.000000;-0.003448;0.003045;0.000000;
63;3.81992;0.954053;0.005264;0.995238;0.097333;0.782735;0.884146;-0.050105;0.464517;2.032611;0.467182;0.083612;-0.880199;0.175179;0.004882;0.995217;0.097569;0.782734;0.882616;-0.050154;0.467411;2.031933;0.470069;0.083835;-0.878639;0.174843;-0.011043;0.000000;-0.000000;0.000818;0.000000;0.000000;-0.003700;0.049090;0.000000;0.002835;-0.007030;-0.000000;
64;3.87988;0.954053;0.004908;0.995216;0.097578;0.782757;0.882785;-0.050151;0.467093;2.032022;0.469752;0.083848;-0.878808;0.174890;0.004594;0.995195;0.097804;0.782731;0.881236;-0.050258;0.469998;2.031351;0.472655;0.084029;-0.877232;0.174533;-0.010994;0.000000;-0.000000;0.000814;-0.000000;0.000000;-0.003700;0.049090;0.000000;-0.000000;0.000000;-0.000000;
65;3.93989;0.954755;0.004575;0.995192;0.097835;0.782761;0.881386;-0.050228;0.469719;2.031450;0.472375;0.084081;-0.877378;0.174560;0.004317;0.995181;0.097965;0.782728;0.879904;-0.050328;0.472479;2.030772;0.475132;0.084160;-0.875881;0.174222;-0.010946;0.000000;-0.000000;0.000809;0.000000;0.000000;-0.002475;0.047096;0.000000;0.020405;-0.033232;-0.000000;
