message_number;message_time_s;Ellipse_factor;X;Y;Z;alfa;beta;gamma
0;0;0.000000;0.783715;2.078807;0.187206;-0.088047;3.127111;1.514866;
1;0.0521096;0.000000;0.783715;2.078807;0.187206;-0.088047;3.127111;1.514866;
2;0.112081;0.000000;0.783729;2.079234;0.187200;-0.088039;3.127111;1.514682;
3;0.172034;0.000000;0.783826;2.081028;0.187115;-0.088006;3.127110;1.514585;
4;0.232035;0.000000;0.784102;2.083825;0.186540;-0.087954;3.127109;1.514269;
5;0.292038;0.000000;0.784374;2.086505;0.185934;-0.087904;3.127107;1.514329;
6;0.352847;0.000000;0.784544;2.089073;0.185357;-0.086447;3.127108;1.515925;
7;0.41206;0.000000;0.784727;2.091491;0.184865;-0.086401;3.127107;1.516114;
8;0.472023;0.000000;0.784922;2.093798;0.184355;-0.086358;3.127106;1.516301;
9;0.532052;0.000000;0.785143;2.096131;0.183857;-0.086314;3.127105;1.516415;
10;0.591906;0.000000;0.785352;2.098372;0.183431;-0.086271;3.127104;1.516506;
11;0.652052;0.000000;0.785505;2.100476;0.182969;-0.086231;3.127103;1.516656;
12;0.71196;0.000000;0.785677;2.102607;0.182590;-0.086191;3.127102;1.516712;
13;0.771917;0.000000;0.785860;2.104713;0.182176;-0.086150;3.127101;1.516731;
14;0.831931;0.000000;0.786025;2.106743;0.181744;-0.086112;3.127101;1.516817;
15;0.892021;0.000000;0.786210;2.108722;0.181378;-0.086073;3.127100;1.516864;
16;0.951941;0.000000;0.786354;2.110599;0.181011;-0.086037;3.127099;1.516942;
17;1.01186;0.000000;0.786535;2.112472;0.180624;-0.087486;3.127109;1.515491;
18;1.0719;0.000000;0.786711;2.114325;0.180282;-0.087451;3.127108;1.515521;
19;1.13198;0.000000;0.786859;2.116161;0.179963;-0.087417;3.127107;1.515570;
20;1.19186;0.000000;0.787035;2.117973;0.179597;-0.087383;3.127106;1.515561;
21;1.25193;0.000000;0.787189;2.119682;0.179284;-0.087351;3.127106;1.515605;
22;1.31206;0.000000;0.787303;2.121366;0.178959;-0.087319;3.127105;1.515580;
23;1.37189;0.000000;0.787444;2.122922;0.178719;-0.087290;3.127104;1.515648;
24;1.43194;0.000000;0.787574;2.124486;0.178448;-0.087260;3.127104;1.515663;
25;1.4919;0.000000;0.787752;2.125984;0.178147;-0.087232;3.127103;1.515712;
26;1.55191;0.000000;0.787894;2.127490;0.177871;-0.087203;3.127102;1.515773;
27;1.61186;0.000000;0.788030;2.128962;0.177648;-0.087175;3.127102;1.515798;
28;1.6719;0.000000;0.788141;2.130366;0.177425;-0.087149;3.127101;1.515835;
29;1.73187;0.000000;0.788258;2.131761;0.177153;-0.087122;3.127101;1.515850;
30;1.79188;0.000000;0.788415;2.133133;0.176919;-0.087096;3.127100;1.515851;
31;1.85188;0.000000;0.788512;2.134468;0.176725;-0.087070;3.127099;1.515869;
32;1.91207;0.000000;0.788651;2.135737;0.176472;-0.087046;3.127099;1.515932;
33;1.97211;0.000000;0.788760;2.136997;0.176315;-0.087021;3.127098;1.515952;
34;2.03201;0.000000;0.788889;2.138223;0.176098;-0.086998;3.127098;1.515912;
35;2.09202;0.000000;0.789028;2.139356;0.175899;-0.086976;3.127097;1.515980;
36;2.15214;0.000000;0.789111;2.140495;0.175717;-0.086954;3.127097;1.515995;
37;2.21206;0.000000;0.789211;2.141601;0.175536;-0.086932;3.127097;1.516027;
38;2.27203;0.000000;0.789340;2.142657;0.175355;-0.086912;3.127096;1.516074;
39;2.33406;0.000000;0.789424;2.143694;0.175197;-0.086892;3.127096;1.516065;
40;2.39407;0.000000;0.789540;2.144716;0.175064;-0.086872;3.127095;1.516032;
41;2.45405;0.000000;0.789630;2.145728;0.174985;-0.086852;3.127095;1.516095;
42;2.51404;0.000000;0.789764;2.146694;0.174789;-0.088345;3.127104;1.514631;
43;2.57405;0.000000;0.789871;2.147639;0.174571;-0.088327;3.127104;1.514642;
44;2.63512;0.000000;0.789927;2.148538;0.174456;-0.088311;3.127103;1.514690;
45;2.69406;0.000000;0.790038;2.149449;0.174281;-0.088293;3.127103;1.514675;
46;2.75401;0.000000;0.790154;2.150335;0.174147;-0.088277;3.127102;1.514689;
47;2.81533;0.000000;0.790239;2.151245;0.174031;-0.088259;3.127102;1.514674;
48;2.87407;0.000000;0.790315;2.152086;0.173910;-0.088243;3.127102;1.514650;
49;2.93403;0.000000;0.790403;2.152894;0.173824;-0.088228;3.127101;1.514719;
50;2.99403;0.000000;0.790460;2.153665;0.173733;-0.088214;3.127101;1.514752;
51;3.05402;0.000000;0.790527;2.154472;0.173611;-0.088198;3.127101;1.514734;
52;3.11407;0.000000;0.790638;2.155204;0.173496;-0.088184;3.127100;1.514761;
53;3.17406;0.000000;0.790705;2.155907;0.173326;-0.088171;3.127100;1.514785;
54;3.23404;0.000000;0.790797;2.156586;0.173199;-0.088158;3.127100;1.514762;
55;3.29407;0.000000;0.790870;2.157247;0.173113;-0.088145;3.127099;1.514802;
56;3.35395;0.000000;0.790930;2.157920;0.173049;-0.089654;3.127108;1.513258;
57;3.41401;0.000000;0.790967;2.158536;0.172934;-0.089642;3.127108;1.513324;
58;3.47392;0.000000;0.791044;2.159159;0.172807;-0.088235;3.127111;1.514711;
59;3.53407;0.000000;0.791104;2.159794;0.172721;-0.088223;3.127110;1.514704;
60;3.59404;0.000000;0.791150;2.160376;0.172648;-0.088212;3.127110;1.514712;
61;3.65404;0.000000;0.791243;2.160936;0.172574;-0.088202;3.127110;1.514706;
62;3.71414;0.000000;0.791323;2.161494;0.172453;-0.088192;3.127110;1.514732;
63;3.77409;0.000000;0.791384;2.162017;0.172355;-0.088183;3.127110;1.514765;
64;3.83407;0.000000;0.791425;2.162522;0.172294;-0.088173;3.127109;1.514774;
65;3.89602;0.000000;0.791499;2.163037;0.172185;-0.088164;3.127109;1.514773;
