message_number;message_time_s;ellipse_factor;prev_real_position_0_0;prev_real_position_0_1;prev_real_position_0_2;prev_real_position_0_3;prev_real_position_1_0;prev_real_position_1_1;prev_real_position_1_2;prev_real_position_1_3;prev_real_position_2_0;prev_real_position_2_1;prev_real_position_2_2;prev_real_position_2_3;np_0_0;np_0_1;np_0_2;np_0_3;np_1_0;np_1_1;np_1_2;np_1_3;np_2_0;np_2_1;np_2_2;np_2_3;velocity_0;velocity_1;velocity_2;acceleration_0;acceleration_1;acceleration_2;angular_velocity_0;angular_velocity_1;angular_velocity_2;angular_acceleration_0;angular_acceleration_1;angular_acceleration_2;
0;0;0.000000;0.032156;0.999377;0.014516;0.783736;0.999483;-0.032143;-0.001133;2.078817;-0.000666;0.014545;-0.999894;0.187228;0.032156;0.999377;0.014516;0.783948;0.999483;-0.032143;-0.001133;2.079876;-0.000666;0.014545;-0.999894;0.187230;0.017754;0.002963;0.000000;0.295908;0.049381;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
1;0.0597485;0.000000;0.032174;0.999377;0.014516;0.783751;0.999482;-0.032161;-0.001133;2.079278;-0.000665;0.014545;-0.999894;0.187228;0.032156;0.999377;0.014516;0.784299;0.999483;-0.032143;-0.001133;2.081633;-0.000666;0.014545;-0.999894;0.187233;0.029455;0.004908;0.000000;0.195014;0.032427;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
2;0.112248;0.000000;0.032063;0.999380;0.014516;0.783869;0.999486;-0.032050;-0.001132;2.080848;-0.000666;0.014545;-0.999894;0.187228;0.032156;0.999377;0.014516;0.784651;0.999483;-0.032143;-0.001133;2.083390;-0.000666;0.014545;-0.999894;0.187236;0.029468;0.004910;0.000000;0.000204;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
3;0.174734;0.000000;0.031801;0.999389;0.014518;0.784316;0.999494;-0.031788;-0.001111;2.082928;-0.000649;0.014546;-0.999894;0.187233;0.032156;0.999377;0.014516;0.785002;0.999483;-0.032143;-0.001133;2.085129;-0.000666;0.014545;-0.999894;0.187240;0.029150;0.004918;0.000000;-0.005290;0.000140;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
4;0.242978;0.000000;0.031828;0.999388;0.014518;0.784772;0.999493;-0.031815;-0.001111;2.084757;-0.000648;0.014546;-0.999894;0.187237;0.032156;0.999377;0.014516;0.785352;0.999483;-0.032143;-0.001133;2.086834;-0.000666;0.014545;-0.999894;0.187243;0.028598;0.004912;0.000000;-0.009208;-0.000097;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
5;0.304194;0.000000;0.032046;0.999381;0.014518;0.785208;0.999486;-0.032033;-0.001110;2.086450;-0.000644;0.014547;-0.999894;0.187241;0.032156;0.999377;0.014516;0.785687;0.999483;-0.032143;-0.001133;2.088478;-0.000666;0.014545;-0.999894;0.187246;0.027565;0.004712;0.000000;-0.017204;-0.003330;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
6;0.364149;0.000000;0.031936;0.999384;0.014519;0.785598;0.999490;-0.031923;-0.001109;2.088223;-0.000645;0.014547;-0.999894;0.187244;0.032156;0.999377;0.014516;0.786023;0.999483;-0.032143;-0.001133;2.090122;-0.000666;0.014545;-0.999894;0.187249;0.027565;0.004712;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
7;0.428211;0.000000;0.032033;0.999381;0.014532;0.785930;0.999487;-0.032020;-0.001089;2.089815;-0.000623;0.014559;-0.999894;0.187249;0.032156;0.999377;0.014516;0.786344;0.999483;-0.032143;-0.001133;2.091690;-0.000666;0.014545;-0.999894;0.187252;0.026286;0.004499;0.000000;-0.021318;-0.003557;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
8;0.488209;0.000000;0.032016;0.999382;0.014545;0.786276;0.999487;-0.032004;-0.001068;2.091460;-0.000602;0.014572;-0.999894;0.187253;0.032156;0.999377;0.014516;0.786654;0.999483;-0.032143;-0.001133;2.093201;-0.000666;0.014545;-0.999894;0.187254;0.025335;0.004370;0.000000;-0.015859;-0.002150;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
9;0.548202;0.000000;0.032073;0.999380;0.014558;0.786626;0.999485;-0.032061;-0.001047;2.092986;-0.000580;0.014584;-0.999893;0.187257;0.032156;0.999377;0.014516;0.786960;0.999483;-0.032143;-0.001133;2.094689;-0.000666;0.014545;-0.999894;0.187257;0.024955;0.004299;0.000000;-0.006324;-0.001180;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
