message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
0;0;0.000000;0.783712;2.078816;0.187197;2.248931;2.177858;0.014822;
1;0.0611079;0.000000;0.783712;2.078816;0.187197;2.248931;2.177858;0.014822;
2;0.12111;0.000000;0.783784;2.079087;0.186820;2.248690;2.178105;0.014820;
3;0.174026;0.000000;0.784114;2.080188;0.185291;2.248514;2.178286;0.014819;
4;0.234019;0.000000;0.784575;2.082322;0.182910;2.248270;2.178535;0.014819;
5;0.294026;0.000000;0.785184;2.084916;0.179937;2.248153;2.178655;0.014820;
6;0.354032;0.000000;0.785844;2.087614;0.176857;2.248167;2.178640;0.014822;
7;0.414044;0.000000;0.786408;2.090086;0.173867;2.248391;2.178410;0.014826;
8;0.474007;0.000000;0.787001;2.092527;0.170914;2.248564;2.178232;0.014829;
9;0.534018;0.000000;0.787534;2.094902;0.168074;2.248669;2.178124;0.014832;
10;0.593976;0.000000;0.788089;2.097245;0.165271;2.248722;2.178069;0.014834;
11;0.654069;0.000000;0.788635;2.099557;0.162504;2.248831;2.177957;0.014836;
12;0.714088;0.000000;0.789162;2.101855;0.159822;2.248830;2.177956;0.014838;
13;0.776495;0.000000;0.789697;2.104043;0.157163;2.248876;2.177909;0.014840;
14;0.834036;0.000000;0.790179;2.106182;0.154480;2.248928;2.177855;0.014842;
15;0.89408;0.000000;0.790675;2.108289;0.151845;2.248975;2.177806;0.014844;
16;0.95409;0.000000;0.791190;2.110337;0.149229;2.249016;2.177764;0.014846;
17;1.01415;0.000000;0.791639;2.112380;0.146672;2.249020;2.177760;0.014847;
18;1.07405;0.000000;0.792098;2.114364;0.144174;2.248969;2.177812;0.014848;
19;1.13406;0.000000;0.792528;2.116289;0.141767;2.248982;2.177798;0.014850;
20;1.19402;0.000000;0.792986;2.118225;0.139431;2.248913;2.177868;0.014851;
21;1.25982;0.000000;0.793377;2.120068;0.137125;2.248940;2.177840;0.014852;
22;1.31403;0.000000;0.793797;2.121878;0.134842;2.248951;2.177828;0.014854;
23;1.37394;0.000000;0.794207;2.123620;0.132577;2.249001;2.177776;0.014856;
24;1.4339;0.000000;0.794600;2.125338;0.130342;2.248977;2.177801;0.014857;
25;1.4939;0.000000;0.794978;2.127013;0.128131;2.248972;2.177806;0.014858;
26;1.55386;0.000000;0.795324;2.128646;0.125950;2.249021;2.177755;0.014859;
27;1.6139;0.000000;0.795713;2.130273;0.123815;2.249009;2.177767;0.014861;
28;1.67388;0.000000;0.796030;2.131830;0.121753;2.249013;2.177762;0.014862;
29;1.73387;0.000000;0.796372;2.133389;0.119691;2.248994;2.177782;0.014863;
30;1.79387;0.000000;0.796741;2.134951;0.117669;2.248950;2.177827;0.014864;
31;1.85389;0.000000;0.797078;2.136460;0.115725;2.248960;2.177816;0.014865;
32;1.9139;0.000000;0.797414;2.137971;0.113774;2.248911;2.177867;0.014865;
33;1.97389;0.000000;0.797733;2.139379;0.111907;2.248920;2.177857;0.014867;
34;2.03391;0.000000;0.798032;2.140708;0.110083;2.248992;2.177783;0.014868;
35;2.10106;0.000000;0.798325;2.142090;0.108210;2.248987;2.177788;0.014869;
36;2.15408;0.000000;0.798576;2.143385;0.106403;2.248995;2.177779;0.014870;
37;2.21405;0.000000;0.798857;2.144639;0.104655;2.248974;2.177800;0.014871;
38;2.27403;0.000000;0.799123;2.145892;0.102896;2.248989;2.177785;0.014872;
39;2.34404;0.000000;0.799380;2.147016;0.101279;2.249084;2.177687;0.014874;
40;2.40984;0.000000;0.799621;2.148174;0.099657;2.249016;2.177756;0.014874;
41;2.46406;0.000000;0.799818;2.149239;0.098117;2.249005;2.177758;0.014839;
42;2.52905;0.000000;0.800002;2.150274;0.096640;2.249006;2.177756;0.014840;
43;2.58394;0.000000;0.800228;2.151329;0.095148;2.248962;2.177801;0.014840;
44;2.64432;0.000000;0.800402;2.152313;0.093742;2.248934;2.177830;0.014841;
45;2.70982;0.000000;0.800587;2.153219;0.092384;2.248967;2.177795;0.014842;
46;2.76402;0.000000;0.800815;2.154137;0.091041;2.248954;2.177808;0.014842;
47;2.82405;0.000000;0.801027;2.155062;0.089669;2.248919;2.177845;0.014843;
48;2.88403;0.000000;0.801168;2.155938;0.088365;2.248947;2.177837;0.014865;
49;2.94399;0.000000;0.801308;2.156773;0.087091;2.248937;2.177848;0.014865;
50;3.00401;0.000000;0.801464;2.157523;0.085888;2.248964;2.177820;0.014866;
