message_number;message_time_s;Ellipse_factor;X;Y;Z;alfa;beta;gamma
0;0;0.000000;0.783646;2.078712;0.187161;-0.116142;3.127316;1.486785;
1;0.0537674;0.000000;0.783646;2.078712;0.187161;-0.116142;3.127316;1.486785;
2;0.112052;0.000000;0.783658;2.078960;0.186866;-0.116142;3.127316;1.486639;
3;0.182075;0.000000;0.783716;2.079975;0.185171;-0.116138;3.127315;1.486568;
4;0.242042;0.000000;0.783804;2.081969;0.182582;-0.114704;3.127315;1.487719;
5;0.302083;0.000000;0.783931;2.084512;0.179153;-0.114695;3.127313;1.487593;
6;0.363779;0.000000;0.784211;2.087275;0.175488;-0.114685;3.127310;1.487568;
7;0.422175;0.000000;0.784502;2.089747;0.171986;-0.114676;3.127308;1.487783;
8;0.482035;0.000000;0.784814;2.092229;0.168535;-0.114666;3.127306;1.487934;
9;0.542446;0.000000;0.785095;2.094678;0.165181;-0.114656;3.127304;1.488005;
10;0.602033;0.000000;0.785369;2.097111;0.161900;-0.114645;3.127302;1.488075;
11;0.662134;0.000000;0.785604;2.099486;0.158607;-0.114635;3.127300;1.488215;
12;0.722065;0.000000;0.785829;2.101862;0.155370;-0.114623;3.127298;1.488213;
13;0.782061;0.000000;0.786017;2.104136;0.152152;-0.114612;3.127296;1.488277;
14;0.843272;0.000000;0.786229;2.106377;0.148953;-0.114601;3.127294;1.488348;
15;0.902074;0.000000;0.786434;2.108619;0.145790;-0.114590;3.127292;1.488354;
16;0.962031;0.000000;0.786575;2.110767;0.142730;-0.114578;3.127290;1.488403;
17;1.02208;0.000000;0.786764;2.112881;0.139785;-0.114567;3.127288;1.488439;
18;1.08311;0.000000;0.786951;2.114988;0.136876;-0.114555;3.127286;1.488430;
19;1.14326;0.000000;0.787116;2.117027;0.134034;-0.114544;3.127284;1.488424;
20;1.20214;0.000000;0.787255;2.119007;0.131210;-0.114532;3.127283;1.488412;
21;1.26208;0.000000;0.787386;2.120952;0.128392;-0.114520;3.127281;1.488440;
22;1.32209;0.000000;0.787521;2.122847;0.125612;-0.114509;3.127279;1.488451;
23;1.38209;0.000000;0.787653;2.124711;0.122859;-0.116030;3.127287;1.486949;
24;1.44202;0.000000;0.787791;2.126521;0.120162;-0.116019;3.127286;1.486982;
