message_number;message_time_s;ellipse_factor;prev_real_position_0_0;prev_real_position_0_1;prev_real_position_0_2;prev_real_position_0_3;prev_real_position_1_0;prev_real_position_1_1;prev_real_position_1_2;prev_real_position_1_3;prev_real_position_2_0;prev_real_position_2_1;prev_real_position_2_2;prev_real_position_2_3;np_0_0;np_0_1;np_0_2;np_0_3;np_1_0;np_1_1;np_1_2;np_1_3;np_2_0;np_2_1;np_2_2;np_2_3;velocity_0;velocity_1;velocity_2;acceleration_0;acceleration_1;acceleration_2;angular_velocity_0;angular_velocity_1;angular_velocity_2;angular_acceleration_0;angular_acceleration_1;angular_acceleration_2;
42;9.33395;0.942385;0.008249;0.999964;-0.002013;0.807579;0.991326;-0.007913;0.131189;2.064171;0.131168;-0.003078;-0.991355;0.427403;0.008280;0.999964;-0.002019;0.807584;0.990759;-0.007931;0.135405;2.062119;0.135384;-0.003122;-0.990788;0.427132;-0.030327;-0.000000;-0.000000;0.002519;0.000000;0.000000;0.000840;0.062235;-0.000000;0.005507;0.004196;-0.000000;
43;9.39394;0.942385;0.008196;0.999964;-0.002021;0.807591;0.990830;-0.007849;0.134888;2.062368;0.134868;-0.003108;-0.990859;0.427118;0.008288;0.999964;-0.002039;0.807569;0.990246;-0.007924;0.139104;2.060325;0.139083;-0.003172;-0.990276;0.426887;-0.030177;-0.000000;-0.000000;0.002505;0.000000;0.000000;0.000840;0.062235;-0.000000;0.000000;-0.000000;-0.000000;
44;9.45384;0.942385;0.008202;0.999964;-0.002038;0.807561;0.990322;-0.007841;0.138568;2.060566;0.138547;-0.003155;-0.990351;0.426944;0.008296;0.999963;-0.002058;0.807554;0.989720;-0.007917;0.142801;2.058541;0.142780;-0.003222;-0.989749;0.426637;-0.030027;-0.000000;-0.000000;0.002491;-0.000000;0.000000;0.000840;0.062235;-0.000000;0.000000;0.000000;-0.000000;
45;9.51389;0.935889;0.008257;0.999964;-0.002141;0.807536;0.989808;-0.007868;0.142190;2.058773;0.142168;-0.003293;-0.989837;0.426678;0.008304;0.999963;-0.002105;0.807539;0.989166;-0.007905;0.146589;2.056766;0.146567;-0.003299;-0.989195;0.426381;-0.029878;-0.000000;-0.000000;0.002478;0.000000;0.000000;0.001305;0.063799;-0.000000;0.007744;0.026066;-0.000000;
46;9.57392;0.935889;0.008304;0.999963;-0.002078;0.807521;0.989234;-0.007911;0.146128;2.056978;0.146106;-0.003269;-0.989264;0.426396;0.008312;0.999963;-0.002151;0.807524;0.988597;-0.007894;0.150375;2.055002;0.150353;-0.003377;-0.988627;0.426119;-0.029731;-0.000000;-0.000000;0.002464;0.000000;0.000000;0.001305;0.063799;-0.000000;0.000000;-0.000000;-0.000000;
47;9.63406;0.947352;0.008291;0.999963;-0.002099;0.807490;0.988675;-0.007883;0.149865;2.055211;0.149843;-0.003318;-0.988704;0.426194;0.008320;0.999963;-0.002185;0.807509;0.988037;-0.007884;0.154013;2.053247;0.153990;-0.003440;-0.988066;0.425852;-0.029583;-0.000000;-0.000000;0.002451;0.000000;0.000000;0.001069;0.061339;-0.000000;-0.003933;-0.041006;0.000000;
48;9.69414;0.935751;0.008241;0.999963;-0.002273;0.807483;0.988142;-0.007795;0.153348;2.053478;0.153324;-0.003509;-0.988170;0.425861;0.008328;0.999963;-0.002208;0.807495;0.987466;-0.007876;0.157635;2.051502;0.157611;-0.003493;-0.987495;0.425580;-0.029437;-0.000000;-0.000000;0.002437;-0.000000;0.000000;0.000886;0.061096;-0.000000;-0.003048;-0.004055;0.000000;
49;9.75397;0.937232;0.008277;0.999963;-0.002265;0.807484;0.987545;-0.007818;0.157143;2.051735;0.157120;-0.003537;-0.987573;0.425627;0.008336;0.999963;-0.002252;0.807480;0.986902;-0.007864;0.161130;2.049767;0.161107;-0.003565;-0.986931;0.425303;-0.029292;-0.000000;-0.000000;0.002424;0.000000;0.000000;0.001225;0.059009;-0.000000;0.005648;-0.034773;-0.000000;
50;9.81847;0.936612;0.008253;0.999964;-0.002197;0.807480;0.986964;-0.007792;0.160751;2.050018;0.160728;-0.003495;-0.986993;0.425351;0.008344;0.999963;-0.002288;0.807465;0.986319;-0.007853;0.164659;2.048041;0.164635;-0.003630;-0.986348;0.425022;-0.029147;-0.000000;-0.000000;0.002410;0.000000;0.000000;0.001103;0.059595;-0.000000;-0.002033;0.009770;0.000000;
51;9.87395;0.939968;0.008274;0.999963;-0.002281;0.807496;0.986395;-0.007788;0.164207;2.048282;0.164183;-0.003608;-0.986423;0.425031;0.008352;0.999962;-0.002331;0.807451;0.985734;-0.007841;0.168125;2.046324;0.168100;-0.003702;-0.985763;0.424735;-0.029003;-0.000000;-0.000000;0.002397;0.000000;0.000000;0.001201;0.058582;-0.000000;0.001625;-0.016890;-0.000000;
52;9.93392;0.935798;0.008308;0.999963;-0.002421;0.807475;0.985837;-0.007785;0.167524;2.046557;0.167499;-0.003779;-0.985865;0.424732;0.008360;0.999962;-0.002375;0.807436;0.985118;-0.007829;0.171703;2.044617;0.171678;-0.003775;-0.985146;0.424444;-0.028860;-0.000000;-0.000000;0.002384;0.000000;0.000000;0.001240;0.060503;-0.000000;0.000651;0.032013;-0.000000;
53;10.0165;0.937858;0.008287;0.999963;-0.002369;0.807411;0.985207;-0.007759;0.171192;2.044852;0.171167;-0.003753;-0.985235;0.424446;0.008369;0.999962;-0.002425;0.807422;0.984487;-0.007815;0.175284;2.042920;0.175259;-0.003854;-0.984515;0.424148;-0.028718;-0.000000;-0.000000;0.002371;0.000000;0.000000;0.001344;0.060601;-0.000000;0.001738;0.001640;-0.000000;
54;10.0894;0.944317;0.008190;0.999964;-0.002329;0.807398;0.984604;-0.007658;0.174633;2.043259;0.174609;-0.003724;-0.984631;0.424233;0.008378;0.999962;-0.002454;0.807408;0.983835;-0.007804;0.178910;2.041232;0.178884;-0.003913;-0.983862;0.423848;-0.028577;-0.000000;-0.000000;0.002358;0.000000;0.000000;0.001000;0.061385;-0.000000;-0.005738;0.013067;0.000000;
55;10.1613;0.942547;0.008278;0.999963;-0.002370;0.807401;0.983952;-0.007723;0.178266;2.041540;0.178241;-0.003808;-0.983980;0.423944;0.008387;0.999962;-0.002496;0.807393;0.983201;-0.007791;0.182359;2.039553;0.182332;-0.003984;-0.983229;0.423543;-0.028436;-0.000000;-0.000000;0.002344;-0.000000;0.000000;0.001196;0.058436;-0.000000;0.003271;-0.049151;-0.000000;
56;10.2171;0.938181;0.008352;0.999962;-0.002448;0.807397;0.983320;-0.007768;0.181719;2.039829;0.181693;-0.003925;-0.983347;0.423601;0.008396;0.999962;-0.002510;0.807379;0.982547;-0.007783;0.185850;2.037884;0.185824;-0.004027;-0.982575;0.423233;-0.028296;-0.000000;-0.000000;0.002331;0.000000;0.000000;0.000727;0.059207;-0.000000;-0.007807;0.012852;0.000000;
57;10.2957;0.941075;0.008287;0.999963;-0.002486;0.807377;0.982704;-0.007684;0.185024;2.038226;0.184998;-0.003976;-0.982731;0.423312;0.008405;0.999961;-0.002524;0.807365;0.981887;-0.007775;0.189309;2.036224;0.189282;-0.004069;-0.981914;0.422919;-0.028157;-0.000000;-0.000000;0.002318;0.000000;0.000000;0.000717;0.058681;-0.000000;-0.000177;-0.008780;0.000000;
58;10.3573;0.938511;0.008498;0.999961;-0.002485;0.807353;0.981962;-0.007875;0.188916;2.036446;0.188889;-0.004046;-0.981990;0.422980;0.008414;0.999961;-0.002557;0.807351;0.981213;-0.007763;0.192772;2.034573;0.192745;-0.004131;-0.981240;0.422601;-0.028019;-0.000000;-0.000000;0.002305;0.000000;0.000000;0.001045;0.058796;-0.000000;0.005477;0.001931;-0.000000;
59;10.4214;0.945940;0.008459;0.999961;-0.002634;0.807353;0.981323;-0.007795;0.192209;2.034805;0.192181;-0.004210;-0.981350;0.422626;0.008422;0.999961;-0.002579;0.807337;0.980542;-0.007753;0.196158;2.032932;0.196130;-0.004181;-0.980569;0.422278;-0.027881;-0.000000;-0.000000;0.002293;0.000000;0.000000;0.000858;0.057519;-0.000000;-0.003116;-0.021289;0.000000;
60;10.4742;0.945940;0.008504;0.999960;-0.002617;0.807342;0.980650;-0.007828;0.195610;2.033173;0.195582;-0.004229;-0.980678;0.422306;0.008431;0.999961;-0.002602;0.807323;0.979859;-0.007743;0.199541;2.031300;0.199513;-0.004232;-0.979886;0.421952;-0.027744;-0.000000;-0.000000;0.002280;0.000000;0.000000;0.000858;0.057519;-0.000000;0.000000;0.000000;-0.000000;
61;10.5339;0.937999;0.008435;0.999961;-0.002540;0.807333;0.979939;-0.007760;0.199146;2.031550;0.199118;-0.004169;-0.979967;0.422004;0.008441;0.999961;-0.002604;0.807309;0.979146;-0.007736;0.203011;2.029677;0.202983;-0.004263;-0.979173;0.421621;-0.027608;-0.000000;-0.000000;0.002267;0.000000;0.000000;0.000537;0.059034;-0.000000;-0.005353;0.025247;0.000000;
62;10.5939;0.937999;0.008456;0.999961;-0.002599;0.807328;0.979262;-0.007754;0.202451;2.029908;0.202423;-0.004257;-0.979289;0.421659;0.008450;0.999961;-0.002606;0.807295;0.978421;-0.007730;0.206478;2.028063;0.206450;-0.004295;-0.978448;0.421287;-0.027473;-0.000000;-0.000000;0.002254;0.000000;0.000000;0.000537;0.059034;-0.000000;0.000000;-0.000000;-0.000000;
63;10.6539;0.940177;0.008481;0.999961;-0.002621;0.807312;0.978510;-0.007759;0.206054;2.028285;0.206026;-0.004313;-0.978537;0.421332;0.008459;0.999961;-0.002622;0.807281;0.977676;-0.007720;0.209977;2.026458;0.209949;-0.004340;-0.977703;0.420948;-0.027339;-0.000000;-0.000000;0.002242;0.000000;0.000000;0.000775;0.059628;-0.000000;0.003965;0.009898;-0.000000;
