message_number;message_time_s;Ellipse_factor;X;Y;Z;alfa;beta;gamma
319;19.208;0.000000;0.779334;2.078483;0.456828;-0.499890;2.984540;-0.045191
320;19.2679;0.000000;0.779351;2.078526;0.456756;-0.495204;2.985735;-0.044081
321;19.328;0.000000;0.779365;2.078568;0.456701;-0.490513;2.987034;-0.043571
322;19.3879;0.000000;0.779375;2.078610;0.456674;-0.485847;2.988071;-0.042224
323;19.448;0.000000;0.779385;2.078644;0.456648;-0.481210;2.989098;-0.040660
324;19.508;0.000000;0.779398;2.078686;0.456599;-0.476599;2.990258;-0.039782
325;19.568;0.000000;0.779410;2.078729;0.456539;-0.472030;2.991406;-0.038688
326;19.628;0.000000;0.779425;2.078771;0.456495;-0.467452;2.992680;-0.037748
327;19.6879;0.000000;0.779435;2.078805;0.456484;-0.462893;2.993771;-0.036609
328;19.7479;0.000000;0.779447;2.078847;0.456447;-0.458454;2.994831;-0.035291
329;19.808;0.000000;0.779460;2.078881;0.456397;-0.453984;2.996018;-0.034222
330;19.8679;0.000000;0.779477;2.078915;0.456304;-0.449592;2.997382;-0.033643
331;19.9299;0.000000;0.779489;2.078948;0.456233;-0.445146;2.998496;-0.032502
332;19.99;0.000000;0.779502;2.078982;0.456184;-0.440737;2.999599;-0.031240
333;20.05;0.000000;0.779517;2.079024;0.456165;-0.436405;3.000907;-0.030521
334;20.1099;0.000000;0.779530;2.079058;0.456204;-0.432043;3.002133;-0.029512
335;20.1699;0.000000;0.779544;2.079100;0.456131;-0.427774;3.003278;-0.028399
336;20.2299;0.000000;0.779559;2.079134;0.456010;-0.423499;3.004483;-0.027526
337;20.2899;0.000000;0.779575;2.079176;0.455879;-0.419254;3.005739;-0.026765
338;20.35;0.000000;0.779591;2.079227;0.455757;-0.415092;3.006907;-0.025430
339;20.41;0.000000;0.779602;2.079261;0.455658;-0.410928;3.008118;-0.024561
340;20.4699;0.000000;0.779608;2.079286;0.455595;-0.406755;3.009394;-0.023993
341;20.53;0.000000;0.779614;2.079320;0.455572;-0.402602;3.010565;-0.022727
342;20.5899;0.000000;0.779617;2.079354;0.455480;-0.398492;3.011803;-0.021730
343;20.6499;0.000000;0.779583;2.079381;0.455363;-0.394369;3.013067;-0.021014
344;20.7099;0.000000;0.779520;2.079417;0.455260;-0.390301;3.014275;-0.019997
345;20.7699;0.000000;0.779491;2.079444;0.455164;-0.386326;3.015559;-0.019282
346;20.8299;0.000000;0.779452;2.079462;0.455095;-0.382375;3.016797;-0.018298
347;20.8899;0.000000;0.779417;2.079480;0.455015;-0.378417;3.018024;-0.017382
348;20.9499;0.000000;0.779404;2.079498;0.454917;-0.374423;3.019343;-0.017012
349;21.0099;0.000000;0.779386;2.079515;0.454818;-0.370472;3.020542;-0.015790
350;21.0699;0.000000;0.779377;2.079533;0.454705;-0.366550;3.021828;-0.015150
351;21.1298;0.000000;0.779372;2.079541;0.454596;-0.362636;3.023149;-0.014411
352;21.1899;0.000000;0.779357;2.079542;0.454516;-0.358749;3.024392;-0.013599
353;21.2498;0.000000;0.779334;2.079551;0.454442;-0.354884;3.025645;-0.012974
354;21.31;0.000000;0.779333;2.079551;0.454320;-0.350988;3.026927;-0.011999
355;21.37;0.000000;0.779327;2.079551;0.454230;-0.347163;3.028248;-0.011303
356;21.4299;0.000000;0.779308;2.079560;0.454155;-0.343360;3.029515;-0.010652
357;21.4899;0.000000;0.779310;2.079560;0.454059;-0.339578;3.030780;-0.009911
358;21.5499;0.000000;0.779320;2.079560;0.453979;-0.335775;3.032028;-0.009143
359;21.6099;0.000000;0.779322;2.079560;0.453872;-0.332048;3.033325;-0.008242
360;21.6699;0.000000;0.779321;2.079560;0.453756;-0.328352;3.034667;-0.007776
361;21.7299;0.000000;0.779306;2.079560;0.453646;-0.324727;3.035950;-0.007075
362;21.7899;0.000000;0.779300;2.079560;0.453552;-0.321062;3.037213;-0.006410
363;21.85;0.000000;0.779298;2.079560;0.453430;-0.317428;3.038525;-0.005833
364;21.9099;0.000000;0.779294;2.079560;0.453339;-0.313810;3.039751;-0.005056
365;21.9699;0.000000;0.779292;2.079560;0.453221;-0.310187;3.041072;-0.004545
366;22.0299;0.000000;0.779291;2.079560;0.453089;-0.306602;3.042453;-0.003962
367;22.0899;0.000000;0.779287;2.079560;0.452973;-0.303052;3.043603;-0.003240
368;22.1499;0.000000;0.779287;2.079552;0.452866;-0.299511;3.044780;-0.002295
369;22.2098;0.000000;0.779291;2.079552;0.452729;-0.296003;3.046288;-0.001980
370;22.2699;0.000000;0.779287;2.079543;0.452616;-0.292494;3.047485;-0.001415
371;22.3299;0.000000;0.779279;2.079535;0.452499;-0.289030;3.048701;-0.000565
372;22.3899;0.000000;0.779277;2.079526;0.452357;-0.285586;3.050176;-0.000521
373;22.4498;0.000000;0.779277;2.079509;0.452235;-0.282131;3.051420;0.000170
374;22.5099;0.000000;0.779280;2.079475;0.452114;-0.278670;3.052601;0.000845
375;22.5699;0.000000;0.779284;2.079432;0.451976;-0.275206;3.053892;0.001191
376;22.6299;0.000000;0.779293;2.079406;0.451813;-0.271782;3.055258;0.001738
377;22.6899;0.000000;0.779295;2.079363;0.451714;-0.268367;3.056463;0.002378
378;22.7499;0.000000;0.779304;2.079346;0.451566;-0.265029;3.057820;0.002697
379;22.8139;0.000000;0.779312;2.079320;0.451415;-0.261672;3.059192;0.002951
380;22.8739;0.000000;0.779320;2.079294;0.451270;-0.258383;3.060469;0.003501
381;22.9359;0.000000;0.779327;2.079268;0.451118;-0.255072;3.061723;0.004013
382;22.996;0.000000;0.779335;2.079242;0.450971;-0.251772;3.063024;0.004341
383;23.0558;0.000000;0.779342;2.079224;0.450830;-0.248525;3.064257;0.004970
384;23.1159;0.000000;0.779353;2.079215;0.450685;-0.245303;3.065523;0.005413
385;23.1759;0.000000;0.779365;2.079198;0.450520;-0.242009;3.066818;0.005669
386;23.2359;0.000000;0.779376;2.079172;0.450345;-0.238790;3.068064;0.006293
387;23.2979;0.000000;0.779386;2.079137;0.450193;-0.235526;3.069386;0.006387
388;23.3579;0.000000;0.779392;2.079120;0.450094;-0.232328;3.070609;0.006875
389;23.4179;0.000000;0.779402;2.079102;0.449964;-0.229150;3.071900;0.007372
390;23.4779;0.000000;0.779412;2.079085;0.449812;-0.226044;3.073196;0.007516
391;23.538;0.000000;0.779423;2.079076;0.449631;-0.222889;3.074431;0.007998
392;23.5979;0.000000;0.779434;2.079058;0.449441;-0.219767;3.075677;0.008415
393;23.658;0.000000;0.779444;2.079041;0.449265;-0.216624;3.076881;0.008886
394;23.718;0.000000;0.779454;2.079015;0.449085;-0.213527;3.078147;0.009078
395;23.778;0.000000;0.779464;2.078997;0.448903;-0.210397;3.079414;0.009427
396;23.8379;0.000000;0.779474;2.078988;0.448722;-0.207393;3.080711;0.009522
397;23.8979;0.000000;0.779483;2.078971;0.448552;-0.204370;3.081979;0.009642
398;23.958;0.000000;0.779492;2.078954;0.448401;-0.201301;3.083188;0.010100
399;24.0179;0.000000;0.779500;2.078928;0.448249;-0.198272;3.084418;0.010145
400;24.0779;0.000000;0.779512;2.078910;0.448096;-0.195315;3.085628;0.010565
401;24.138;0.000000;0.779521;2.078901;0.447921;-0.192373;3.086887;0.010926
402;24.198;0.000000;0.779529;2.078884;0.447758;-0.189405;3.088099;0.011055
403;24.258;0.000000;0.779537;2.078875;0.447584;-0.186437;3.089253;0.011460
404;24.318;0.000000;0.779550;2.078857;0.447394;-0.183480;3.090550;0.011310
405;24.378;0.000000;0.779558;2.078840;0.447202;-0.180579;3.091757;0.011684
406;24.4379;0.000000;0.779570;2.078822;0.447013;-0.177691;3.092953;0.011991
407;24.4979;0.000000;0.779585;2.078804;0.446829;-0.174814;3.094160;0.012073
408;24.558;0.000000;0.779596;2.078787;0.446647;-0.171952;3.095318;0.012273
409;24.62;0.000000;0.779612;2.078769;0.446463;-0.169055;3.096515;0.012445
410;24.6799;0.000000;0.779660;2.078759;0.446280;-0.166224;3.097699;0.012708
411;24.7399;0.000000;0.779724;2.078748;0.446095;-0.163418;3.098920;0.012495
412;24.7999;0.000000;0.779768;2.078738;0.445901;-0.160649;3.100128;0.012627
413;24.8599;0.000000;0.779808;2.078728;0.445713;-0.157862;3.101259;0.013002
414;24.9199;0.000000;0.779843;2.078719;0.445522;-0.155070;3.102418;0.013060
415;24.9798;0.000000;0.779878;2.078709;0.445331;-0.152312;3.103562;0.013304
416;25.0399;0.000000;0.779913;2.078708;0.445138;-0.149498;3.104727;0.013389
417;25.1019;0.000000;0.779948;2.078706;0.444943;-0.146729;3.105920;0.013125
418;25.1619;0.000000;0.779970;2.078697;0.444762;-0.144000;3.106994;0.013576
419;25.2218;0.000000;0.779988;2.078696;0.444582;-0.141278;3.108079;0.013547
420;25.2819;0.000000;0.780015;2.078695;0.444361;-0.138543;3.109395;0.013321
421;25.3419;0.000000;0.780052;2.078694;0.444191;-0.135787;3.110404;0.013726
422;25.4019;0.000000;0.780078;2.078693;0.444022;-0.133010;3.111426;0.013875
423;25.4619;0.000000;0.780095;2.078693;0.443812;-0.130233;3.112674;0.013633
424;25.5219;0.000000;0.780112;2.078692;0.443644;-0.127485;3.113681;0.013711
425;25.5819;0.000000;0.780121;2.078700;0.443438;-0.124720;3.114871;0.013520
426;25.6419;0.000000;0.780134;2.078700;0.443248;-0.121921;3.115959;0.013635
427;25.7019;0.000000;0.780147;2.078708;0.443047;-0.119168;3.117077;0.013527
428;25.7619;0.000000;0.780164;2.078716;0.442822;-0.116361;3.118203;0.013258
429;25.8259;0.000000;0.780190;2.078723;0.442574;-0.113555;3.119198;0.013611
430;25.8859;0.000000;0.780226;2.078748;0.442269;-0.110844;3.120328;0.013304
431;25.9459;0.000000;0.780251;2.078764;0.442035;-0.108065;3.121360;0.013272
432;26.0059;0.000000;0.780260;2.078798;0.441842;-0.105351;3.122373;0.013524
433;26.0659;0.000000;0.780268;2.078831;0.441634;-0.102565;3.123456;0.013333
434;26.1259;0.000000;0.780277;2.078865;0.441425;-0.099793;3.124481;0.012973
435;26.1859;0.000000;0.780281;2.078899;0.441212;-0.097025;3.125490;0.013474
436;26.2459;0.000000;0.780290;2.078925;0.440999;-0.094269;3.126527;0.013270
437;26.3059;0.000000;0.780294;2.078959;0.440788;-0.091527;3.127557;0.012870
438;26.3658;0.000000;0.780301;2.078984;0.440577;-0.088752;3.128565;0.012947
439;26.4258;0.000000;0.780309;2.079001;0.440368;-0.085977;3.129567;0.012796
440;26.4858;0.000000;0.780312;2.079026;0.440181;-0.083180;3.130519;0.012638
441;26.5458;0.000000;0.780319;2.079052;0.439978;-0.080418;3.131507;0.012674
442;26.6059;0.000000;0.780321;2.079068;0.439780;-0.077654;3.132478;0.012481
443;26.6659;0.000000;0.780328;2.079094;0.439591;-0.074854;3.133425;0.012540
444;26.7259;0.000000;0.780330;2.079119;0.439392;-0.072069;3.134429;0.012313
445;26.786;0.000000;0.780332;2.079136;0.439217;-0.069232;3.135367;0.012174
446;26.8458;0.000000;0.780338;2.079162;0.439036;-0.066444;3.136298;0.012096
447;26.9058;0.000000;0.780340;2.079187;0.438848;-0.063654;3.137242;0.011599
448;26.9659;0.000000;0.780342;2.079213;0.438655;-0.060897;3.138161;0.011676
449;27.0259;0.000000;0.780343;2.079221;0.438472;-0.058073;3.139068;0.011396
450;27.0859;0.000000;0.780344;2.079238;0.438291;-0.055247;3.140000;0.011020
451;27.1459;0.000000;0.780345;2.079247;0.438122;-0.052386;3.140868;0.011117
452;27.2059;0.000000;0.780346;2.079272;0.437931;0.049570;-3.140609;-0.010794
453;27.266;0.000000;0.780347;2.079289;0.437757;0.046733;-3.139851;-0.010591
454;27.3259;0.000000;0.780348;2.079315;0.437582;0.043930;-3.139079;-0.010290
455;27.3859;0.000000;0.780348;2.079332;0.437412;0.041130;-3.138313;-0.010308
456;27.4458;0.000000;0.780349;2.079349;0.437208;0.038330;-3.137447;-0.009881
457;27.5059;0.000000;0.780350;2.079366;0.437007;0.035432;-3.136694;-0.009540
458;27.5658;0.000000;0.780350;2.079383;0.436826;0.032604;-3.135952;-0.009324
459;27.6259;0.000000;0.780346;2.079409;0.436655;0.029809;-3.135198;-0.009203
460;27.6859;0.000000;0.780346;2.079426;0.436485;0.027002;-3.134431;-0.008632
461;27.7458;0.000000;0.780346;2.079434;0.436309;0.024129;-3.133709;-0.008441
462;27.8058;0.000000;0.780346;2.079460;0.436140;0.021305;-3.132959;-0.008249
463;27.8659;0.000000;0.780342;2.079485;0.435982;0.018534;-3.132234;-0.008181
464;27.9258;0.000000;0.780342;2.079502;0.435828;0.015700;-3.131483;-0.007568
465;27.9858;0.000000;0.780333;2.079520;0.435673;0.012882;-3.130801;-0.007430
466;28.0458;0.000000;0.780328;2.079537;0.435510;0.010067;-3.130038;-0.007038
467;28.1058;0.000000;0.780320;2.079554;0.435329;0.007254;-3.129335;-0.006673
468;28.1659;0.000000;0.780278;2.079564;0.435164;0.004444;-3.128654;-0.006273
469;28.228;0.000000;0.780212;2.079583;0.435007;0.001615;-3.127991;-0.006286
470;28.288;0.000000;0.780170;2.079602;0.434861;-0.001141;-3.127302;-0.005722
471;28.3479;0.000000;0.780131;2.079611;0.434710;-0.003932;-3.126632;-0.005604
472;28.4079;0.000000;0.780081;2.079621;0.434556;-0.006720;-3.125970;-0.005356
473;28.4679;0.000000;0.780059;2.079631;0.434413;-0.009504;-3.125324;-0.004786
474;28.5279;0.000000;0.780037;2.079631;0.434264;-0.012355;-3.124618;-0.004408
475;28.5878;0.000000;0.779998;2.079632;0.434124;-0.015152;-3.123956;-0.003803
476;28.6478;0.000000;0.779980;2.079633;0.433999;-0.017969;-3.123313;-0.003803
477;28.7078;0.000000;0.779961;2.079633;0.433874;-0.020748;-3.122662;-0.003418
478;28.7678;0.000000;0.779942;2.079634;0.433759;-0.023524;-3.122033;-0.002934
479;28.8279;0.000000;0.779915;2.079635;0.433631;-0.026317;-3.121365;-0.002515
480;28.888;0.000000;0.779889;2.079636;0.433514;-0.029093;-3.120783;-0.002218
481;28.948;0.000000;0.779862;2.079636;0.433399;-0.031916;-3.120207;-0.001664
482;29.0079;0.000000;0.779844;2.079637;0.433269;-0.034692;-3.119587;-0.001589
483;29.0679;0.000000;0.779830;2.079637;0.433148;-0.037498;-3.119010;-0.001256
484;29.1279;0.000000;0.779815;2.079629;0.433027;-0.040247;-3.118391;-0.000636
485;29.188;0.000000;0.779796;2.079630;0.432915;-0.043051;-3.117858;-0.000203
486;29.2479;0.000000;0.779774;2.079622;0.432796;-0.045819;-3.117288;0.000038
487;29.3079;0.000000;0.779755;2.079614;0.432672;-0.048581;-3.116711;0.000759
488;29.3678;0.000000;0.779740;2.079597;0.432552;-0.051396;-3.116161;0.001067
489;29.4279;0.000000;0.779720;2.079563;0.432440;-0.054209;-3.115585;0.001216
490;29.4879;0.000000;0.779709;2.079530;0.432339;-0.057017;-3.115064;0.001749
491;29.5479;0.000000;0.779697;2.079496;0.432242;-0.059805;-3.114528;0.002443
492;29.6079;0.000000;0.779677;2.079445;0.432139;-0.062624;-3.113991;0.002977
493;29.668;0.000000;0.779653;2.079412;0.432040;-0.065447;-3.113478;0.003387
494;29.7279;0.000000;0.779633;2.079378;0.431929;-0.068237;-3.112927;0.003701
495;29.7879;0.000000;0.779614;2.079344;0.431825;-0.071039;-3.112445;0.004336
496;29.8479;0.000000;0.779599;2.079319;0.431712;-0.073808;-3.111973;0.004973
497;29.9079;0.000000;0.779588;2.079285;0.431622;-0.076619;-3.111528;0.004942
498;29.9679;0.000000;0.779581;2.079251;0.431530;-0.079453;-3.111040;0.005454
499;30.0279;0.000000;0.779574;2.079226;0.431435;-0.082235;-3.110561;0.006221
500;30.0879;0.000000;0.779567;2.079200;0.431347;-0.085038;-3.110119;0.006639
501;30.1479;0.000000;0.779565;2.079175;0.431258;-0.087825;-3.109700;0.006995
502;30.2079;0.000000;0.779558;2.079132;0.431159;-0.090625;-3.109290;0.007446
503;30.2679;0.000000;0.779556;2.079098;0.431066;-0.093407;-3.108879;0.007994
504;30.3279;0.000000;0.779549;2.079072;0.430977;-0.096171;-3.108453;0.008606
505;30.3879;0.000000;0.779547;2.079047;0.430900;-0.098904;-3.108064;0.009060
506;30.448;0.000000;0.779545;2.079021;0.430826;-0.101725;-3.107682;0.009293
507;30.5079;0.000000;0.779542;2.078987;0.430761;-0.104540;-3.107311;0.009781
508;30.5679;0.000000;0.779540;2.078962;0.430679;-0.107318;-3.106913;0.010460
509;30.6319;0.000000;0.779537;2.078927;0.430589;-0.110079;-3.106539;0.011076
510;30.6919;0.000000;0.779536;2.078902;0.430474;-0.112826;-3.106188;0.011628
511;30.7519;0.000000;0.779535;2.078876;0.430402;-0.115576;-3.105872;0.012055
512;30.8119;0.000000;0.779533;2.078851;0.430331;-0.118374;-3.105527;0.012578
513;30.8719;0.000000;0.779530;2.078816;0.430261;-0.121169;-3.105181;0.013132
514;30.9319;0.000000;0.779529;2.078791;0.430196;-0.123936;-3.104895;0.013560
515;30.9939;0.000000;0.779527;2.078757;0.430120;-0.126715;-3.104582;0.014083
516;31.054;0.000000;0.779526;2.078731;0.430031;-0.129480;-3.104292;0.014544
517;31.1139;0.000000;0.779524;2.078697;0.429954;-0.132243;-3.103999;0.015004
518;31.1739;0.000000;0.779522;2.078654;0.429896;-0.135058;-3.103740;0.015401
519;31.2339;0.000000;0.779521;2.078628;0.429844;-0.137875;-3.103478;0.015831
520;31.2939;0.000000;0.779519;2.078594;0.429792;-0.140691;-3.103214;0.016261
521;31.3539;0.000000;0.779518;2.078560;0.429722;-0.143438;-3.102951;0.016690
522;31.4139;0.000000;0.779522;2.078543;0.429640;-0.146171;-3.102686;0.017121
523;31.4739;0.000000;0.779521;2.078517;0.429581;-0.148958;-3.102478;0.017424
524;31.5339;0.000000;0.779523;2.078474;0.429534;-0.151772;-3.102230;0.017853
525;31.5939;0.000000;0.779530;2.078440;0.429482;-0.154574;-3.102017;0.018156
526;31.6538;0.000000;0.779533;2.078414;0.429419;-0.157341;-3.101779;0.018492
527;31.7138;0.000000;0.779549;2.078371;0.429369;-0.160142;-3.101573;0.018826
528;31.7739;0.000000;0.779601;2.078335;0.429318;-0.162899;-3.101359;0.019732
529;31.8339;0.000000;0.779654;2.078308;0.429241;-0.165646;-3.101173;0.021306
530;31.8939;0.000000;0.779695;2.078289;0.429209;-0.180927;-3.100379;0.022279
531;31.9539;0.000000;0.779712;2.078289;0.429203;-0.200230;-3.099281;0.022689
532;32.0139;0.000000;0.779728;2.078288;0.429203;-0.219343;-3.098076;0.023032
533;32.0738;0.000000;0.779736;2.078288;0.429201;-0.238194;-3.096760;0.023402
534;32.1338;0.000000;0.779749;2.078287;0.429201;-0.257258;-3.095326;0.023742
535;32.1938;0.000000;0.779757;2.078287;0.429202;-0.275876;-3.093813;0.024074
536;32.2538;0.000000;0.779761;2.078287;0.429202;-0.294351;-3.092200;0.024371
537;32.3138;0.000000;0.779769;2.078287;0.429202;-0.313119;-3.090449;0.024704
538;32.3738;0.000000;0.779773;2.078287;0.429202;-0.331827;-3.088590;0.025004
539;32.4338;0.000000;0.779778;2.078286;0.429202;-0.350389;-3.086635;0.025332
540;32.4938;0.000000;0.779782;2.078286;0.429202;-0.368839;-3.084579;0.025626
541;32.5538;0.000000;0.779786;2.078286;0.429202;-0.387445;-3.082395;0.025954
542;32.6138;0.000000;0.779790;2.078286;0.429202;-0.405988;-3.080107;0.026279
543;32.6738;0.000000;0.779790;2.078286;0.429202;-0.424484;-3.077713;0.026604
544;32.7338;0.000000;0.779794;2.078286;0.429202;-0.442949;-3.075211;0.026927
545;32.7938;0.000000;0.779794;2.078286;0.429202;-0.461366;-3.072605;0.027248
546;32.8539;0.000000;0.779798;2.078286;0.429202;-0.479785;-3.069887;0.027569
547;32.9139;0.000000;0.779798;2.078286;0.429208;-0.498188;-3.067057;0.027858
548;32.9738;0.000000;0.779798;2.078286;0.429208;-0.516691;-3.064102;0.028179
549;33.0338;0.000000;0.779798;2.078286;0.429208;-0.534977;-3.061070;0.028495
550;33.0938;0.000000;0.779802;2.078286;0.429208;-0.553379;-3.057906;0.028813
551;33.1538;0.000000;0.779802;2.078286;0.429208;-0.571812;-3.054624;0.029131
552;33.2139;0.000000;0.779802;2.078294;0.429208;-0.590277;-3.051220;0.029418
553;33.2738;0.000000;0.779802;2.078294;0.429208;-0.608521;-3.047744;0.029699
554;33.3339;0.000000;0.779802;2.078294;0.429208;-0.626811;-3.044146;0.029981
555;33.3939;0.000000;0.779802;2.078294;0.429208;-0.645114;-3.040433;0.030263
556;33.4538;0.000000;0.779802;2.078294;0.429211;-0.663298;-3.036636;0.030476
557;33.5138;0.000000;0.779802;2.078294;0.429211;-0.681440;-3.032730;0.030753
558;33.5738;0.000000;0.779802;2.078294;0.429211;-0.699577;-3.028713;0.031030
559;33.6339;0.000000;0.779802;2.078294;0.429211;-0.717788;-3.024566;0.031308
560;33.6938;0.000000;0.779802;2.078294;0.429217;-0.735992;-3.020306;0.031584
561;33.7539;0.000000;0.779802;2.078294;0.429217;-0.754220;-3.015925;0.031861
562;33.8139;0.000000;0.779802;2.078294;0.429217;-0.772324;-3.011460;0.032135
563;33.8739;0.000000;0.779803;2.078303;0.429217;-0.790420;-3.006887;0.032439
564;33.9339;0.000000;0.779803;2.078303;0.429217;-0.808439;-3.002219;0.032741
565;33.9938;0.000000;0.779803;2.078303;0.429217;-0.826365;-2.997462;0.033041
566;34.0538;0.000000;0.779803;2.078303;0.429217;-0.844475;-2.992541;0.033344
567;34.1138;0.000000;0.779803;2.078303;0.429223;-0.862378;-2.987562;0.033642
568;34.1739;0.000000;0.779803;2.078303;0.429223;-0.880413;-2.982430;0.033941
569;34.2339;0.000000;0.779803;2.078303;0.429223;-0.898354;-2.977209;0.034239
570;34.2938;0.000000;0.779803;2.078303;0.429223;-0.916232;-2.971891;0.034534
571;34.354;0.000000;0.779803;2.078303;0.429223;-0.934030;-2.966482;0.034828
572;34.4139;0.000000;0.779803;2.078303;0.429223;-0.951812;-2.960962;0.035121
573;34.4739;0.000000;0.779803;2.078303;0.429223;-0.969611;-2.955322;0.035413
574;34.5339;0.000000;0.779803;2.078303;0.429223;-0.987377;-2.949575;0.035704
575;34.5939;0.000000;0.779803;2.078303;0.429223;-1.005205;-2.943690;0.035995
576;34.6539;0.000000;0.779802;2.078303;0.429229;-1.022854;-2.937748;0.036283
577;34.7138;0.000000;0.779802;2.078303;0.429229;-1.040421;-2.931717;0.036569
578;34.7739;0.000000;0.779803;2.078311;0.429229;-1.058002;-2.925566;0.036855
579;34.8339;0.000000;0.779803;2.078311;0.429229;-1.075640;-2.919276;0.037140
580;34.8938;0.000000;0.779803;2.078311;0.429229;-1.093147;-2.912915;0.037423
581;34.9538;0.000000;0.779803;2.078311;0.429229;-1.110680;-2.906427;0.037705
582;35.0139;0.000000;0.779803;2.078311;0.429229;-1.128206;-2.899822;0.037987
583;35.0738;0.000000;0.779803;2.078311;0.429235;-1.145677;-2.893119;0.038267
584;35.1338;0.000000;0.779803;2.078311;0.429235;-1.163078;-2.886323;0.038545
585;35.1938;0.000000;0.779803;2.078311;0.429235;-1.180313;-2.879475;0.038819
586;35.2538;0.000000;0.779803;2.078311;0.429237;-1.197604;-2.872490;0.039058
587;35.3138;0.000000;0.779803;2.078311;0.429237;-1.214868;-2.865391;0.039332
588;35.3739;0.000000;0.779803;2.078311;0.429237;-1.232090;-2.858190;0.039604
589;35.4339;0.000000;0.779803;2.078311;0.429237;-1.249332;-2.850860;0.039876
590;35.4939;0.000000;0.779803;2.078311;0.429243;-1.266531;-2.843426;0.040146
591;35.5538;0.000000;0.779803;2.078311;0.429243;-1.283671;-2.835897;0.040415
592;35.6139;0.000000;0.779803;2.078311;0.429243;-1.300704;-2.828293;0.040682
593;35.6738;0.000000;0.779803;2.078311;0.429243;-1.317647;-2.820609;0.040946
594;35.7339;0.000000;0.779803;2.078311;0.429243;-1.334591;-2.812802;0.041210
595;35.7939;0.000000;0.779803;2.078311;0.429243;-1.351535;-2.804873;0.041473
596;35.8539;0.000000;0.779803;2.078311;0.429243;-1.368402;-2.796858;0.041734
597;35.9139;0.000000;0.779803;2.078311;0.429249;-1.385328;-2.788690;0.041995
598;35.9739;0.000000;0.779803;2.078311;0.429249;-1.402069;-2.780488;0.042252
599;36.0379;0.000000;0.779803;2.078311;0.429249;-1.418520;-2.772308;0.042505
600;36.0979;0.000000;0.779803;2.078311;0.429249;-1.435573;-2.763702;0.042766
601;36.158;0.000000;0.779803;2.078311;0.429249;-1.452032;-2.755271;0.043017
602;36.218;0.000000;0.779803;2.078311;0.429249;-1.468548;-2.746687;0.043268
603;36.278;0.000000;0.779803;2.078311;0.429249;-1.485147;-2.737934;0.043520
604;36.3379;0.000000;0.779803;2.078311;0.429249;-1.501710;-2.729074;0.043770
605;36.3979;0.000000;0.779803;2.078320;0.429249;-1.518103;-2.720179;0.044018
606;36.4579;0.000000;0.779803;2.078320;0.429249;-1.534472;-2.711170;0.044264
607;36.5179;0.000000;0.779803;2.078320;0.429249;-1.550729;-2.702097;0.044507
608;36.5779;0.000000;0.779803;2.078320;0.429249;-1.567021;-2.692876;0.044750
609;36.6379;0.000000;0.779803;2.078320;0.429249;-1.583200;-2.683593;0.044991
610;36.6979;0.000000;0.779803;2.078320;0.429249;-1.599412;-2.674161;0.045232
611;36.7579;0.000000;0.779803;2.078320;0.429249;-1.615597;-2.664615;0.045471
612;36.8179;0.000000;0.779803;2.078320;0.429249;-1.631610;-2.655041;0.045707
613;36.8779;0.000000;0.779803;2.078320;0.429249;-1.647596;-2.645355;0.045942
614;36.938;0.000000;0.779803;2.078320;0.429249;-1.663481;-2.635600;0.046175
615;36.9979;0.000000;0.779803;2.078320;0.429249;-1.679352;-2.625723;0.046406
616;37.058;0.000000;0.779803;2.078320;0.429249;-1.695094;-2.615796;0.046635
617;37.1179;0.000000;0.779803;2.078320;0.429249;-1.710891;-2.605703;0.046864
618;37.178;0.000000;0.779803;2.078320;0.429249;-1.726657;-2.595497;0.047092
619;37.2379;0.000000;0.779803;2.078320;0.429249;-1.742312;-2.585242;0.047345
620;37.2979;0.000000;0.779803;2.078320;0.429251;-1.757915;-2.574874;0.047531
621;37.3579;0.000000;0.779803;2.078320;0.429251;-1.773344;-2.564490;0.047752
622;37.418;0.000000;0.779803;2.078320;0.429251;-1.788852;-2.553918;0.047972
623;37.4779;0.000000;0.779803;2.078320;0.429251;-1.804131;-2.543369;0.048189
624;37.5379;0.000000;0.779803;2.078320;0.429251;-1.819500;-2.532622;0.048406
625;37.5979;0.000000;0.779803;2.078320;0.429251;-1.834834;-2.521763;0.048622
626;37.6579;0.000000;0.779803;2.078320;0.429251;-1.850117;-2.510802;0.048836
627;37.7179;0.000000;0.779803;2.078320;0.429251;-1.865129;-2.499899;0.049046
628;37.778;0.000000;0.779803;2.078320;0.429251;-1.880215;-2.488806;0.049256
629;37.8379;0.000000;0.779803;2.078320;0.429251;-1.895329;-2.477552;0.049466
630;37.8979;0.000000;0.779803;2.078320;0.429251;-1.910188;-2.466349;0.049671
631;37.9579;0.000000;0.779803;2.078320;0.429251;-1.925021;-2.455028;0.049875
632;38.0179;0.000000;0.779803;2.078320;0.429251;-1.939908;-2.443524;0.050078
633;38.0779;0.000000;0.779803;2.078320;0.429251;-1.954740;-2.431920;0.050281
634;38.1379;0.000000;0.779803;2.078320;0.429251;-1.969331;-2.420364;0.050479
635;38.1979;0.000000;0.779803;2.078320;0.429251;-1.983960;-2.408635;0.050677
636;38.2579;0.000000;0.779803;2.078320;0.429251;-1.998519;-2.396819;0.050873
637;38.3219;0.000000;0.779803;2.078320;0.429251;-2.012747;-2.385132;0.051063
