message_number;message_time_s;Ellipse_factor;X;Y;Z;alfa;beta;gamma
638;38.3818;0.000000;0.779803;2.078320;0.429251;-2.027441;-2.372914;0.051259
639;38.4458;0.000000;0.779803;2.078320;0.429251;-2.041555;-2.361035;0.051447
640;38.5058;0.000000;0.779803;2.078320;0.429251;-2.056104;-2.348641;0.051639
641;38.5658;0.000000;0.779803;2.078320;0.429251;-2.070116;-2.336558;0.051823
642;38.6258;0.000000;0.779803;2.078320;0.429251;-2.084185;-2.324280;0.052008
643;38.6859;0.000000;0.779803;2.078320;0.429251;-2.098232;-2.311873;0.052191
644;38.7459;0.000000;0.779803;2.078320;0.429251;-2.112282;-2.299314;0.052373
645;38.8058;0.000000;0.779803;2.078320;0.429251;-2.126107;-2.286807;0.052551
646;38.8659;0.000000;0.779803;2.078320;0.429251;-2.140020;-2.274067;0.052730
647;38.9258;0.000000;0.779803;2.078320;0.429251;-2.153733;-2.261360;0.052905
648;38.9859;0.000000;0.779803;2.078320;0.429251;-2.167384;-2.248558;0.053079
649;39.0459;0.000000;0.779803;2.078320;0.429251;-2.180897;-2.235733;0.053250
650;39.1059;0.000000;0.779803;2.078320;0.429251;-2.194506;-2.222662;0.053421
651;39.1659;0.000000;0.779803;2.078320;0.429251;-2.197765;-2.219509;0.053461
652;39.2259;0.000000;0.779803;2.078320;0.429251;-2.197802;-2.219473;0.053462
653;39.2859;0.000000;0.779803;2.078320;0.429251;-2.197790;-2.219485;0.053462
654;39.3458;0.000000;0.779803;2.078320;0.429251;-2.197753;-2.219521;0.053461
655;39.4059;0.000000;0.779803;2.078320;0.429251;-2.197753;-2.219521;0.053461
656;39.4659;0.000000;0.779803;2.078320;0.429251;-2.197753;-2.219521;0.053461
657;39.5259;0.000000;0.779803;2.078320;0.429251;-2.197790;-2.219485;0.053462
658;39.5859;0.000000;0.779803;2.078320;0.429251;-2.197802;-2.219473;0.053462
659;39.6459;0.000000;0.779803;2.078320;0.429251;-2.197948;-2.219332;0.053464
660;39.7059;0.000000;0.779803;2.078320;0.429251;-2.198241;-2.219048;0.053467
661;39.7659;0.000000;0.779803;2.078320;0.429251;-2.198534;-2.218764;0.053471
662;39.8258;0.000000;0.779803;2.078320;0.429251;-2.198814;-2.218492;0.053475
663;39.8858;0.000000;0.779803;2.078320;0.429251;-2.199091;-2.218242;0.053502
664;39.9458;0.000000;0.779803;2.078320;0.429251;-2.199384;-2.217958;0.053505
665;40.0059;0.000000;0.779803;2.078320;0.429251;-2.199689;-2.217662;0.053509
666;40.0659;0.000000;0.779803;2.078320;0.429251;-2.199969;-2.217390;0.053513
667;40.1259;0.000000;0.779803;2.078320;0.429251;-2.200237;-2.217130;0.053516
668;40.1859;0.000000;0.779803;2.078320;0.429251;-2.200505;-2.216870;0.053519
669;40.2459;0.000000;0.779803;2.078320;0.429249;-2.200764;-2.216625;0.053559
670;40.3059;0.000000;0.779803;2.078320;0.429249;-2.201032;-2.216364;0.053562
671;40.3659;0.000000;0.779803;2.078320;0.429249;-2.201287;-2.216116;0.053566
672;40.4259;0.000000;0.779803;2.078320;0.429249;-2.201580;-2.215831;0.053569
673;40.4859;0.000000;0.779803;2.078320;0.429249;-2.201860;-2.215559;0.053573
674;40.5458;0.000000;0.779803;2.078320;0.429249;-2.202140;-2.215287;0.053576
675;40.6059;0.000000;0.779803;2.078320;0.429249;-2.202383;-2.215050;0.053579
676;40.6658;0.000000;0.779803;2.078320;0.429249;-2.202639;-2.214801;0.053582
677;40.7258;0.000000;0.779803;2.078320;0.429249;-2.202870;-2.214576;0.053585
678;40.7858;0.000000;0.779803;2.078320;0.429249;-2.203138;-2.214315;0.053589
679;40.8458;0.000000;0.779803;2.078320;0.429249;-2.203430;-2.214031;0.053592
680;40.9058;0.000000;0.779803;2.078320;0.429249;-2.203673;-2.213794;0.053595
681;40.9658;0.000000;0.779803;2.078320;0.429249;-2.203880;-2.213592;0.053598
682;41.0258;0.000000;0.779803;2.078311;0.429249;-2.204159;-2.213320;0.053601
683;41.0858;0.000000;0.779803;2.078320;0.429249;-2.204403;-2.213083;0.053604
684;41.1458;0.000000;0.779803;2.078320;0.429249;-2.204622;-2.212869;0.053607
685;41.2058;0.000000;0.779803;2.078311;0.429249;-2.204901;-2.212597;0.053610
686;41.2658;0.000000;0.779803;2.078320;0.429249;-2.205157;-2.212347;0.053614
687;41.3258;0.000000;0.779803;2.078320;0.429249;-2.205413;-2.212098;0.053617
688;41.3858;0.000000;0.779803;2.078311;0.429249;-2.205667;-2.211850;0.053620
689;41.4458;0.000000;0.779803;2.078320;0.429249;-2.205875;-2.211648;0.053623
690;41.5058;0.000000;0.779803;2.078320;0.429249;-2.206118;-2.211410;0.053626
691;41.5718;0.000000;0.779803;2.078320;0.429249;-2.206312;-2.211220;0.053628
692;41.6319;0.000000;0.779803;2.078320;0.429249;-2.206580;-2.210959;0.053632
693;41.6919;0.000000;0.779803;2.078311;0.429249;-2.206809;-2.210735;0.053634
694;41.7519;0.000000;0.779803;2.078320;0.429249;-2.207053;-2.210496;0.053638
695;41.8119;0.000000;0.779803;2.078320;0.429249;-2.207272;-2.210283;0.053640
696;41.8719;0.000000;0.779803;2.078311;0.429249;-2.207526;-2.210034;0.053643
697;41.9319;0.000000;0.779803;2.078320;0.429249;-2.207746;-2.209820;0.053646
698;41.9918;0.000000;0.779803;2.078320;0.429249;-2.207964;-2.209606;0.053649
699;42.0518;0.000000;0.779803;2.078311;0.429249;-2.208206;-2.209369;0.053651
700;42.1119;0.000000;0.779803;2.078320;0.429249;-2.208438;-2.209143;0.053655
701;42.1718;0.000000;0.779803;2.078320;0.429249;-2.208632;-2.208953;0.053657
702;42.2319;0.000000;0.779803;2.078311;0.429249;-2.208874;-2.208716;0.053660
703;42.2978;0.000000;0.779803;2.078320;0.429249;-2.209057;-2.208537;0.053662
704;42.3578;0.000000;0.779803;2.078311;0.429249;-2.209299;-2.208300;0.053665
705;42.4178;0.000000;0.779803;2.078320;0.429249;-2.209518;-2.208085;0.053668
706;42.4778;0.000000;0.779803;2.078320;0.429249;-2.209713;-2.207895;0.053671
707;42.5398;0.000000;0.779803;2.078311;0.429249;-2.209966;-2.207646;0.053673
708;42.5998;0.000000;0.779803;2.078320;0.429249;-2.210174;-2.207444;0.053676
709;42.6598;0.000000;0.779803;2.078311;0.429249;-2.210379;-2.207242;0.053678
710;42.7198;0.000000;0.779803;2.078311;0.429249;-2.210573;-2.207052;0.053681
711;42.7799;0.000000;0.779803;2.078320;0.429249;-2.210780;-2.206849;0.053684
712;42.8398;0.000000;0.779803;2.078311;0.429249;-2.210973;-2.206660;0.053686
713;42.8999;0.000000;0.779803;2.078311;0.429249;-2.211203;-2.206434;0.053689
714;42.9598;0.000000;0.779803;2.078320;0.429249;-2.211411;-2.206231;0.053692
715;43.0199;0.000000;0.779803;2.078311;0.429249;-2.211616;-2.206029;0.053694
716;43.0799;0.000000;0.779803;2.078311;0.429249;-2.211858;-2.205791;0.053697
717;43.1399;0.000000;0.779803;2.078320;0.429249;-2.212017;-2.205636;0.053699
718;43.1999;0.000000;0.779803;2.078311;0.429249;-2.212210;-2.205446;0.053701
719;43.2599;0.000000;0.779803;2.078311;0.429249;-2.212392;-2.205268;0.053704
720;43.3199;0.000000;0.779803;2.078320;0.429249;-2.212563;-2.205100;0.053706
721;43.3799;0.000000;0.779803;2.078311;0.429249;-2.212755;-2.204911;0.053708
722;43.4399;0.000000;0.779803;2.078311;0.429249;-2.213010;-2.204661;0.053711
723;43.4999;0.000000;0.779803;2.078320;0.429249;-2.213229;-2.204446;0.053714
724;43.5599;0.000000;0.779803;2.078311;0.429249;-2.213422;-2.204256;0.053716
725;43.6199;0.000000;0.779803;2.078311;0.429249;-2.213591;-2.204089;0.053718
726;43.6799;0.000000;0.779803;2.078320;0.429249;-2.213750;-2.203934;0.053721
727;43.7399;0.000000;0.779803;2.078311;0.429251;-2.213916;-2.203764;0.053686
728;43.7999;0.000000;0.779803;2.078311;0.429251;-2.214134;-2.203550;0.053689
729;43.8599;0.000000;0.779803;2.078320;0.429251;-2.214317;-2.203371;0.053691
730;43.9199;0.000000;0.779803;2.078311;0.429251;-2.214509;-2.203181;0.053693
731;43.9799;0.000000;0.779803;2.078311;0.429251;-2.214715;-2.202978;0.053696
732;44.0399;0.000000;0.779803;2.078320;0.429251;-2.214922;-2.202775;0.053699
733;44.0999;0.000000;0.779803;2.078311;0.429251;-2.215115;-2.202585;0.053701
734;44.1599;0.000000;0.779803;2.078311;0.429251;-2.215296;-2.202406;0.053703
735;44.2219;0.000000;0.779803;2.078320;0.429251;-2.215431;-2.202275;0.053705
736;44.2819;0.000000;0.779803;2.078311;0.429251;-2.215623;-2.202085;0.053707
737;44.3419;0.000000;0.779803;2.078311;0.429251;-2.215768;-2.201942;0.053709
738;44.4018;0.000000;0.779803;2.078320;0.429251;-2.215939;-2.201774;0.053712
739;44.4619;0.000000;0.779803;2.078311;0.429251;-2.216144;-2.201572;0.053714
740;44.5219;0.000000;0.779803;2.078311;0.429251;-2.216374;-2.201346;0.053717
741;44.5819;0.000000;0.779803;2.078320;0.429251;-2.216569;-2.201154;0.053719
742;44.6419;0.000000;0.779803;2.078311;0.429251;-2.216749;-2.200976;0.053721
743;44.7019;0.000000;0.779803;2.078311;0.429251;-2.216906;-2.200821;0.053723
744;44.7619;0.000000;0.779803;2.078320;0.429251;-2.217052;-2.200677;0.053725
745;44.8219;0.000000;0.779803;2.078311;0.429251;-2.217220;-2.200511;0.053727
746;44.8819;0.000000;0.779803;2.078311;0.429251;-2.217378;-2.200356;0.053729
747;44.942;0.000000;0.779803;2.078320;0.429251;-2.217488;-2.200248;0.053731
748;45.0019;0.000000;0.779803;2.078311;0.429251;-2.217668;-2.200070;0.053733
749;45.0619;0.000000;0.779803;2.078311;0.429251;-2.217837;-2.199903;0.053735
750;45.1219;0.000000;0.779803;2.078320;0.429251;-2.218008;-2.199735;0.053737
751;45.1818;0.000000;0.779803;2.078311;0.429251;-2.218200;-2.199545;0.053739
752;45.2418;0.000000;0.779803;2.078311;0.429251;-2.218393;-2.199354;0.053742
753;45.3019;0.000000;0.779803;2.078320;0.429251;-2.218528;-2.199222;0.053744
754;45.3619;0.000000;0.779803;2.078311;0.429251;-2.218708;-2.199043;0.053746
755;45.4219;0.000000;0.779803;2.078311;0.429251;-2.218865;-2.198888;0.053747
756;45.4819;0.000000;0.779803;2.078320;0.429251;-2.219023;-2.198732;0.053750
757;45.5418;0.000000;0.779803;2.078311;0.429251;-2.219191;-2.198566;0.053752
758;45.6018;0.000000;0.779803;2.078311;0.429251;-2.219360;-2.198399;0.053754
759;45.6619;0.000000;0.779803;2.078320;0.429251;-2.219459;-2.198303;0.053755
760;45.7219;0.000000;0.779803;2.078311;0.429251;-2.219614;-2.198148;0.053757
761;45.7899;0.000000;0.779803;2.078320;0.429251;-2.219724;-2.198040;0.053759
762;45.8561;0.000000;0.779803;2.078320;0.429251;-2.826036;3.103092;-1.245281;
763;45.9081;0.000000;0.779803;2.078311;0.429251;-2.826049;3.103092;-1.245252;
764;45.9681;0.000000;0.779823;2.078815;0.429245;-2.825261;3.103089;-1.244289;
765;46.028;0.000000;0.780259;2.080614;0.429229;-2.822538;3.103067;-1.241661;
766;46.0881;0.000000;0.781263;2.083666;0.429071;-2.817732;3.103047;-1.237203;
767;46.148;0.000000;0.782351;2.087048;0.428660;-2.812921;3.103033;-1.232606;
768;46.2081;0.000000;0.783310;2.090071;0.428329;-2.808187;3.103014;-1.227703;
769;46.268;0.000000;0.784241;2.093110;0.428036;-2.806042;3.103018;-1.225505;
770;46.328;0.000000;0.785159;2.096043;0.427796;-2.830224;3.103374;-1.249596;
771;46.388;0.000000;0.786018;2.098872;0.427507;-2.833725;3.103354;-1.253043;
772;46.448;0.000000;0.786832;2.101662;0.427275;-2.834840;3.103289;-1.254134;
773;46.5081;0.000000;0.787680;2.104484;0.427058;-2.832874;3.103251;-1.252284;
774;46.568;0.000000;0.788481;2.107122;0.426878;-2.827849;3.103146;-1.247180;
775;46.6281;0.000000;0.789253;2.109643;0.426749;-2.824846;3.103091;-1.244142;
776;46.6905;0.000000;0.790085;2.112178;0.426599;-2.823150;3.103077;-1.242399;
777;46.7482;0.000000;0.790864;2.114665;0.426457;-2.824668;3.103089;-1.243916;
778;46.8081;0.000000;0.791575;2.117009;0.426377;-2.827844;3.103131;-1.247031;
779;46.8681;0.000000;0.792285;2.119340;0.426306;-2.827085;3.103113;-1.246291;
780;46.9345;0.000000;0.792970;2.121553;0.426238;-2.827342;3.103130;-1.246557;
781;46.9881;0.000000;0.793626;2.123682;0.426134;-2.825378;3.103094;-1.244582;
782;47.0545;0.000000;0.794316;2.125754;0.426086;-2.823415;3.103070;-1.242592;
783;47.1142;0.000000;0.794916;2.127689;0.426056;-2.823189;3.103064;-1.242255;
784;47.1746;0.000000;0.795589;2.129750;0.426025;-2.825738;3.103105;-1.244896;
785;47.2342;0.000000;0.796238;2.131727;0.426004;-2.825461;3.103099;-1.244656;
786;47.2956;0.000000;0.796852;2.133636;0.425982;-2.826822;3.103110;-1.246028;
787;47.3541;0.000000;0.797475;2.135531;0.425967;-2.827612;3.103127;-1.246853;
788;47.4141;0.000000;0.798073;2.137305;0.425944;-2.827657;3.103121;-1.246882;
789;47.4741;0.000000;0.798618;2.139098;0.425923;-2.827588;3.103127;-1.246839;
790;47.5341;0.000000;0.799180;2.140780;0.425905;-2.826246;3.103105;-1.245471;
791;47.5941;0.000000;0.799705;2.142385;0.425901;-2.826472;3.103111;-1.245666;
792;47.6553;0.000000;0.800227;2.143956;0.425987;-2.826241;3.103112;-1.245420;
793;47.7142;0.000000;0.800727;2.145476;0.426167;-2.824640;3.103085;-1.243822;
794;47.7741;0.000000;0.801221;2.146998;0.426242;-2.824915;3.103104;-1.244098;
795;47.8342;0.000000;0.801722;2.148496;0.426378;-2.824889;3.103093;-1.244055;
796;47.8941;0.000000;0.802175;2.149922;0.426481;-2.824886;3.103095;-1.244063;
797;47.9557;0.000000;0.802625;2.151280;0.426548;-2.824477;3.103091;-1.243652;
798;48.0141;0.000000;0.803085;2.152641;0.426588;-2.825177;3.103086;-1.244382;
799;48.0741;0.000000;0.803517;2.153948;0.426686;-2.827847;3.103126;-1.247075;
800;48.1341;0.000000;0.803949;2.155231;0.426806;-2.828588;3.103133;-1.247821;
801;48.1942;0.000000;0.804367;2.156496;0.426852;-2.826866;3.103102;-1.246109;
802;48.254;0.000000;0.804795;2.157728;0.426913;-2.826577;3.103111;-1.245821;
803;48.314;0.000000;0.805203;2.158881;0.427044;-2.826490;3.103108;-1.245744;
804;48.374;0.000000;0.805588;2.160052;0.427212;-2.827406;3.103115;-1.246633;
805;48.434;0.000000;0.805956;2.161161;0.427311;-2.828851;3.103139;-1.248016;
806;48.4941;0.000000;0.806320;2.162235;0.427351;-2.828965;3.103124;-1.248158;
807;48.554;0.000000;0.806683;2.163266;0.427413;-2.828472;3.103128;-1.247655;
808;48.614;0.000000;0.807015;2.164269;0.427560;-2.828019;3.103133;-1.247196;
809;48.674;0.000000;0.807380;2.165276;0.427691;-2.826614;3.103115;-1.245850;
810;48.734;0.000000;0.807723;2.166228;0.427737;-2.824853;3.103081;-1.244068;
811;48.794;0.000000;0.808029;2.167144;0.427861;-2.824019;3.103080;-1.243247;
812;48.854;0.000000;0.808347;2.167999;0.428002;-2.823793;3.103086;-1.242932;
813;48.9141;0.000000;0.808671;2.168900;0.428056;-2.823064;3.103074;-1.242252;
814;48.974;0.000000;0.808991;2.169757;0.428185;-2.823354;3.103084;-1.242593;
815;49.0341;0.000000;0.809253;2.170557;0.428308;-2.823801;3.103082;-1.243023;
816;49.094;0.000000;0.809534;2.171359;0.428406;-2.826312;3.103100;-1.245568;
817;49.1542;0.000000;0.809798;2.172116;0.428495;-2.829851;3.103140;-1.249058;
818;49.2141;0.000000;0.810065;2.172882;0.428545;-2.830354;3.103138;-1.249601;
819;49.274;0.000000;0.810367;2.173616;0.428611;-2.830393;3.103131;-1.249608;
820;49.334;0.000000;0.810573;2.174344;0.428721;-2.829324;3.103127;-1.248551;
821;49.394;0.000000;0.810847;2.175041;0.428836;-2.828383;3.103111;-1.247604;
822;49.454;0.000000;0.811109;2.175676;0.428931;-2.827461;3.103108;-1.246661;
823;49.514;0.000000;0.811309;2.176342;0.429032;-2.826043;3.103087;-1.245284;
824;49.574;0.000000;0.811540;2.176984;0.429152;-2.825108;3.103084;-1.244327;
825;49.6341;0.000000;0.811783;2.177574;0.429272;-2.824770;3.103085;-1.243961;
826;49.6941;0.000000;0.812028;2.178191;0.429355;-2.823875;3.103082;-1.243133;
827;49.754;0.000000;0.812222;2.178760;0.429459;-2.823563;3.103083;-1.242818;
828;49.814;0.000000;0.812440;2.179286;0.429559;-2.822877;3.103068;-1.242078;
829;49.874;0.000000;0.812640;2.179829;0.429657;-2.823637;3.103080;-1.242815;
830;49.9341;0.000000;0.812827;2.180380;0.429755;-2.825937;3.103105;-1.245165;
831;49.9941;0.000000;0.813033;2.180889;0.429847;-2.828825;3.103135;-1.248042;
832;50.054;0.000000;0.813237;2.181362;0.429972;-2.829770;3.103134;-1.248970;
833;50.116;0.000000;0.813385;2.181857;0.430085;-2.829566;3.103136;-1.248824;
834;50.176;0.000000;0.813575;2.182356;0.430189;-2.829362;3.103138;-1.248646;
835;50.236;0.000000;0.813767;2.182819;0.430298;-2.828694;3.103135;-1.247941;
836;50.296;0.000000;0.813929;2.183236;0.430438;-2.827646;3.103116;-1.246874;
837;50.356;0.000000;0.814081;2.183679;0.430503;-2.827005;3.103114;-1.246264;
838;50.416;0.000000;0.814269;2.184142;0.430577;-2.826337;3.103111;-1.245603;
839;50.476;0.000000;0.814424;2.184541;0.430683;-2.826280;3.103114;-1.245516;
840;50.5359;0.000000;0.814585;2.184886;0.430757;-2.825340;3.103095;-1.244553;
841;50.596;0.000000;0.814717;2.185256;0.430847;-2.824806;3.103093;-1.244036;
842;50.656;0.000000;0.814855;2.185654;0.430978;-2.824749;3.103095;-1.244036;
843;50.716;0.000000;0.815004;2.186017;0.431079;-2.824228;3.103093;-1.243500;
844;50.7759;0.000000;0.815146;2.186379;0.431144;-2.824224;3.103096;-1.243471;
845;50.836;0.000000;0.815288;2.186724;0.431267;-2.824320;3.103087;-1.243575;
846;50.8961;0.000000;0.815402;2.187048;0.431401;-2.824370;3.103089;-1.243635;
847;50.956;0.000000;0.815523;2.187355;0.431468;-2.824964;3.103097;-1.244220;
848;51.0161;0.000000;0.815646;2.187689;0.431534;-2.826037;3.103109;-1.245258;
849;51.0759;0.000000;0.815736;2.188020;0.431597;-2.827111;3.103121;-1.246351;
850;51.136;0.000000;0.815880;2.188303;0.431654;-2.827300;3.103112;-1.246566;
851;51.196;0.000000;0.816034;2.188568;0.431742;-2.827962;3.103119;-1.247234;
852;51.256;0.000000;0.816165;2.188841;0.431863;-2.828094;3.103122;-1.247327;
853;51.316;0.000000;0.816278;2.189139;0.431912;-2.828185;3.103125;-1.247409;
854;51.376;0.000000;0.816374;2.189408;0.431957;-2.827797;3.103124;-1.247005;
855;51.4359;0.000000;0.816461;2.189667;0.432002;-2.827942;3.103127;-1.247210;
856;51.4959;0.000000;0.816574;2.189912;0.432091;-2.827145;3.103109;-1.246466;
857;51.5559;0.000000;0.816701;2.190148;0.432152;-2.826811;3.103107;-1.246098;
858;51.616;0.000000;0.816786;2.190381;0.432239;-2.826996;3.103111;-1.246226;
859;51.676;0.000000;0.816865;2.190577;0.432358;-2.826715;3.103110;-1.245915;
860;51.736;0.000000;0.816942;2.190783;0.432542;-2.826421;3.103108;-1.245600;
861;51.796;0.000000;0.817009;2.190996;0.432571;-2.826114;3.103107;-1.245315;
862;51.856;0.000000;0.817113;2.191212;0.432597;-2.825807;3.103106;-1.245084;
863;51.9159;0.000000;0.817197;2.191427;0.432643;-2.826018;3.103109;-1.245328;
864;51.9759;0.000000;0.817302;2.191662;0.432717;-2.825684;3.103108;-1.245014;
865;52.036;0.000000;0.817402;2.191870;0.432771;-2.824941;3.103090;-1.244208;
866;52.096;0.000000;0.817484;2.192048;0.432847;-2.825206;3.103094;-1.244400;
867;52.1561;0.000000;0.817544;2.192225;0.432931;-2.824952;3.103093;-1.244161;
868;52.2161;0.000000;0.817632;2.192387;0.432977;-2.825244;3.103096;-1.244501;
869;52.2761;0.000000;0.817675;2.192544;0.433014;-2.825535;3.103100;-1.244776;
870;52.3361;0.000000;0.817723;2.192720;0.433093;-2.826318;3.103108;-1.245552;
871;52.3961;0.000000;0.817808;2.192899;0.433163;-2.826583;3.103111;-1.245831;
872;52.4561;0.000000;0.817884;2.193059;0.433215;-2.826875;3.103115;-1.246139;
873;52.5161;0.000000;0.817952;2.193201;0.433281;-2.827194;3.103119;-1.246444;
874;52.5761;0.000000;0.817997;2.193359;0.433360;-2.827486;3.103122;-1.246752;
875;52.6362;0.000000;0.818025;2.193524;0.433464;-2.827764;3.103126;-1.247057;
876;52.697;0.000000;0.818168;2.193673;0.433509;-2.827114;3.103108;-1.246360;
877;52.7561;0.000000;0.818251;2.193798;0.433543;-2.827459;3.103112;-1.246703;
878;52.8162;0.000000;0.818292;2.193928;0.433593;-2.827272;3.103111;-1.246536;
879;52.8761;0.000000;0.818341;2.194041;0.433666;-2.827112;3.103111;-1.246375;
880;52.9361;0.000000;0.818391;2.194163;0.433715;-2.826938;3.103110;-1.246178;
881;52.9961;0.000000;0.818452;2.194296;0.433757;-2.827270;3.103114;-1.246551;
882;53.0575;0.000000;0.818490;2.194399;0.433837;-2.827123;3.103113;-1.246383;
883;53.1161;0.000000;0.818532;2.194511;0.433917;-2.826963;3.103113;-1.246201;
884;53.176;0.000000;0.818591;2.194616;0.433965;-2.826816;3.103112;-1.246054;
885;53.236;0.000000;0.818663;2.194722;0.434024;-2.826669;3.103112;-1.245908;
886;53.2961;0.000000;0.818719;2.194854;0.434096;-2.826481;3.103111;-1.245740;
887;53.3562;0.000000;0.818766;2.194967;0.434122;-2.826321;3.103110;-1.245579;
888;53.4161;0.000000;0.818805;2.195061;0.434172;-2.826187;3.103110;-1.245382;
889;53.4761;0.000000;0.818831;2.195154;0.434265;-2.826054;3.103109;-1.245261;
890;53.536;0.000000;0.818870;2.195248;0.434342;-2.825470;3.103092;-1.244701;
891;53.5962;0.000000;0.818913;2.195352;0.434392;-2.825323;3.103092;-1.244565;
892;53.6661;0.000000;0.818979;2.195467;0.434451;-2.825682;3.103095;-1.244945;
893;53.718;0.949741;0.818988;2.195504;0.434462;-2.825628;3.103095;-1.244888;
894;53.7781;0.944312;0.819025;2.195128;0.434465;-2.826640;3.103114;-1.245612;
895;53.838;0.944312;0.819157;2.193780;0.434478;-2.830985;3.103191;-1.249651;
896;53.898;0.939768;0.819303;2.192027;0.434569;-2.855298;3.103860;-1.273890;
897;53.958;0.937494;0.819367;2.190420;0.434694;-2.906466;3.104784;-1.325134;
898;54.018;0.941010;0.819285;2.188854;0.434808;-2.954996;3.105548;-1.373730;
899;54.078;0.943564;0.819143;2.187319;0.434903;-3.017586;3.106185;-1.436429;
900;54.138;0.947012;0.819060;2.185817;0.434851;-3.083173;3.106539;-1.502002;
901;54.198;0.943222;0.818993;2.184335;0.434723;3.125175;3.106742;-1.576853;
902;54.2665;0.943222;0.818929;2.182854;0.434671;3.047049;3.106728;-1.654969;
903;54.3221;0.944399;0.818876;2.181402;0.434615;2.979032;3.106520;-1.722979;
904;54.382;0.944399;0.818850;2.179935;0.434584;2.902082;3.106057;-1.799909;
905;54.4421;0.942461;0.818838;2.178486;0.434542;2.827627;3.105387;-1.874342;
906;54.5106;0.942837;0.818828;2.177084;0.434509;2.756883;3.104531;-1.945104;
907;54.5621;0.942603;0.818806;2.175636;0.434492;2.682501;3.103434;-2.019364;
908;54.622;0.942603;0.818783;2.174233;0.434503;2.611838;3.102083;-2.090041;
909;54.6823;0.940770;0.818752;2.172794;0.434465;2.546143;3.100514;-2.155679;
910;54.7421;0.940770;0.818746;2.171385;0.434377;2.491374;3.098964;-2.210391;
911;54.8027;0.940770;0.818713;2.169973;0.434338;2.443456;3.097431;-2.258269;
912;54.8622;0.947538;0.818706;2.168556;0.434330;2.396764;3.095698;-2.304940;
913;54.922;0.947538;0.818697;2.167138;0.434300;2.352697;3.093799;-2.348909;
914;54.9822;0.945572;0.818685;2.165738;0.434235;2.313122;3.091854;-2.388408;
915;55.0468;0.946148;0.818667;2.164329;0.434182;2.278103;3.089957;-2.423386;
916;55.1021;0.946148;0.818608;2.162936;0.434129;2.244445;3.087947;-2.456980;
917;55.162;0.945836;0.818596;2.161555;0.434071;2.214470;3.085886;-2.486911;
918;55.2239;0.944417;0.818591;2.160175;0.434010;2.186362;3.083790;-2.514975;
919;55.2821;0.949307;0.818582;2.158813;0.433961;2.158586;3.081568;-2.542780;
920;55.342;0.943055;0.818580;2.157443;0.433928;2.133499;3.079374;-2.567824;
921;55.402;0.942344;0.818568;2.156090;0.433817;2.109014;3.077022;-2.592218;
922;55.462;0.944677;0.818555;2.154710;0.433702;2.086367;3.074560;-2.614796;
923;55.5221;0.940297;0.818541;2.153358;0.433639;2.066810;3.072269;-2.634330;
924;55.582;0.940982;0.818531;2.151997;0.433534;2.047453;3.069808;-2.653650;
925;55.642;0.951643;0.818489;2.150625;0.433460;2.029726;3.067311;-2.671362;
926;55.7021;0.949670;0.818465;2.149264;0.433417;2.011556;3.064644;-2.689461;
927;55.7621;0.945387;0.818459;2.147931;0.433338;1.996255;3.062234;-2.704736;
928;55.8221;0.948426;0.818440;2.146580;0.433209;1.983301;3.060002;-2.717634;
929;55.8821;0.948000;0.818434;2.145238;0.433136;1.970592;3.057641;-2.730328;
930;55.9421;0.948472;0.818426;2.143896;0.433054;1.958849;3.055389;-2.742025;
931;56.0021;0.947980;0.818416;2.142573;0.432910;1.947121;3.052885;-2.753669;
932;56.0621;0.948145;0.818395;2.141285;0.432763;1.936668;3.050590;-2.764145;
933;56.122;0.948145;0.818352;2.139951;0.432646;1.926041;3.048089;-2.774732;
934;56.182;0.946910;0.818368;2.138656;0.432554;1.915541;3.045464;-2.785229;
935;56.242;0.946124;0.818345;2.137341;0.432458;1.906492;3.043144;-2.794196;
936;56.302;0.946124;0.818271;2.136026;0.432324;1.896670;3.040447;-2.803930;
937;56.366;0.953426;0.818235;2.134756;0.432223;1.887557;3.037823;-2.813082;
938;56.426;0.946186;0.818240;2.133434;0.432113;1.878920;3.035250;-2.821633;
939;56.486;0.945704;0.818239;2.132130;0.431977;1.870496;3.032571;-2.829989;
940;56.546;0.944740;0.818223;2.130826;0.431878;1.862503;3.029927;-2.837915;
941;56.6061;0.950097;0.818201;2.129539;0.431733;1.855317;3.027390;-2.845088;
942;56.6659;0.950097;0.818189;2.128262;0.431552;1.848965;3.024769;-2.851396;
943;56.7261;0.941351;0.818174;2.126985;0.431383;1.844268;3.022566;-2.856075;
944;56.7861;0.943000;0.818162;2.125708;0.431267;1.839077;3.020170;-2.861213;
945;56.8461;0.942955;0.818152;2.124449;0.431105;1.834278;3.017934;-2.865961;
946;56.9061;0.946975;0.818140;2.123199;0.430935;1.828913;3.015444;-2.871269;
947;56.9661;0.944056;0.818118;2.121940;0.430811;1.823900;3.013114;-2.876253;
948;57.0261;0.945431;0.818090;2.120699;0.430664;1.819216;3.010778;-2.880946;
949;57.0861;0.943661;0.818069;2.119441;0.430479;1.813884;3.008126;-2.886253;
950;57.1461;0.949669;0.818050;2.118191;0.430320;1.809473;3.005701;-2.890574;
951;57.2061;0.944820;0.818038;2.116951;0.430163;1.805090;3.003278;-2.894865;
952;57.2661;0.947160;0.818023;2.115701;0.429984;1.800744;3.000708;-2.899193;
953;57.3261;0.948167;0.818008;2.114452;0.429800;1.796450;2.998160;-2.903426;
