message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
0;0;0.000000;0.783677;2.078820;0.187182;2.249034;2.177846;0.014901;
1;0.0519063;0.000000;0.783681;2.078820;0.187183;2.249022;2.177858;0.014901;
2;0.11198;0.000000;0.783795;2.079141;0.186847;2.248752;2.178135;0.014899;
3;0.171995;0.000000;0.784200;2.080595;0.185864;2.248603;2.178280;0.014862;
4;0.232001;0.000000;0.784746;2.083301;0.184445;2.248274;2.178618;0.014862;
5;0.292032;0.000000;0.785380;2.086113;0.182916;2.248179;2.178706;0.014826;
6;0.351999;0.000000;0.785951;2.088722;0.181461;2.248325;2.178557;0.014829;
7;0.412037;0.000000;0.786525;2.091273;0.179981;2.248463;2.178414;0.014832;
8;0.471987;0.000000;0.787075;2.093673;0.178543;2.248630;2.178242;0.014835;
9;0.531979;0.000000;0.787593;2.096025;0.177111;2.248744;2.178125;0.014837;
10;0.591956;0.000000;0.788148;2.098345;0.175726;2.248842;2.178024;0.014839;
11;0.651881;0.000000;0.788668;2.100616;0.174323;2.248922;2.177942;0.014841;
12;0.712036;0.000000;0.789183;2.102830;0.172956;2.248935;2.177927;0.014843;
13;0.771962;0.000000;0.789678;2.104986;0.171636;2.248977;2.177884;0.014845;
14;0.831937;0.000000;0.790161;2.107110;0.170334;2.249014;2.177845;0.014846;
15;0.891892;0.000000;0.790645;2.109202;0.169043;2.249060;2.177798;0.014848;
16;0.952003;0.000000;0.791122;2.111287;0.167776;2.249081;2.177776;0.014850;
17;1.01199;0.000000;0.791618;2.113297;0.166539;2.249092;2.177764;0.014851;
18;1.07399;0.000000;0.792042;2.115223;0.165349;2.249106;2.177750;0.014852;
19;1.13203;0.000000;0.792465;2.117116;0.164177;2.249055;2.177801;0.014853;
20;1.19295;0.000000;0.792888;2.118933;0.163053;2.249044;2.177813;0.014854;
21;1.25188;0.000000;0.793297;2.120752;0.161910;2.249044;2.177812;0.014855;
22;1.31195;0.000000;0.793748;2.122513;0.160802;2.249037;2.177819;0.014856;
23;1.37192;0.000000;0.794124;2.124205;0.159683;2.249069;2.177786;0.014858;
24;1.43188;0.000000;0.794515;2.125916;0.158569;2.249032;2.177823;0.014859;
25;1.49191;0.000000;0.794898;2.127611;0.157467;2.249064;2.177790;0.014860;
