message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
0;0;0.000000;0.783718;2.078812;0.187208;2.248951;2.177833;0.014871;
1;0.0516254;0.000000;0.783718;2.078812;0.187208;2.248951;2.177833;0.014871;
2;0.111601;0.000000;0.783733;2.079265;0.187172;2.248898;2.177887;0.014871;
3;0.171671;0.000000;0.783964;2.080879;0.186296;2.248708;2.178102;0.014894;
4;0.239956;0.000000;0.784823;2.083662;0.184731;2.248341;2.178477;0.014893;
5;0.293561;0.000000;0.785890;2.087181;0.182848;2.248300;2.178520;0.014895;
6;0.353559;0.000000;0.786955;2.090940;0.180891;2.248226;2.178594;0.014898;
7;0.413575;0.000000;0.787936;2.094391;0.178999;2.248412;2.178403;0.014902;
8;0.473573;0.000000;0.788880;2.097794;0.177173;2.248512;2.178309;0.014941;
9;0.533562;0.000000;0.789815;2.101088;0.175379;2.248749;2.178065;0.014945;
10;0.594641;0.000000;0.790716;2.104405;0.173613;2.248809;2.178003;0.014948;
11;0.653527;0.000000;0.791633;2.107635;0.171882;2.248906;2.177903;0.014951;
12;0.713562;0.000000;0.792548;2.110810;0.170186;2.248925;2.177884;0.014953;
13;0.773428;0.000000;0.793374;2.113854;0.168578;2.248951;2.177857;0.014956;
14;0.833581;0.000000;0.794196;2.116869;0.166992;2.248997;2.177809;0.014958;
15;0.893633;0.000000;0.795017;2.119889;0.165465;2.248947;2.177860;0.014960;
16;0.953708;0.000000;0.795830;2.122872;0.163936;2.248917;2.177891;0.014962;
17;1.01346;0.000000;0.796625;2.125704;0.162454;2.248998;2.177807;0.014965;
18;1.0735;0.000000;0.797383;2.128428;0.161030;2.249055;2.177749;0.014967;
19;1.13344;0.000000;0.798139;2.131148;0.159611;2.249051;2.177752;0.014969;
20;1.19352;0.000000;0.798851;2.133768;0.158228;2.249047;2.177756;0.014971;
21;1.25347;0.000000;0.799594;2.136401;0.156836;2.249044;2.177759;0.014972;
22;1.31349;0.000000;0.800327;2.139014;0.155448;2.248954;2.177851;0.014974;
23;1.37341;0.000000;0.801038;2.141525;0.154089;2.249007;2.177797;0.014976;
24;1.4335;0.000000;0.801744;2.143988;0.152783;2.249007;2.177797;0.014977;
25;1.49355;0.000000;0.802412;2.146323;0.151554;2.249050;2.177753;0.014979;
26;1.55372;0.000000;0.803057;2.148664;0.150334;2.249065;2.177726;0.014946;
27;1.61948;0.000000;0.803696;2.150892;0.149134;2.249167;2.177622;0.014948;
28;1.67949;0.000000;0.804324;2.153202;0.147973;2.248992;2.177801;0.014948;
29;1.73945;0.000000;0.804876;2.155327;0.146893;2.248986;2.177807;0.014950;
30;1.79961;0.000000;0.805461;2.157413;0.145798;2.248963;2.177830;0.014951;
31;1.85964;0.000000;0.806058;2.159423;0.144749;2.249003;2.177790;0.014953;
32;1.9195;0.000000;0.806618;2.161382;0.143748;2.249024;2.177768;0.014954;
33;1.97943;0.000000;0.807168;2.163291;0.142765;2.249051;2.177740;0.014956;
34;2.0395;0.000000;0.807717;2.165167;0.141811;2.249014;2.177777;0.014957;
35;2.09948;0.000000;0.808238;2.166982;0.140899;2.249006;2.177785;0.014958;
36;2.15952;0.000000;0.808738;2.168719;0.140028;2.249025;2.177766;0.014959;
37;2.21947;0.000000;0.809231;2.170466;0.139127;2.248973;2.177819;0.014960;
38;2.27951;0.000000;0.809719;2.172145;0.138280;2.248949;2.177844;0.014961;
39;2.33944;0.000000;0.810180;2.173815;0.137439;2.248935;2.177858;0.014962;
40;2.39955;0.000000;0.810635;2.175389;0.136585;2.248958;2.177834;0.014963;
