message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
42;2.52196;0.000000;0.667412;2.086636;0.219990;1.310470;-1.220929;0.100071
43;2.58195;0.000000;0.667472;2.087449;0.220804;1.309343;-1.222250;0.101243
44;2.6419;0.000000;0.667509;2.088210;0.221685;1.308278;-1.223382;0.102669
45;2.7019;0.000000;0.667512;2.088929;0.222514;1.307222;-1.224516;0.104040
46;2.76193;0.000000;0.667496;2.089581;0.223380;1.306129;-1.225677;0.105348
47;2.8219;0.000000;0.667482;2.090225;0.224268;1.305005;-1.226978;0.106550
48;2.88198;0.000000;0.667471;2.090788;0.225152;1.303930;-1.228157;0.107883
49;2.94195;0.000000;0.667451;2.091336;0.226052;1.302854;-1.229309;0.109136
50;3.00195;0.000000;0.667446;2.091833;0.226935;1.301784;-1.230517;0.110427
51;3.062;0.000000;0.667443;2.092255;0.227861;1.300642;-1.231837;0.111627
52;3.12197;0.000000;0.667428;2.092678;0.228761;1.299594;-1.232924;0.113012
53;3.18197;0.000000;0.667395;2.093071;0.229671;1.298507;-1.234138;0.114270
54;3.24198;0.000000;0.667202;2.093400;0.230580;1.297436;-1.235319;0.115616
55;3.30199;0.000000;0.666908;2.093709;0.231486;1.296361;-1.236455;0.116884
56;3.36198;0.000000;0.666699;2.093979;0.232367;1.295242;-1.237732;0.118086
57;3.42197;0.000000;0.666515;2.094234;0.233269;1.294151;-1.238907;0.119322
58;3.48196;0.000000;0.666329;2.094452;0.234133;1.293050;-1.240113;0.120610
59;3.54199;0.000000;0.666134;2.094648;0.235004;1.292026;-1.241173;0.122084
60;3.60197;0.000000;0.665971;2.094806;0.235864;1.290958;-1.242301;0.123494
61;3.66197;0.000000;0.665793;2.094935;0.236713;1.289767;-1.243703;0.124520
62;3.72198;0.000000;0.665632;2.095034;0.237556;1.288607;-1.245023;0.125660
63;3.78198;0.000000;0.665436;2.095104;0.238364;1.287535;-1.246134;0.127043
64;3.842;0.000000;0.665215;2.095167;0.239214;1.286468;-1.247230;0.128429
65;3.90195;0.000000;0.665027;2.095207;0.240030;1.285399;-1.248375;0.129751
66;3.96196;0.000000;0.664825;2.095233;0.240828;1.284316;-1.249531;0.131059
67;4.02196;0.000000;0.664621;2.095237;0.241615;1.283228;-1.250702;0.132337
68;4.08197;0.000000;0.664411;2.095240;0.242378;1.282159;-1.251851;0.133592
69;4.14197;0.000000;0.664175;2.095245;0.243148;1.281075;-1.253013;0.134863
70;4.20198;0.000000;0.663963;2.095241;0.243893;1.279985;-1.254180;0.136126
71;4.26198;0.000000;0.663709;2.095216;0.244608;1.278895;-1.255345;0.137345
72;4.32199;0.000000;0.663465;2.095117;0.245353;1.277762;-1.256543;0.138493
73;4.38197;0.000000;0.663253;2.094981;0.246056;1.276602;-1.257765;0.139598
74;4.44196;0.000000;0.663021;2.094786;0.246730;1.275399;-1.259038;0.140646
75;4.50196;0.000000;0.662764;2.094592;0.247401;1.274191;-1.260373;0.141682
76;4.56197;0.000000;0.662564;2.094390;0.248035;1.273244;-1.261328;0.143552
77;4.62195;0.000000;0.662366;2.094188;0.248689;1.272300;-1.262213;0.145366
78;4.68195;0.000000;0.662139;2.093994;0.249282;1.271178;-1.263443;0.146693
79;4.74199;0.000000;0.661897;2.093793;0.249886;1.270005;-1.264802;0.147817
80;4.80199;0.000000;0.661665;2.093606;0.250463;1.268885;-1.265989;0.149093
81;4.86195;0.000000;0.661436;2.093405;0.251001;1.267748;-1.267249;0.150343
82;4.92197;0.000000;0.661205;2.093189;0.251561;1.266648;-1.268400;0.151621
83;4.98197;0.000000;0.661000;2.092981;0.252043;1.265574;-1.269502;0.153019
84;5.04197;0.000000;0.660780;2.092750;0.252566;1.264433;-1.270718;0.154211
85;5.10197;0.000000;0.660562;2.092513;0.253024;1.263325;-1.271863;0.155537
86;5.16198;0.000000;0.660337;2.092261;0.253481;1.262203;-1.273008;0.156840
87;5.22196;0.000000;0.660123;2.092031;0.253939;1.261073;-1.274206;0.158076
88;5.28195;0.000000;0.659928;2.091815;0.254349;1.259989;-1.275340;0.159398
89;5.34197;0.000000;0.659693;2.091571;0.254759;1.258918;-1.276394;0.160843
90;5.40193;0.000000;0.659492;2.091319;0.255169;1.257760;-1.277637;0.162021
91;5.46197;0.000000;0.659298;2.091067;0.255514;1.256649;-1.278790;0.163359
92;5.52195;0.000000;0.659098;2.090815;0.255854;1.255503;-1.280026;0.164589
93;5.58198;0.000000;0.658889;2.090556;0.256228;1.254363;-1.281233;0.165780
94;5.64198;0.000000;0.658695;2.090312;0.256561;1.253222;-1.282438;0.167061
95;5.70198;0.000000;0.658525;2.090067;0.256856;1.252139;-1.283501;0.168488
96;5.76193;0.000000;0.658586;2.089803;0.257549;1.253662;-1.297738;0.171933
97;5.82188;0.000000;0.658143;2.089631;0.257831;1.258980;-1.308654;0.177863
98;5.88193;0.000000;0.658677;2.089545;0.257882;1.263297;-1.320776;0.181578
99;5.94189;0.000000;0.659313;2.089516;0.257889;1.267335;-1.332951;0.185702
100;6.00189;0.000000;0.660210;2.089510;0.257889;1.270935;-1.345674;0.189061
101;6.0619;0.000000;0.661327;2.089638;0.257918;1.274423;-1.358287;0.192682
102;6.12191;0.000000;0.662624;2.090013;0.257928;1.278065;-1.370357;0.197021
103;6.18187;0.000000;0.664117;2.090466;0.257997;1.281272;-1.383235;0.200639
104;6.24191;0.000000;0.665710;2.090978;0.258089;1.284526;-1.395577;0.204664
105;6.30191;0.000000;0.667449;2.091526;0.258246;1.287505;-1.408493;0.208133
106;6.36191;0.000000;0.669287;2.092075;0.258467;1.290594;-1.420612;0.212347
107;6.42198;0.000000;0.671220;2.092640;0.258727;1.293273;-1.433538;0.215574
108;6.48198;0.000000;0.673221;2.093259;0.259056;1.295961;-1.446018;0.219436
109;6.54199;0.000000;0.675272;2.093852;0.259430;1.298355;-1.459007;0.222723
110;6.60199;0.000000;0.677398;2.094513;0.259885;1.300867;-1.471224;0.226810
111;6.66199;0.000000;0.679560;2.095141;0.260414;1.303031;-1.484253;0.230026
112;6.72196;0.000000;0.681660;2.095804;0.261005;1.305210;-1.496841;0.233447
113;6.78196;0.000000;0.683733;2.096463;0.261649;1.307205;-1.509776;0.236749
114;6.84194;0.000000;0.685766;2.097134;0.262383;1.309094;-1.522599;0.239966
115;6.90194;0.000000;0.687937;2.097799;0.263161;1.310964;-1.535033;0.243677
116;6.96198;0.000000;0.690355;2.098413;0.264019;1.312547;-1.548090;0.246666
117;7.02198;0.000000;0.692673;2.099085;0.264937;1.314162;-1.560778;0.250002
118;7.08213;0.000000;0.694915;2.099701;0.265947;1.315588;-1.573810;0.252919
119;7.14199;0.000000;0.697094;2.100306;0.266961;1.316992;-1.586494;0.256060
120;7.20201;0.000000;0.699278;2.100899;0.268082;1.318309;-1.599266;0.259258
121;7.26196;0.000000;0.701372;2.101441;0.269198;1.319478;-1.612046;0.262230
122;7.32195;0.000000;0.703441;2.101987;0.270403;1.320531;-1.625050;0.264918
123;7.38194;0.000000;0.705482;2.102513;0.271650;1.321565;-1.637819;0.267877
124;7.44197;0.000000;0.707414;2.102980;0.272942;1.322454;-1.650701;0.270521
125;7.50192;0.000000;0.709317;2.103457;0.274249;1.323271;-1.663637;0.273280
126;7.56199;0.000000;0.711301;2.103920;0.275583;1.324033;-1.676342;0.276196
127;7.6219;0.000000;0.713109;2.104331;0.276991;1.324667;-1.689235;0.278676
128;7.68187;0.000000;0.714865;2.104713;0.278425;1.325289;-1.702121;0.281097
129;7.74195;0.000000;0.716609;2.105097;0.279830;1.325961;-1.714647;0.283621
130;7.80192;0.000000;0.718343;2.105459;0.281330;1.326531;-1.727463;0.285835
131;7.86193;0.000000;0.719975;2.105783;0.282838;1.326866;-1.740232;0.288256
132;7.92198;0.000000;0.721566;2.106052;0.284367;1.326946;-1.753159;0.290810
133;7.98997;0.000000;0.723081;2.106315;0.285816;1.326949;-1.765770;0.293003
134;8.04995;0.000000;0.724725;2.106579;0.287403;1.326956;-1.779278;0.295235
135;8.10999;0.000000;0.726293;2.106844;0.288930;1.326953;-1.792009;0.297499
136;8.16992;0.000000;0.727701;2.107022;0.290457;1.326769;-1.804861;0.299693
137;8.22999;0.000000;0.729112;2.107224;0.292093;1.326578;-1.817959;0.301560
138;8.28992;0.000000;0.730502;2.107379;0.293842;1.326338;-1.830653;0.303748
139;8.34997;0.000000;0.731861;2.107519;0.295563;1.326028;-1.843438;0.305777
140;8.40994;0.000000;0.733177;2.107619;0.297325;1.325582;-1.856299;0.307726
141;8.46998;0.000000;0.734408;2.107710;0.299004;1.325119;-1.869090;0.309522
142;8.52998;0.000000;0.735662;2.107795;0.300697;1.324616;-1.882092;0.311074
143;8.58996;0.000000;0.736848;2.107846;0.302369;1.324018;-1.894865;0.312886
144;8.64991;0.000000;0.738017;2.107882;0.304077;1.323319;-1.907756;0.314423
145;8.70996;0.000000;0.739161;2.107910;0.305756;1.322609;-1.920706;0.315847
146;8.76989;0.000000;0.740259;2.107913;0.307443;1.321819;-1.933238;0.317614
147;8.82988;0.000000;0.741356;2.107916;0.309196;1.321001;-1.946063;0.319146
148;8.88989;0.000000;0.742373;2.107919;0.310860;1.320127;-1.958791;0.320600
149;8.94989;0.000000;0.743380;2.107922;0.312571;1.319225;-1.971680;0.321703
150;9.0099;0.000000;0.744364;2.107901;0.314254;1.318253;-1.984355;0.323060
151;9.06997;0.000000;0.745300;2.107838;0.315934;1.317185;-1.996973;0.324357
152;9.12992;0.000000;0.746233;2.107727;0.317671;1.316000;-2.009910;0.325271
153;9.18988;0.000000;0.747166;2.107565;0.319387;1.314725;-2.022645;0.326327
154;9.24995;0.000000;0.748032;2.107379;0.321078;1.313325;-2.035495;0.327346
155;9.33397;0.000000;0.748854;2.107184;0.322636;1.311888;-2.047940;0.327718
156;9.39397;0.000000;0.749705;2.106972;0.324402;1.310455;-2.060875;0.329135
157;9.45398;0.000000;0.750496;2.106801;0.326084;1.308906;-2.073629;0.329927
158;9.51398;0.000000;0.751274;2.106605;0.327726;1.307355;-2.086294;0.330830
159;9.57399;0.000000;0.752050;2.106400;0.329453;1.305723;-2.099236;0.331284
160;9.63399;0.000000;0.752789;2.106187;0.331079;1.304042;-2.111824;0.331966
161;9.69396;0.000000;0.753527;2.105998;0.332730;1.302326;-2.124483;0.332531
162;9.75397;0.000000;0.754247;2.105783;0.334366;1.300585;-2.137176;0.332869
163;9.81397;0.000000;0.754943;2.105560;0.335997;1.298799;-2.149918;0.333171
164;9.87398;0.000000;0.755621;2.105329;0.337656;1.296940;-2.162516;0.333608
165;9.93398;0.000000;0.756270;2.105064;0.339304;1.294973;-2.175161;0.333907
166;9.99399;0.000000;0.756904;2.104798;0.340883;1.292961;-2.187630;0.334327
167;10.054;0.000000;0.757518;2.104524;0.342493;1.290898;-2.200310;0.334302
168;10.114;0.000000;0.758117;2.104266;0.344052;1.288836;-2.212927;0.334243
169;10.174;0.000000;0.758702;2.104008;0.345672;1.286705;-2.225385;0.334449
170;10.234;0.000000;0.759273;2.103733;0.347319;1.284531;-2.238101;0.334207
171;10.302;0.000000;0.759816;2.103441;0.348801;1.282287;-2.250348;0.334061
172;10.362;0.000000;0.760383;2.103132;0.350413;1.280005;-2.263072;0.333922
173;10.422;0.000000;0.760906;2.102822;0.352018;1.277679;-2.275832;0.333191
174;10.482;0.000000;0.761407;2.102520;0.353556;1.275249;-2.288076;0.333249
175;10.5419;0.000000;0.761899;2.102235;0.355115;1.272890;-2.300557;0.332815
176;10.602;0.000000;0.762377;2.101925;0.356657;1.270383;-2.313164;0.332163
177;10.662;0.000000;0.762837;2.101597;0.358173;1.267807;-2.325377;0.331984
178;10.722;0.000000;0.763290;2.101269;0.359645;1.265274;-2.337895;0.331142
179;10.782;0.000000;0.763732;2.100933;0.361129;1.262616;-2.350319;0.330361
180;10.842;0.000000;0.764171;2.100613;0.362687;1.259968;-2.362795;0.329568
181;10.902;0.000000;0.764597;2.100292;0.364177;1.257227;-2.374963;0.328915
182;10.962;0.000000;0.765032;2.099963;0.365665;1.254453;-2.387522;0.327844
183;11.022;0.000000;0.765437;2.099626;0.367163;1.251692;-2.399760;0.326958
184;11.082;0.000000;0.765818;2.099280;0.368671;1.248847;-2.412219;0.325638
185;11.142;0.000000;0.766190;2.098933;0.370065;1.246008;-2.424586;0.324278
186;11.2019;0.000000;0.766567;2.098595;0.371469;1.243025;-2.436819;0.323229
187;11.2619;0.000000;0.766931;2.098256;0.372898;1.240075;-2.448970;0.322086
188;11.3221;0.000000;0.767291;2.097909;0.374388;1.237103;-2.461207;0.320722
189;11.382;0.000000;0.767634;2.097553;0.375868;1.234053;-2.473449;0.319266
190;11.4419;0.000000;0.767962;2.097188;0.377261;1.230913;-2.485554;0.317848
191;11.502;0.000000;0.768282;2.096849;0.378628;1.227852;-2.497840;0.316043
192;11.5619;0.000000;0.768595;2.096518;0.380001;1.224661;-2.510098;0.314253
193;11.6219;0.000000;0.768897;2.096161;0.381368;1.221461;-2.522122;0.312713
194;11.6819;0.000000;0.769194;2.095796;0.382743;1.218220;-2.534119;0.310995
195;11.7419;0.000000;0.769482;2.095448;0.384125;1.215078;-2.546286;0.308738
196;11.802;0.000000;0.769766;2.095124;0.385530;1.211781;-2.558352;0.306927
197;11.8619;0.000000;0.770037;2.094784;0.386902;1.208515;-2.570289;0.304906
198;11.9219;0.000000;0.770318;2.094435;0.388231;1.205080;-2.582459;0.302486
199;11.982;0.000000;0.770570;2.094094;0.389578;1.201694;-2.594616;0.299994
200;12.0419;0.000000;0.770786;2.093729;0.390907;1.198191;-2.606424;0.298135
201;12.102;0.000000;0.771011;2.093388;0.392224;1.194706;-2.618277;0.295790
202;12.162;0.000000;0.771228;2.093064;0.393547;1.191262;-2.630220;0.293274
203;12.222;0.000000;0.771444;2.092724;0.394863;1.187720;-2.642235;0.290564
204;12.2819;0.000000;0.771666;2.092374;0.396169;1.184079;-2.653938;0.288354
205;12.3419;0.000000;0.771882;2.092033;0.397470;1.180494;-2.665762;0.285610
206;12.4019;0.000000;0.772066;2.091717;0.398774;1.176943;-2.677764;0.282473
207;12.462;0.000000;0.772259;2.091376;0.400063;1.173296;-2.689521;0.279605
208;12.522;0.000000;0.772455;2.091043;0.401344;1.169596;-2.701163;0.276807
209;12.582;0.000000;0.772643;2.090719;0.402640;1.165815;-2.712973;0.273819
210;12.642;0.000000;0.772809;2.090369;0.403928;1.162096;-2.724709;0.270634
211;12.7019;0.000000;0.772985;2.090028;0.405197;1.158306;-2.736315;0.267430
212;12.7619;0.000000;0.773126;2.089729;0.406482;1.154586;-2.747947;0.264296
213;12.822;0.000000;0.773256;2.089431;0.407723;1.150721;-2.759496;0.260727
214;12.882;0.000000;0.773383;2.089107;0.408931;1.146678;-2.770702;0.257414
215;12.946;0.000000;0.773516;2.088783;0.410087;1.142500;-2.781607;0.254122
216;13.0059;0.000000;0.773667;2.088458;0.411234;1.138123;-2.792232;0.251353
217;13.066;0.000000;0.773760;2.088151;0.412350;1.133804;-2.802723;0.248247
218;13.126;0.000000;0.773854;2.087844;0.413434;1.129296;-2.812995;0.245180
219;13.186;0.000000;0.773998;2.087545;0.414463;1.124623;-2.822800;0.242412
220;13.246;0.000000;0.774116;2.087246;0.415591;1.119910;-2.832863;0.239172
221;13.306;0.000000;0.774206;2.086947;0.416861;1.114996;-2.842363;0.236481
222;13.3659;0.000000;0.774297;2.086649;0.418089;1.109983;-2.851793;0.233537
223;13.426;0.000000;0.774409;2.086358;0.419261;1.104905;-2.861017;0.230649
224;13.486;0.000000;0.774495;2.086085;0.420359;1.099804;-2.870051;0.227735
225;13.5459;0.000000;0.774573;2.085812;0.421483;1.094581;-2.878804;0.224992
226;13.6059;0.000000;0.774647;2.085522;0.422513;1.089275;-2.887357;0.222385
227;13.6659;0.000000;0.774710;2.085240;0.423607;1.084017;-2.895834;0.219567
228;13.7259;0.000000;0.774773;2.084959;0.424626;1.078485;-2.904117;0.216912
229;13.7859;0.000000;0.774825;2.084678;0.425632;1.072923;-2.912146;0.214340
230;13.8459;0.000000;0.774883;2.084431;0.426637;1.067385;-2.920212;0.211485
231;13.9059;0.000000;0.775030;2.084181;0.427607;1.061780;-2.927812;0.209032
232;13.9659;0.000000;0.775072;2.083951;0.428574;1.056126;-2.935336;0.206529
233;14.0259;0.000000;0.775095;2.083678;0.429491;1.050352;-2.942694;0.204045
234;14.0859;0.000000;0.775157;2.083414;0.430357;1.044565;-2.949875;0.201674
235;14.1459;0.000000;0.775217;2.083166;0.431295;1.038763;-2.957099;0.198814
236;14.2059;0.000000;0.775281;2.082927;0.432188;-1.030693;2.957590;-0.195952
237;14.266;0.000000;0.775341;2.082713;0.433040;-1.022054;2.956282;-0.193028
238;14.3259;0.000000;0.775403;2.082482;0.433896;-1.013465;2.955047;-0.190200
239;14.3859;0.000000;0.775469;2.082268;0.434657;-1.004839;2.953850;-0.187231
240;14.446;0.000000;0.775525;2.082062;0.435504;-0.996396;2.952688;-0.184523
241;14.5059;0.000000;0.775589;2.081840;0.436275;-0.987940;2.951666;-0.181724
242;14.5659;0.000000;0.775653;2.081626;0.437057;-0.979550;2.950762;-0.179161
243;14.626;0.000000;0.775696;2.081420;0.437782;-0.971319;2.949842;-0.176397
244;14.686;0.000000;0.775743;2.081215;0.438502;-0.963094;2.949063;-0.174099
245;14.7459;0.000000;0.775786;2.081027;0.439160;-0.954991;2.948348;-0.171401
246;14.8059;0.000000;0.775832;2.080856;0.439912;-0.946890;2.947472;-0.168624
247;14.8679;0.000000;0.775889;2.080684;0.440592;-0.939033;2.946982;-0.166499
248;14.9279;0.000000;0.775935;2.080513;0.441265;-0.931091;2.946248;-0.163691
249;14.988;0.000000;0.775993;2.080341;0.441850;-0.923310;2.945848;-0.161570
250;15.048;0.000000;0.776039;2.080161;0.442439;-0.915529;2.945274;-0.159053
251;15.108;0.000000;0.776103;2.079981;0.443126;-0.907864;2.944836;-0.156638
252;15.168;0.000000;0.776173;2.079825;0.443696;-0.900248;2.944543;-0.154519
253;15.2279;0.000000;0.776217;2.079679;0.444295;-0.892702;2.944086;-0.152025
254;15.2879;0.000000;0.776289;2.079533;0.444831;-0.885270;2.943924;-0.149921
255;15.348;0.000000;0.776355;2.079394;0.445294;-0.877798;2.943590;-0.147456
256;15.4079;0.000000;0.776390;2.079274;0.445866;-0.870457;2.943437;-0.145527
257;15.468;0.000000;0.776462;2.079144;0.446407;-0.863140;2.943261;-0.143331
258;15.528;0.000000;0.776528;2.079015;0.446845;-0.855876;2.943267;-0.141486
259;15.588;0.000000;0.776573;2.078903;0.447344;-0.848627;2.943212;-0.139228
260;15.6479;0.000000;0.776631;2.078807;0.447841;-0.841461;2.943165;-0.136974
261;15.708;0.000000;0.776683;2.078704;0.448230;-0.834350;2.943237;-0.134939
262;15.768;0.000000;0.776739;2.078608;0.448655;-0.827357;2.943308;-0.133140
263;15.828;0.000000;0.776795;2.078496;0.449078;-0.820416;2.943368;-0.130942
264;15.888;0.000000;0.776856;2.078392;0.449495;-0.813462;2.943481;-0.129095
265;15.948;0.000000;0.776909;2.078296;0.449907;-0.806501;2.943619;-0.127060
266;16.008;0.000000;0.776960;2.078218;0.450302;-0.799649;2.943819;-0.125073
267;16.068;0.000000;0.777022;2.078139;0.450622;-0.792948;2.944081;-0.123037
268;16.128;0.000000;0.777098;2.078069;0.450990;-0.786265;2.944277;-0.121080
269;16.188;0.000000;0.777198;2.077989;0.451345;-0.779560;2.944647;-0.119329
270;16.248;0.000000;0.777240;2.077919;0.451602;-0.772940;2.944971;-0.117484
271;16.3079;0.000000;0.777283;2.077850;0.451909;-0.766379;2.945295;-0.115624
272;16.368;0.000000;0.777348;2.077779;0.452218;-0.759903;2.945740;-0.113892
273;16.4299;0.000000;0.777410;2.077726;0.452525;-0.753501;2.946132;-0.112165
274;16.4899;0.000000;0.777460;2.077699;0.452805;-0.747101;2.946524;-0.110423
275;16.554;0.000000;0.777517;2.077672;0.453066;-0.740834;2.947039;-0.108809
276;16.614;0.000000;0.777605;2.077626;0.453345;-0.734514;2.947458;-0.106972
277;16.674;0.000000;0.777674;2.077590;0.453595;-0.728182;2.947989;-0.105305
278;16.734;0.000000;0.777728;2.077562;0.453801;-0.721901;2.948514;-0.103659
279;16.7939;0.000000;0.777768;2.077544;0.453967;-0.715676;2.949169;-0.102237
280;16.8539;0.000000;0.777831;2.077516;0.454179;-0.709347;2.949770;-0.100706
281;16.9139;0.000000;0.777895;2.077497;0.454427;-0.703156;2.950375;-0.099221
282;16.9739;0.000000;0.777944;2.077479;0.454636;-0.697110;2.951041;-0.097893
283;17.0339;0.000000;0.777987;2.077469;0.454805;-0.691137;2.951743;-0.096636
284;17.0939;0.000000;0.778033;2.077459;0.454980;-0.685158;2.952331;-0.094842
285;17.1579;0.000000;0.778105;2.077456;0.455126;-0.679333;2.952803;-0.092380
286;17.2179;0.000000;0.778170;2.077445;0.455272;-0.673328;2.953398;-0.090093
287;17.2779;0.000000;0.778206;2.077444;0.455435;-0.667533;2.954099;-0.088613
288;17.338;0.000000;0.778247;2.077443;0.455639;-0.661762;2.954831;-0.087178
289;17.398;0.000000;0.778303;2.077441;0.455774;-0.656063;2.955532;-0.085335
290;17.4579;0.000000;0.778358;2.077439;0.455865;-0.650354;2.956301;-0.083907
291;17.518;0.000000;0.778413;2.077437;0.455937;-0.644674;2.957197;-0.082744
292;17.5779;0.000000;0.778462;2.077436;0.456014;-0.638935;2.957950;-0.080741
293;17.6379;0.000000;0.778507;2.077434;0.456152;-0.633321;2.958812;-0.079549
294;17.698;0.000000;0.778562;2.077441;0.456289;-0.627760;2.959626;-0.077891
295;17.758;0.000000;0.778621;2.077439;0.456352;-0.622140;2.960517;-0.076648
296;17.818;0.000000;0.778657;2.077446;0.456425;-0.616703;2.961336;-0.074947
297;17.8779;0.000000;0.778688;2.077454;0.456496;-0.611219;2.962237;-0.073721
298;17.9379;0.000000;0.778713;2.077470;0.456569;-0.605686;2.963117;-0.072149
299;18.0099;0.000000;0.778763;2.077520;0.456630;-0.600253;2.963990;-0.070727
300;18.0699;0.000000;0.778818;2.077578;0.456702;-0.595093;2.964746;-0.068895
301;18.1299;0.000000;0.778868;2.077627;0.456775;-0.589678;2.965650;-0.067835
302;18.1899;0.000000;0.778902;2.077686;0.456873;-0.584412;2.966424;-0.065896
303;18.2499;0.000000;0.778929;2.077745;0.456934;-0.579168;2.967286;-0.064399
304;18.3099;0.000000;0.778983;2.077803;0.456909;-0.573998;2.968429;-0.063344
305;18.3699;0.000000;0.779028;2.077861;0.456902;-0.568830;2.969551;-0.062199
306;18.4299;0.000000;0.779062;2.077920;0.456920;-0.563679;2.970692;-0.061078
307;18.49;0.000000;0.779085;2.077962;0.456890;-0.558532;2.971772;-0.060042
308;18.55;0.000000;0.779098;2.078021;0.456856;-0.553555;2.972792;-0.058452
309;18.616;0.000000;0.779113;2.078063;0.456886;-0.548472;2.973835;-0.057330
310;18.676;0.000000;0.779128;2.078097;0.456916;-0.543471;2.974954;-0.056469
311;18.736;0.000000;0.779162;2.078130;0.456895;-0.538485;2.976030;-0.054957
312;18.796;0.000000;0.779225;2.078171;0.456966;-0.533551;2.976960;-0.053520
313;18.8619;0.000000;0.779275;2.078212;0.456953;-0.528573;2.978063;-0.052438
314;18.9219;0.000000;0.779289;2.078246;0.456897;-0.523720;2.979210;-0.051628
315;18.982;0.000000;0.779297;2.078297;0.456868;-0.518904;2.980143;-0.050122
316;19.042;0.000000;0.779309;2.078356;0.456823;-0.514112;2.981300;-0.048767
317;19.1019;0.000000;0.779320;2.078398;0.456838;-0.509354;2.982455;-0.047700
318;19.1621;0.000000;0.779328;2.078432;0.456935;-0.504628;2.983509;-0.046413
319;19.234;0.000000;0.779342;2.078492;0.456959;-0.499877;2.984582;-0.045209
320;19.294;0.000000;0.779353;2.078526;0.456884;-0.495267;2.985713;-0.044088
321;19.354;0.000000;0.779365;2.078577;0.456819;-0.490582;2.986837;-0.043281
322;19.414;0.000000;0.779377;2.078610;0.456740;-0.485928;2.987969;-0.042002
