message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
0;0;0.000000;0.783662;2.078742;0.187166;2.248895;2.177798;0.014349;
1;0.053275;0.000000;0.783662;2.078742;0.187166;2.248895;2.177798;0.014349;
2;0.111989;0.000000;0.783681;2.079212;0.187172;2.248737;2.177960;0.014348;
3;0.17198;0.000000;0.783804;2.081005;0.187353;2.248546;2.178154;0.014348;
4;0.23721;0.000000;0.784391;2.083795;0.188014;2.248179;2.178529;0.014347;
5;0.292001;0.000000;0.785124;2.086551;0.188639;2.248152;2.178555;0.014350;
6;0.352028;0.000000;0.785767;2.089107;0.189234;2.248314;2.178386;0.014353;
7;0.414018;0.000000;0.786339;2.091566;0.189766;2.248535;2.178157;0.014357;
8;0.47399;0.000000;0.786932;2.094035;0.190341;2.248603;2.178086;0.014360;
9;0.533947;0.000000;0.787469;2.096458;0.190860;2.248653;2.178033;0.014362;
10;0.593862;0.000000;0.787988;2.098719;0.191390;2.248767;2.177914;0.014365;
11;0.653942;0.000000;0.788468;2.100916;0.191920;2.248861;2.177816;0.014368;
12;0.71388;0.000000;0.788947;2.103080;0.192407;2.248844;2.177832;0.014370;
13;0.773895;0.000000;0.789422;2.105229;0.192966;2.248837;2.177838;0.014372;
14;0.833882;0.000000;0.789877;2.107277;0.193482;2.248900;2.177771;0.014374;
15;0.894008;0.000000;0.790313;2.109242;0.194040;2.248966;2.177703;0.014376;
16;0.95431;0.000000;0.790778;2.111251;0.194574;2.248941;2.177727;0.014378;
17;1.01724;0.000000;0.791238;2.113194;0.195089;2.248932;2.177734;0.014379;
18;1.07403;0.000000;0.791661;2.115053;0.195639;2.248925;2.177741;0.014381;
19;1.13399;0.000000;0.792080;2.116930;0.196147;2.248908;2.177757;0.014383;
20;1.19398;0.000000;0.792487;2.118732;0.196715;2.248894;2.177770;0.014384;
21;1.25398;0.000000;0.792859;2.120422;0.197241;2.248926;2.177736;0.014386;
22;1.3186;0.000000;0.793263;2.122120;0.197814;2.248897;2.177786;0.014409;
23;1.38802;0.000000;0.793620;2.123606;0.198303;2.249070;2.177607;0.014412;
24;1.44794;0.000000;0.793975;2.125180;0.198869;2.248934;2.177746;0.014412;
25;1.50799;0.000000;0.794320;2.126660;0.199430;2.248976;2.177702;0.014414;
26;1.5686;0.000000;0.794656;2.128123;0.199930;2.248980;2.177696;0.014415;
27;1.63526;0.000000;0.795005;2.129554;0.200502;2.248969;2.177707;0.014416;
28;1.68797;0.000000;0.795329;2.130950;0.201014;2.248929;2.177747;0.014417;
29;1.74798;0.000000;0.795662;2.132287;0.201603;2.248919;2.177757;0.014418;
30;1.80783;0.000000;0.795984;2.133616;0.202102;2.248895;2.177780;0.014419;
31;1.86792;0.000000;0.796257;2.134919;0.202662;2.248892;2.177782;0.014420;
32;1.92788;0.000000;0.796587;2.136164;0.203208;2.248918;2.177755;0.014421;
33;1.98796;0.000000;0.796875;2.137408;0.203725;2.248919;2.177753;0.014422;
34;2.04787;0.000000;0.797174;2.138619;0.204272;2.248893;2.177779;0.014423;
