message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
0;0;0.000000;0.783706;2.078799;0.187187;2.248965;2.177849;0.014795;
1;0.0618733;0.000000;0.783808;2.079095;0.186749;2.248680;2.178141;0.014793;
2;0.115111;0.000000;0.784165;2.080324;0.185353;2.248448;2.178379;0.014792;
3;0.178307;0.000000;0.784637;2.082663;0.183212;2.248181;2.178652;0.014792;
4;0.23515;0.000000;0.785284;2.085350;0.180714;2.248087;2.178748;0.014793;
5;0.295305;0.000000;0.785887;2.087957;0.178179;2.248209;2.178623;0.014796;
6;0.355142;0.000000;0.786457;2.090412;0.175710;2.248395;2.178431;0.014799;
7;0.415102;0.000000;0.787048;2.092819;0.173278;2.248563;2.178257;0.014802;
8;0.475045;0.000000;0.787569;2.095195;0.170869;2.248680;2.178137;0.014805;
9;0.535103;0.000000;0.788130;2.097522;0.168527;2.248743;2.178072;0.014807;
10;0.595035;0.000000;0.788651;2.099758;0.166250;2.248855;2.177957;0.014809;
11;0.654988;0.000000;0.789160;2.102013;0.164021;2.248861;2.177950;0.014811;
12;0.71514;0.000000;0.789694;2.104227;0.161834;2.248886;2.177923;0.014813;
13;0.775129;0.000000;0.790199;2.106350;0.159665;2.248948;2.177860;0.014815;
14;0.83512;0.000000;0.790664;2.108432;0.157514;2.248980;2.177826;0.014816;
15;0.895132;0.000000;0.791155;2.110447;0.155357;2.249028;2.177776;0.014818;
16;0.95517;0.000000;0.791627;2.112429;0.153253;2.249049;2.177754;0.014820;
17;1.01508;0.000000;0.792065;2.114379;0.151167;2.248994;2.177810;0.014821;
18;1.07506;0.000000;0.792486;2.116288;0.149105;2.249005;2.177798;0.014822;
19;1.14514;0.000000;0.792921;2.118120;0.147115;2.249090;2.177710;0.014824;
20;1.20511;0.000000;0.793401;2.120051;0.145094;2.248961;2.177843;0.014825;
21;1.26512;0.000000;0.793777;2.121861;0.143139;2.248948;2.177855;0.014826;
22;1.32501;0.000000;0.794185;2.123569;0.141286;2.249006;2.177795;0.014827;
23;1.38528;0.000000;0.794562;2.125252;0.139474;2.249014;2.177787;0.014829;
24;1.44514;0.000000;0.794926;2.126911;0.137698;2.248982;2.177819;0.014830;
25;1.5051;0.000000;0.795329;2.128538;0.135927;2.249007;2.177794;0.014831;
26;1.57154;0.000000;0.795676;2.130138;0.134169;2.249016;2.177784;0.014832;
27;1.6253;0.000000;0.796047;2.131689;0.132422;2.249019;2.177781;0.014833;
28;1.69156;0.000000;0.796382;2.133179;0.130711;2.249027;2.177772;0.014834;
29;1.7453;0.000000;0.796686;2.134695;0.129018;2.248978;2.177822;0.014835;
30;1.81159;0.000000;0.797035;2.136154;0.127377;2.248958;2.177842;0.014836;
31;1.87162;0.000000;0.797364;2.137526;0.125743;2.248976;2.177824;0.014837;
32;1.92516;0.000000;0.797670;2.138898;0.124151;2.248945;2.177855;0.014838;
33;1.98517;0.000000;0.797971;2.140202;0.122636;2.249014;2.177784;0.014839;
34;2.04526;0.000000;0.798235;2.141449;0.121150;2.249024;2.177763;0.014805;
35;2.1052;0.000000;0.798517;2.142632;0.119707;2.249043;2.177744;0.014806;
36;2.16513;0.000000;0.798800;2.143825;0.118299;2.249015;2.177772;0.014806;
37;2.22515;0.000000;0.799052;2.144974;0.116934;2.249006;2.177781;0.014807;
38;2.29158;0.000000;0.799276;2.146140;0.115557;2.248999;2.177788;0.014808;
39;2.34514;0.000000;0.799529;2.147264;0.114240;2.248998;2.177788;0.014809;
40;2.40537;0.000000;0.799760;2.148319;0.112952;2.249025;2.177760;0.014810;
41;2.46516;0.000000;0.799972;2.149338;0.111671;2.249025;2.177761;0.014810;
42;2.52513;0.000000;0.800187;2.150306;0.110461;2.249018;2.177767;0.014811;
43;2.5916;0.000000;0.800393;2.151273;0.109239;2.248987;2.177799;0.014811;
44;2.64513;0.000000;0.800574;2.152171;0.108054;2.248984;2.177801;0.014812;
45;2.70515;0.000000;0.800745;2.153077;0.106881;2.248959;2.177828;0.014813;
46;2.76516;0.000000;0.800927;2.153905;0.105726;2.248971;2.177815;0.014813;
47;2.82579;0.000000;0.801118;2.154735;0.104641;2.248984;2.177802;0.014814;
48;2.88521;0.000000;0.801256;2.155553;0.103535;2.248936;2.177850;0.014814;
49;2.94515;0.000000;0.801416;2.156320;0.102481;2.248965;2.177820;0.014815;
50;3.00548;0.000000;0.801595;2.157066;0.101406;2.248952;2.177824;0.014780;
51;3.06529;0.000000;0.801740;2.157784;0.100404;2.248971;2.177793;0.014745;
52;3.12514;0.000000;0.801907;2.158501;0.099404;2.248946;2.177818;0.014746;
53;3.18545;0.000000;0.802040;2.159163;0.098465;2.248999;2.177764;0.014746;
54;3.24515;0.000000;0.802147;2.159801;0.097500;2.248985;2.177768;0.014711;
55;3.31309;0.000000;0.802304;2.160465;0.096577;2.248990;2.177762;0.014712;
56;3.37303;0.000000;0.802425;2.161101;0.095668;2.248921;2.177833;0.014712;
57;3.43309;0.000000;0.802520;2.161671;0.094795;2.248949;2.177826;0.014733;
58;3.49307;0.000000;0.802640;2.162238;0.093964;2.248943;2.177832;0.014734;
59;3.55304;0.000000;0.802760;2.162743;0.093150;2.248977;2.177797;0.014734;
60;3.61308;0.000000;0.802857;2.163264;0.092367;2.248978;2.177796;0.014735;
61;3.67309;0.000000;0.802959;2.163778;0.091596;2.248954;2.177820;0.014735;
62;3.73308;0.000000;0.803070;2.164274;0.090794;2.248916;2.177859;0.014735;
63;3.79315;0.000000;0.803141;2.164733;0.090036;2.248957;2.177817;0.014736;
64;3.85317;0.000000;0.803214;2.165189;0.089296;2.248972;2.177823;0.014757;
65;3.91353;0.000000;0.803270;2.165586;0.088593;2.248947;2.177849;0.014757;
66;3.97955;0.000000;0.803346;2.165966;0.087883;2.248931;2.177865;0.014757;
67;4.03313;0.000000;0.803443;2.166331;0.087237;2.248973;2.177822;0.014758;
68;4.09314;0.000000;0.803510;2.166677;0.086575;2.249001;2.177793;0.014758;
69;4.15315;0.000000;0.803557;2.167029;0.085938;2.248946;2.177849;0.014758;
70;4.21316;0.000000;0.803599;2.167391;0.085301;2.248917;2.177879;0.014758;
71;4.27319;0.000000;0.803691;2.167703;0.084698;2.248964;2.177830;0.014758;
72;4.33306;0.000000;0.803734;2.167977;0.084067;2.248984;2.177810;0.014759;
73;4.39313;0.000000;0.803775;2.168264;0.083514;2.249016;2.177800;0.014780;
74;4.45303;0.000000;0.803793;2.168563;0.082902;2.248979;2.177837;0.014780;
75;4.51307;0.000000;0.803845;2.168864;0.082360;2.248966;2.177851;0.014780;
76;4.573;0.000000;0.803878;2.169137;0.081790;2.248974;2.177842;0.014780;
77;4.63302;0.000000;0.803948;2.169378;0.081319;2.248966;2.177851;0.014780;
78;4.69298;0.000000;0.804001;2.169618;0.080819;2.248946;2.177871;0.014780;
79;4.75302;0.000000;0.803991;2.169836;0.080281;2.248971;2.177845;0.014781;
80;4.81301;0.000000;0.804012;2.170038;0.079836;2.248971;2.177845;0.014781;
81;4.87303;0.000000;0.804058;2.170234;0.079361;2.248993;2.177822;0.014781;
82;4.93313;0.000000;0.804085;2.170437;0.078904;2.248993;2.177823;0.014781;
83;4.99911;0.000000;0.804101;2.170630;0.078460;2.248992;2.177824;0.014781;
84;5.05913;0.000000;0.804127;2.170851;0.078009;2.248922;2.177895;0.014781;
85;5.11922;0.000000;0.804165;2.171037;0.077624;2.248920;2.177898;0.014781;
86;5.17916;0.000000;0.804187;2.171196;0.077234;2.248938;2.177879;0.014781;
87;5.23915;0.000000;0.804192;2.171336;0.076808;2.248966;2.177850;0.014782;
88;5.29905;0.000000;0.804220;2.171478;0.076430;2.248923;2.177894;0.014781;
89;5.35899;0.000000;0.804245;2.171611;0.076051;2.248938;2.177878;0.014781;
90;5.42036;0.000000;0.804244;2.171742;0.075668;2.248977;2.177838;0.014782;
91;5.47903;0.000000;0.804253;2.171865;0.075320;2.249015;2.177799;0.014782;
92;5.53902;0.000000;0.804288;2.171990;0.075007;2.248994;2.177821;0.014782;
93;5.59916;0.000000;0.804289;2.172103;0.074659;2.248995;2.177820;0.014782;
94;5.65919;0.000000;0.804280;2.172225;0.074307;2.248950;2.177866;0.014782;
95;5.71911;0.000000;0.804284;2.172330;0.074007;2.248950;2.177866;0.014782;
96;5.78914;0.968515;0.804304;2.172445;0.073677;2.248952;2.177864;0.014782;
