message_number;message_time_s;Ellipse_factor;X;Y;Z;alfa;beta;gamma
44;2.68201;0.000000;0.667511;2.088196;0.221688;1.308254;-1.223494;0.102523
45;2.74199;0.000000;0.667519;2.088921;0.222535;1.307208;-1.224594;0.103970
46;2.80199;0.000000;0.667497;2.089581;0.223406;1.306126;-1.225725;0.105295
47;2.86195;0.000000;0.667489;2.090225;0.224282;1.304991;-1.227071;0.106444
48;2.92196;0.000000;0.667475;2.090781;0.225166;1.303922;-1.228225;0.107772
49;2.98196;0.000000;0.667456;2.091329;0.226066;1.302881;-1.229294;0.109132
50;3.04197;0.000000;0.667453;2.091833;0.226949;1.301787;-1.230555;0.110427
51;3.10198;0.000000;0.667448;2.092255;0.227880;1.300656;-1.231843;0.111628
52;3.16198;0.000000;0.667431;2.092677;0.228787;1.299591;-1.232982;0.112967
53;3.22596;0.000000;0.667405;2.093063;0.229685;1.298510;-1.234175;0.114254
54;3.28596;0.000000;0.667219;2.093393;0.230617;1.297426;-1.235373;0.115556
55;3.34592;0.000000;0.666894;2.093695;0.231515;1.296335;-1.236568;0.116831
56;3.40598;0.000000;0.666695;2.093972;0.232387;1.295239;-1.237779;0.118018
57;3.46597;0.000000;0.666511;2.094234;0.233283;1.294185;-1.238873;0.119377
58;3.52592;0.000000;0.666323;2.094460;0.234147;1.293084;-1.240090;0.120688
59;3.58796;0.000000;0.666134;2.094641;0.235019;1.291986;-1.241303;0.122002
60;3.64796;0.000000;0.665976;2.094799;0.235877;1.290886;-1.242492;0.123255
61;3.70789;0.000000;0.665833;2.094912;0.236721;1.289745;-1.243780;0.124453
62;3.76793;0.000000;0.665635;2.095019;0.237571;1.288635;-1.244998;0.125727
63;3.82792;0.000000;0.665436;2.095097;0.238378;1.287556;-1.246120;0.127073
64;3.88791;0.000000;0.665222;2.095160;0.239242;1.286454;-1.247329;0.128376
65;3.94799;0.000000;0.665015;2.095207;0.240051;1.285390;-1.248457;0.129697
66;4.00799;0.000000;0.664830;2.095226;0.240825;1.284288;-1.249640;0.130987
67;4.06801;0.000000;0.664609;2.095237;0.241637;1.283199;-1.250818;0.132254
68;4.12795;0.000000;0.664388;2.095241;0.242393;1.282129;-1.251950;0.133527
69;4.18797;0.000000;0.664165;2.095245;0.243150;1.281046;-1.253112;0.134798
70;4.24797;0.000000;0.663954;2.095241;0.243907;1.279962;-1.254273;0.136053
71;4.30797;0.000000;0.663712;2.095216;0.244616;1.278886;-1.255423;0.137256
72;4.368;0.000000;0.663470;2.095102;0.245356;1.277720;-1.256672;0.138396
73;4.42799;0.000000;0.663253;2.094959;0.246071;1.276561;-1.257886;0.139511
74;4.48793;0.000000;0.663025;2.094764;0.246733;1.275358;-1.259166;0.140533
75;4.54795;0.000000;0.662768;2.094585;0.247398;1.274168;-1.260468;0.141627
76;4.60797;0.000000;0.662576;2.094383;0.248070;1.273250;-1.261306;0.143487
77;4.66795;0.000000;0.662368;2.094188;0.248690;1.272255;-1.262325;0.145222
78;4.7279;0.000000;0.662125;2.093980;0.249282;1.271166;-1.263472;0.146661
79;4.78798;0.000000;0.661887;2.093786;0.249875;1.269999;-1.264819;0.147818
80;4.84794;0.000000;0.661688;2.093599;0.250472;1.268933;-1.265931;0.149202
81;4.90795;0.000000;0.661488;2.093390;0.251002;1.267789;-1.267183;0.150403
82;4.96799;0.000000;0.661222;2.093182;0.251552;1.266605;-1.268516;0.151590
83;5.028;0.000000;0.660965;2.092974;0.252050;1.265516;-1.269626;0.152876
84;5.08796;0.000000;0.660782;2.092743;0.252593;1.264435;-1.270755;0.154194
85;5.14998;0.000000;0.660566;2.092505;0.253032;1.263314;-1.271916;0.155476
86;5.21001;0.000000;0.660305;2.092254;0.253483;1.262178;-1.273089;0.156744
87;5.26994;0.000000;0.660088;2.092039;0.253959;1.261115;-1.274177;0.158146
88;5.32999;0.000000;0.659893;2.091808;0.254362;1.260010;-1.275296;0.159497
89;5.39397;0.000000;0.659681;2.091578;0.254748;1.258932;-1.276414;0.160807
90;5.45397;0.000000;0.659486;2.091319;0.255170;1.257774;-1.277640;0.161988
91;5.51398;0.000000;0.659321;2.091059;0.255505;1.256577;-1.278975;0.163144
92;5.57396;0.000000;0.659098;2.090801;0.255867;1.255485;-1.280079;0.164547
93;5.63595;0.000000;0.658892;2.090564;0.256230;1.254351;-1.281298;0.165758
94;5.69595;0.000000;0.658714;2.090312;0.256557;1.253203;-1.282523;0.166980
95;5.75595;0.000000;0.658549;2.090067;0.256840;1.252127;-1.283578;0.168399
96;5.81598;0.000000;0.658614;2.089795;0.257596;1.253688;-1.297839;0.172052
97;5.87598;0.000000;0.658161;2.089616;0.257860;1.258933;-1.308812;0.177729
98;5.93597;0.000000;0.658669;2.089538;0.257888;1.263314;-1.320721;0.181670
99;5.99594;0.000000;0.659315;2.089508;0.257908;1.267331;-1.332980;0.185651
100;6.05595;0.000000;0.660249;2.089501;0.257901;1.270932;-1.345649;0.189090
101;6.11596;0.000000;0.661327;2.089638;0.257914;1.274370;-1.358378;0.192706
102;6.17596;0.000000;0.662638;2.090027;0.257948;1.278085;-1.370375;0.196965
103;6.23597;0.000000;0.664137;2.090458;0.257988;1.281266;-1.383289;0.200578
104;6.29598;0.000000;0.665693;2.090963;0.258078;1.284486;-1.395700;0.204529
105;6.35799;0.000000;0.667410;2.091512;0.258239;1.287475;-1.408522;0.207950
106;6.41795;0.000000;0.669271;2.092075;0.258468;1.290578;-1.420667;0.212333
107;6.47795;0.000000;0.671244;2.092632;0.258724;1.293261;-1.433599;0.215521
108;6.53797;0.000000;0.673203;2.093252;0.259030;1.295957;-1.446000;0.219440
109;6.59796;0.000000;0.675296;2.093844;0.259439;1.298313;-1.459118;0.222653
110;6.65798;0.000000;0.677408;2.094506;0.259878;1.300830;-1.471372;0.226677
111;6.71998;0.000000;0.679548;2.095134;0.260414;1.302984;-1.484357;0.229794
112;6.77999;0.000000;0.681654;2.095796;0.260979;1.305179;-1.496879;0.233408
113;6.83995;0.000000;0.683733;2.096463;0.261649;1.307190;-1.509791;0.236763
114;6.89996;0.000000;0.685770;2.097134;0.262398;1.309089;-1.522647;0.239944
115;6.95996;0.000000;0.687951;2.097792;0.263142;1.310888;-1.535158;0.243587
116;7.01998;0.000000;0.690373;2.098413;0.264021;1.312498;-1.548180;0.246650
117;7.07997;0.000000;0.692661;2.099078;0.264948;1.314139;-1.560855;0.249898
118;7.13998;0.000000;0.694915;2.099693;0.265938;1.315589;-1.573774;0.252908
119;7.19998;0.000000;0.697118;2.100306;0.266956;1.316951;-1.586600;0.255962
120;7.25997;0.000000;0.699285;2.100891;0.268087;1.318310;-1.599206;0.259322
121;7.31996;0.000000;0.701378;2.101441;0.269206;1.319451;-1.612093;0.262238
122;7.37995;0.000000;0.703467;2.101979;0.270406;1.320472;-1.625160;0.264874
123;7.44598;0.000000;0.705418;2.102482;0.271597;1.321490;-1.637645;0.267590
124;7.50599;0.000000;0.707423;2.102956;0.272923;1.322366;-1.650928;0.270361
125;7.566;0.000000;0.709330;2.103456;0.274228;1.323235;-1.663647;0.273288
126;7.626;0.000000;0.711250;2.103912;0.275607;1.323986;-1.676479;0.276077
127;7.68596;0.000000;0.713087;2.104331;0.276983;1.324669;-1.689087;0.278902
128;7.74598;0.000000;0.714857;2.104690;0.278398;1.325227;-1.702274;0.280872
129;7.80598;0.000000;0.716586;2.105089;0.279827;1.325923;-1.714680;0.283605
130;7.86598;0.000000;0.718335;2.105451;0.281342;1.326480;-1.727555;0.285772
131;7.93197;0.000000;0.719948;2.105759;0.282785;1.326787;-1.740211;0.287946
132;7.99196;0.000000;0.721601;2.106044;0.284348;1.326883;-1.753321;0.290709
133;8.05599;0.000000;0.723163;2.106331;0.285837;1.326937;-1.765986;0.293078
134;8.11595;0.000000;0.724737;2.106571;0.287398;1.326920;-1.779293;0.295268
135;8.178;0.000000;0.726258;2.106828;0.288919;1.326878;-1.792136;0.297355
136;8.238;0.000000;0.727691;2.107022;0.290455;1.326731;-1.804868;0.299728
137;8.29798;0.000000;0.729107;2.107224;0.292082;1.326549;-1.817911;0.301614
138;8.35798;0.000000;0.730508;2.107379;0.293844;1.326276;-1.830806;0.303645
139;8.41799;0.000000;0.731855;2.107511;0.295583;1.325946;-1.843547;0.305689
140;8.47799;0.000000;0.733167;2.107611;0.297311;1.325554;-1.856355;0.307729
141;8.538;0.000000;0.734410;2.107710;0.298960;1.325096;-1.869164;0.309420
142;8.59794;0.000000;0.735663;2.107786;0.300721;1.324573;-1.882231;0.310917
143;8.6579;0.000000;0.736854;2.107846;0.302359;1.323977;-1.894960;0.312832
144;8.71796;0.000000;0.738025;2.107882;0.304041;1.323278;-1.907842;0.314360
145;8.77797;0.000000;0.739155;2.107910;0.305794;1.322559;-1.920768;0.315861
146;8.83791;0.000000;0.740226;2.107921;0.307460;1.321787;-1.933372;0.317469
147;8.89793;0.000000;0.741367;2.107924;0.309188;1.320959;-1.946099;0.319147
148;8.95795;0.000000;0.742408;2.107928;0.310881;1.320115;-1.958808;0.320555
149;9.02001;0.000000;0.743370;2.107922;0.312539;1.319211;-1.971647;0.321673
150;9.08;0.000000;0.744352;2.107909;0.314266;1.318254;-1.984451;0.322918
151;9.13997;0.000000;0.745305;2.107838;0.315946;1.317175;-1.997074;0.324210
152;9.19998;0.000000;0.746233;2.107719;0.317659;1.316007;-2.009816;0.325318
153;9.25998;0.000000;0.747138;2.107549;0.319368;1.314670;-2.022690;0.326240
154;9.31999;0.000000;0.748028;2.107363;0.321048;1.313259;-2.035521;0.327308
155;9.37999;0.000000;0.748885;2.107184;0.322733;1.311855;-2.048378;0.328118
156;9.43996;0.000000;0.749705;2.106989;0.324405;1.310359;-2.060897;0.329387
157;9.50398;0.000000;0.750504;2.106793;0.326066;1.308785;-2.073709;0.329900
158;9.56399;0.000000;0.751308;2.106597;0.327723;1.307232;-2.086567;0.330597
159;9.62398;0.000000;0.752071;2.106400;0.329441;1.305632;-2.099281;0.331272
160;9.68399;0.000000;0.752815;2.106195;0.331105;1.303972;-2.112021;0.331792
161;9.74395;0.000000;0.753548;2.105998;0.332745;1.302278;-2.124649;0.332360
162;9.80396;0.000000;0.754249;2.105783;0.334394;1.300530;-2.137223;0.332931
163;9.86396;0.000000;0.754929;2.105552;0.335952;1.298726;-2.150051;0.333026
164;9.92396;0.000000;0.755595;2.105312;0.337663;1.296835;-2.162536;0.333658
165;9.98392;0.000000;0.756252;2.105056;0.339277;1.294905;-2.175208;0.333892
166;10.0439;0.000000;0.756903;2.104807;0.340922;1.292908;-2.187738;0.334210
167;10.104;0.000000;0.757528;2.104516;0.342526;1.290842;-2.200357;0.334324
168;10.1639;0.000000;0.758121;2.104258;0.344094;1.288788;-2.212931;0.334298
169;10.2239;0.000000;0.758701;2.104000;0.345645;1.286628;-2.225491;0.334345
170;10.2839;0.000000;0.759267;2.103725;0.347269;1.284493;-2.238222;0.334021
171;10.3439;0.000000;0.759817;2.103441;0.348812;1.282253;-2.250601;0.334128
172;10.404;0.000000;0.760359;2.103123;0.350445;1.279930;-2.263197;0.333834
173;10.4639;0.000000;0.760889;2.102822;0.352023;1.277603;-2.275841;0.333285
174;10.5239;0.000000;0.761399;2.102520;0.353550;1.275180;-2.288147;0.333225
175;10.5839;0.000000;0.761899;2.102210;0.355121;1.272789;-2.300683;0.332708
176;10.6439;0.000000;0.762383;2.101908;0.356641;1.270304;-2.313149;0.332224
177;10.7039;0.000000;0.762849;2.101597;0.358114;1.267735;-2.325435;0.331982
178;10.7639;0.000000;0.763306;2.101269;0.359673;1.265185;-2.337926;0.331182
179;10.8239;0.000000;0.763754;2.100941;0.361197;1.262567;-2.350456;0.330226
180;10.884;0.000000;0.764195;2.100613;0.362719;1.259884;-2.362772;0.329667
181;10.9439;0.000000;0.764617;2.100292;0.364129;1.257172;-2.375050;0.328835
182;11.0039;0.000000;0.765034;2.099947;0.365614;1.254394;-2.387662;0.327624
183;11.064;0.000000;0.765430;2.099601;0.367138;1.251590;-2.399796;0.326914
184;11.1239;0.000000;0.765817;2.099263;0.368650;1.248739;-2.412229;0.325716
185;11.184;0.000000;0.766194;2.098933;0.370093;1.245928;-2.424610;0.324313
186;11.244;0.000000;0.766562;2.098603;0.371497;1.242972;-2.436841;0.323238
187;11.3039;0.000000;0.766928;2.098264;0.372930;1.240053;-2.449010;0.322081
188;11.364;0.000000;0.767281;2.097900;0.374365;1.237022;-2.461308;0.320570
189;11.424;0.000000;0.767615;2.097528;0.375783;1.233982;-2.473515;0.319116
190;11.4839;0.000000;0.767947;2.097180;0.377193;1.230830;-2.485489;0.317981
191;11.544;0.000000;0.768298;2.096857;0.378594;1.227769;-2.497789;0.316196
192;11.604;0.000000;0.768628;2.096517;0.380002;1.224606;-2.510193;0.314140
193;11.664;0.000000;0.768913;2.096170;0.381393;1.221435;-2.522215;0.312574
194;11.724;0.000000;0.769186;2.095813;0.382818;1.218213;-2.534166;0.310898
195;11.784;0.000000;0.769458;2.095456;0.384202;1.215032;-2.546287;0.308801
196;11.8439;0.000000;0.769737;2.095125;0.385551;1.211738;-2.558427;0.306800
197;11.904;0.000000;0.770021;2.094784;0.386885;1.208485;-2.570430;0.304692
198;11.964;0.000000;0.770289;2.094427;0.388206;1.205000;-2.582438;0.302622
199;12.024;0.000000;0.770557;2.094078;0.389548;1.201591;-2.594630;0.300078
200;12.084;0.000000;0.770790;2.093729;0.390872;1.198110;-2.606542;0.297994
201;12.144;0.000000;0.771002;2.093388;0.392185;1.194652;-2.618307;0.295763
202;12.204;0.000000;0.771231;2.093056;0.393498;1.191189;-2.630234;0.293229
203;12.264;0.000000;0.771485;2.092723;0.394828;1.187614;-2.642254;0.290656
204;12.324;0.000000;0.771698;2.092374;0.396135;1.184005;-2.653953;0.288347
205;12.384;0.000000;0.771877;2.092025;0.397445;1.180438;-2.665850;0.285482
206;12.4439;0.000000;0.772061;2.091701;0.398751;1.176858;-2.677793;0.282433
207;12.504;0.000000;0.772275;2.091376;0.400045;1.173251;-2.689592;0.279505
208;12.564;0.000000;0.772488;2.091051;0.401330;1.169560;-2.701218;0.276769
209;12.624;0.000000;0.772634;2.090719;0.402617;1.165739;-2.712988;0.273810
210;12.684;0.000000;0.772792;2.090378;0.403904;1.162078;-2.724756;0.270488
211;12.744;0.000000;0.772964;2.090037;0.405172;1.158235;-2.736294;0.267468
212;12.8039;0.000000;0.773126;2.089729;0.406464;1.154532;-2.748044;0.264139
213;12.8639;0.000000;0.773280;2.089422;0.407709;1.150628;-2.759516;0.260751
214;12.9239;0.000000;0.773412;2.089106;0.408922;1.146623;-2.770797;0.257290
215;12.984;0.000000;0.773517;2.088774;0.410097;1.142359;-2.781718;0.254271
216;13.044;0.000000;0.773659;2.088466;0.411225;1.138061;-2.792252;0.251351
217;13.104;0.000000;0.773789;2.088159;0.412340;1.133689;-2.802687;0.248406
218;13.164;0.000000;0.773883;2.087852;0.413421;1.129240;-2.813033;0.245121
219;13.2239;0.000000;0.773953;2.087554;0.414453;1.124572;-2.822902;0.242186
220;13.2839;0.000000;0.774117;2.087254;0.415652;1.119859;-2.832865;0.239160
221;13.344;0.000000;0.774219;2.086947;0.416976;1.114922;-2.842353;0.236597
222;13.4039;0.000000;0.774314;2.086648;0.418177;1.109923;-2.851819;0.233503
223;13.464;0.000000;0.774405;2.086350;0.419285;1.104792;-2.861043;0.230709
224;13.5239;0.000000;0.774475;2.086085;0.420365;1.099761;-2.870124;0.227594
225;13.584;0.000000;0.774549;2.085812;0.421488;1.094492;-2.878853;0.224967
226;13.644;0.000000;0.774631;2.085522;0.422554;1.089223;-2.887454;0.222187
227;13.7039;0.000000;0.774697;2.085232;0.423634;1.083942;-2.895863;0.219531
228;13.7639;0.000000;0.774777;2.084950;0.424624;1.078437;-2.904124;0.216904
229;13.8239;0.000000;0.774850;2.084686;0.425619;1.072874;-2.912115;0.214449
230;13.8839;0.000000;0.774920;2.084438;0.426624;1.067333;-2.920154;0.211469
231;13.9439;0.000000;0.775018;2.084190;0.427596;1.061734;-2.927829;0.208959
232;14.004;0.000000;0.775105;2.083941;0.428552;1.056053;-2.935412;0.206310
233;14.0639;0.000000;0.775127;2.083678;0.429418;1.050251;-2.942713;0.204068
234;14.1239;0.000000;0.775165;2.083430;0.430307;1.044478;-2.949891;0.201697
235;14.1859;0.000000;0.775226;2.083174;0.431309;1.038726;-2.957054;0.198917
236;14.2459;0.000000;0.775273;2.082927;0.432202;-1.030640;2.957643;-0.196000
237;14.306;0.000000;0.775321;2.082722;0.433071;-1.022002;2.956350;-0.193168
238;14.3659;0.000000;0.775375;2.082500;0.433867;-1.013428;2.955115;-0.190370
239;14.426;0.000000;0.775453;2.082285;0.434642;-1.004822;2.953854;-0.187164
240;14.486;0.000000;0.775517;2.082054;0.435489;-0.996289;2.952739;-0.184546
241;14.5459;0.000000;0.775580;2.081814;0.436248;-0.987851;2.951702;-0.181687
242;14.6059;0.000000;0.775653;2.081617;0.437070;-0.979477;2.950787;-0.179028
243;14.6659;0.000000;0.775671;2.081404;0.437754;-0.971172;2.949880;-0.176431
244;14.7259;0.000000;0.775713;2.081199;0.438460;-0.963015;2.949082;-0.174068
245;14.786;0.000000;0.775774;2.081019;0.439167;-0.954936;2.948384;-0.171358
246;14.8459;0.000000;0.775799;2.080840;0.439903;-0.946818;2.947518;-0.168678
247;14.906;0.000000;0.775871;2.080659;0.440652;-0.938868;2.946932;-0.166314
248;14.966;0.000000;0.775969;2.080503;0.441253;-0.931025;2.946304;-0.163672
249;15.026;0.000000;0.776013;2.080340;0.441857;-0.923263;2.945883;-0.161689
250;15.0859;0.000000;0.776052;2.080161;0.442500;-0.915489;2.945305;-0.159011
251;15.1459;0.000000;0.776112;2.079989;0.443065;-0.907811;2.944902;-0.156709
252;15.2059;0.000000;0.776181;2.079834;0.443688;-0.900180;2.944458;-0.154238
253;15.2659;0.000000;0.776222;2.079679;0.444302;-0.892643;2.944185;-0.152115
254;15.3259;0.000000;0.776293;2.079524;0.444803;-0.885187;2.943950;-0.150015
255;15.3859;0.000000;0.776351;2.079386;0.445326;-0.877711;2.943660;-0.147563
256;15.4459;0.000000;0.776398;2.079274;0.445878;-0.870393;2.943412;-0.145284
257;15.5059;0.000000;0.776466;2.079144;0.446391;-0.863084;2.943290;-0.143258
258;15.5659;0.000000;0.776524;2.079023;0.446867;-0.855799;2.943252;-0.141207
259;15.6259;0.000000;0.776558;2.078920;0.447339;-0.848600;2.943237;-0.139184
260;15.6859;0.000000;0.776624;2.078808;0.447861;-0.841404;2.943199;-0.136930
261;15.746;0.000000;0.776680;2.078704;0.448198;-0.834288;2.943286;-0.135052
262;15.806;0.000000;0.776731;2.078591;0.448590;-0.827270;2.943361;-0.133157
263;15.87;0.000000;0.776800;2.078478;0.449083;-0.820396;2.943453;-0.131168
264;15.9299;0.000000;0.776859;2.078374;0.449507;-0.813403;2.943462;-0.128884
265;15.9899;0.000000;0.776922;2.078304;0.449900;-0.806493;2.943678;-0.127163
266;16.0499;0.000000;0.776981;2.078226;0.450321;-0.799654;2.943847;-0.125091
267;16.1099;0.000000;0.777050;2.078138;0.450646;-0.792933;2.944070;-0.122947
268;16.1699;0.000000;0.777120;2.078068;0.450943;-0.786225;2.944301;-0.121008
269;16.2299;0.000000;0.777182;2.077998;0.451264;-0.779513;2.944680;-0.119380
270;16.2899;0.000000;0.777232;2.077919;0.451620;-0.772890;2.944993;-0.117541
271;16.3559;0.000000;0.777288;2.077850;0.451958;-0.766378;2.945381;-0.115749
272;16.4159;0.000000;0.777353;2.077788;0.452185;-0.759890;2.945745;-0.113825
273;16.4759;0.000000;0.777399;2.077735;0.452466;-0.753476;2.946142;-0.112032
274;16.5359;0.000000;0.777447;2.077699;0.452841;-0.747071;2.946511;-0.110302
275;16.5999;0.000000;0.777532;2.077654;0.453140;-0.740739;2.947035;-0.108721
276;16.6599;0.000000;0.777593;2.077626;0.453328;-0.734455;2.947505;-0.107020
277;16.7319;0.000000;0.777631;2.077591;0.453504;-0.728146;2.948082;-0.105429
278;16.792;0.000000;0.777696;2.077572;0.453762;-0.721983;2.948512;-0.103687
279;16.852;0.000000;0.777776;2.077535;0.454019;-0.715680;2.949186;-0.102264
280;16.912;0.000000;0.777831;2.077508;0.454237;-0.709320;2.949788;-0.100701
281;16.972;0.000000;0.777903;2.077480;0.454418;-0.703098;2.950401;-0.099216
282;17.032;0.000000;0.777969;2.077469;0.454598;-0.697066;2.951063;-0.097888
283;17.092;0.000000;0.778000;2.077468;0.454789;-0.691094;2.951782;-0.096654
284;17.152;0.000000;0.778038;2.077458;0.454973;-0.685133;2.952382;-0.094887
285;17.2139;0.000000;0.778113;2.077456;0.455154;-0.679247;2.952793;-0.092099
286;17.274;0.000000;0.778165;2.077446;0.455322;-0.673311;2.953381;-0.090036
287;17.334;0.000000;0.778194;2.077445;0.455475;-0.667457;2.954118;-0.088544
288;17.394;0.000000;0.778239;2.077443;0.455615;-0.661684;2.954834;-0.087083
289;17.4539;0.000000;0.778307;2.077441;0.455730;-0.655982;2.955574;-0.085417
290;17.5139;0.000000;0.778384;2.077438;0.455833;-0.650307;2.956327;-0.083930
291;17.5739;0.000000;0.778437;2.077437;0.455949;-0.644611;2.957206;-0.082711
292;17.6339;0.000000;0.778470;2.077435;0.456035;-0.638888;2.957981;-0.080794
293;17.7039;0.000000;0.778508;2.077434;0.456141;-0.633297;2.958828;-0.079448
294;17.7639;0.000000;0.778550;2.077441;0.456244;-0.627743;2.959655;-0.077976
295;17.8239;0.000000;0.778597;2.077440;0.456353;-0.622145;2.960540;-0.076639
296;17.8839;0.000000;0.778640;2.077447;0.456437;-0.616672;2.961338;-0.074915
297;17.9439;0.000000;0.778684;2.077454;0.456508;-0.611174;2.962233;-0.073628
298;18.0039;0.000000;0.778733;2.077469;0.456569;-0.605655;2.963115;-0.072087
299;18.0639;0.000000;0.778779;2.077511;0.456642;-0.600272;2.963983;-0.070699
300;18.1239;0.000000;0.778813;2.077569;0.456708;-0.594894;2.964808;-0.069066
301;18.184;0.000000;0.778848;2.077628;0.456757;-0.589573;2.965641;-0.067617
302;18.2439;0.000000;0.778878;2.077695;0.456833;-0.584314;2.966418;-0.065802
303;18.304;0.000000;0.778919;2.077762;0.456915;-0.579104;2.967346;-0.064470
304;18.364;0.000000;0.778987;2.077803;0.456937;-0.573929;2.968421;-0.063093
305;18.4239;0.000000;0.779045;2.077861;0.456958;-0.568783;2.969596;-0.062279
306;18.4839;0.000000;0.779073;2.077919;0.456963;-0.563652;2.970681;-0.060955
307;18.544;0.000000;0.779094;2.077970;0.456939;-0.558497;2.971827;-0.059927
308;18.604;0.000000;0.779109;2.078021;0.456927;-0.553467;2.972791;-0.058515
309;18.6639;0.000000;0.779130;2.078063;0.456903;-0.548407;2.973907;-0.057496
310;18.7239;0.000000;0.779149;2.078096;0.456908;-0.543400;2.974951;-0.056248
311;18.7839;0.000000;0.779173;2.078130;0.456908;-0.538394;2.976016;-0.055024
312;18.8439;0.000000;0.779199;2.078172;0.456905;-0.533464;2.977096;-0.053666
313;18.9039;0.000000;0.779227;2.078213;0.456901;-0.528470;2.978122;-0.052356
314;18.964;0.000000;0.779247;2.078264;0.456904;-0.523656;2.979149;-0.051359
315;19.0239;0.000000;0.779270;2.078289;0.456884;-0.518824;2.980313;-0.050261
316;19.0839;0.000000;0.779286;2.078331;0.456902;-0.514021;2.981253;-0.048565
317;19.1439;0.000000;0.779302;2.078391;0.456890;-0.509279;2.982417;-0.047492
318;19.2039;0.000000;0.779322;2.078424;0.456839;-0.504557;2.983640;-0.046564
319;19.2639;0.000000;0.779336;2.078475;0.456797;-0.499849;2.984674;-0.045405
320;19.3239;0.000000;0.779351;2.078517;0.456750;-0.495149;2.985766;-0.044262
321;19.3839;0.000000;0.779363;2.078559;0.456701;-0.490463;2.986905;-0.043263
322;19.4439;0.000000;0.779379;2.078610;0.456676;-0.485835;2.988043;-0.042074
