message_number;message_time_s;Ellipse_factor;X;Y;Z;AX;AY;AZ
200;12.0739;0.000000;0.770788;2.093729;0.390925;1.198158;-2.606560;0.298056
201;12.134;0.000000;0.771033;2.093388;0.392239;1.194707;-2.618421;0.295619
202;12.194;0.000000;0.771246;2.093064;0.393560;1.191294;-2.630421;0.292908
203;12.2541;0.000000;0.771467;2.092723;0.394883;1.187732;-2.642359;0.290485
204;12.314;0.000000;0.771681;2.092374;0.396190;1.184082;-2.654161;0.288171
205;12.374;0.000000;0.771870;2.092025;0.397470;1.180506;-2.665873;0.285447
206;12.434;0.000000;0.772058;2.091701;0.398779;1.176932;-2.677968;0.282195
207;12.494;0.000000;0.772268;2.091376;0.400071;1.173352;-2.689741;0.279254
208;12.5539;0.000000;0.772472;2.091043;0.401350;1.169613;-2.701296;0.276662
209;12.6139;0.000000;0.772644;2.090710;0.402648;1.165832;-2.713103;0.273706
210;12.6739;0.000000;0.772801;2.090369;0.403933;1.162147;-2.724895;0.270324
211;12.7339;0.000000;0.772973;2.090037;0.405198;1.158319;-2.736427;0.267269
212;12.794;0.000000;0.773135;2.089729;0.406494;1.154585;-2.748122;0.264068
213;12.8539;0.000000;0.773286;2.089430;0.407740;1.150743;-2.759694;0.260486
214;12.914;0.000000;0.773416;2.089106;0.408935;1.146697;-2.770877;0.257119
215;12.9739;0.000000;0.773538;2.088774;0.410113;1.142462;-2.781888;0.253886
216;13.034;0.000000;0.773655;2.088458;0.411243;1.138103;-2.792288;0.251387
217;13.094;0.000000;0.773735;2.088152;0.412354;1.133763;-2.802810;0.248156
218;13.154;0.000000;0.773842;2.087853;0.413443;1.129320;-2.813133;0.244964
219;13.2139;0.000000;0.773969;2.087554;0.414476;1.124668;-2.823052;0.241960
220;13.2739;0.000000;0.774108;2.087237;0.415588;1.119888;-2.832938;0.238968
221;13.3339;0.000000;0.774214;2.086947;0.416917;1.114990;-2.842456;0.236365
222;13.3939;0.000000;0.774334;2.086631;0.418136;1.109919;-2.851907;0.233384
223;13.454;0.000000;0.774425;2.086349;0.419235;1.104831;-2.861047;0.230614
224;13.514;0.000000;0.774503;2.086076;0.420374;1.099771;-2.870151;0.227544
225;13.574;0.000000;0.774565;2.085820;0.421486;1.094569;-2.878959;0.224559
226;13.6339;0.000000;0.774631;2.085522;0.422546;1.089263;-2.887457;0.222092
227;13.694;0.000000;0.774701;2.085232;0.423624;1.083985;-2.895930;0.219337
228;13.7541;0.000000;0.774777;2.084950;0.424638;1.078473;-2.904173;0.216768
229;13.814;0.000000;0.774858;2.084686;0.425633;1.072944;-2.912201;0.214167
230;13.8741;0.000000;0.774933;2.084429;0.426639;1.067317;-2.920202;0.211389
231;13.934;0.000000;0.774985;2.084182;0.427618;1.061763;-2.927859;0.208916
232;13.994;0.000000;0.775044;2.083951;0.428551;1.056056;-2.935313;0.206388
